name,value
Nnorm,0.0052212855642154565
P_CF3_vis_dir,0.11130292219176816
P_Ar_dbleStar,0.2547771375909977
K_Ar_dbleStar_Q_Ar,0.31370179214489996
K_Ar_dbleStar_Q_CF4,11.499999999999998
inv_tau_dis_K_relax,0.008007275532823238
tau_uv_K_CF4_Q_CF4,0.065
P_CF4_dir,0.18375636047655328
K_Ar3rd_Q_CF4,50.05
P_Ar3rd,0.40945921121315065
P_CF3_uv_dir,5.318725220488038e-25
