toy_id,Nnorm,P_CF3_vis_dir,P_Ar_dbleStar,K_Ar_dbleStar_Q_Ar,K_Ar_dbleStar_Q_CF4,inv_tau_dis_K_relax,tau_uv_K_CF4_Q_CF4,P_CF4_dir,K_Ar3rd_Q_CF4,P_Ar3rd,P_CF3_uv_dir
72,0.00528358968382567,0.10468233293193532,0.2389449975663498,0.31602782767296184,11.499999999986612,0.008319715606892314,0.065,0.1828784196604474,50.05,0.41183500726742805,1.7608709040945315e-29
73,0.005206612418668392,0.11792988675493739,0.27075092695390957,0.31128013483121425,11.499999999999998,0.007934092787498145,0.065,0.1839679571046595,50.05,0.4089072673700257,8.934591049821741e-23
74,0.0052416359763676435,0.10170099922902481,0.23162716532282718,0.3178599638970967,11.499999999999883,0.00810925735747154,0.065,0.18346430488476478,50.05,0.41022453901458766,3.7621450137920956e-34
75,0.005568536478025907,0.09095629391208511,0.20648981073194436,0.32055211733005945,11.499999999999998,0.00975050095236865,0.065,0.17940556999268512,50.05,0.42370668765037534,1.3921835970434304e-19
76,0.005235142444346543,0.0997838688467756,0.2269759779713321,0.318905214290803,11.49999999999943,0.008076696397747758,0.065,0.18355701482050432,50.05,0.4099794396346006,2.6731388482447595e-34
77,0.00501079550015719,0.11295740167832273,0.2581789499896441,0.3149246961621398,11.499999995053383,0.0069624589079347095,0.065,0.18708614452930084,50.05,0.4021816369120136,1.4764136170865552e-22
78,0.005054511203438009,0.09715667660696718,0.2201176684322965,0.32226811168647157,11.49999999990027,0.007177410845076917,0.065,0.1863469532566445,50.05,0.4035926951179537,2.50369334055051e-27
79,0.005233289620919344,0.09858935751530602,0.22408378993466654,0.31955820952247516,11.499999999998241,0.00806740008024905,0.065,0.18358362011227464,50.05,0.40990987271716584,2.390804493905118e-31
80,0.0055195649013094865,0.09963757069804255,0.22735356790403957,0.31630534161163315,11.499999999999998,0.009505292904603602,0.065,0.17994430979040402,50.05,0.42156635883511057,1.899873946402911e-22
81,0.005505244875784859,0.11419792531777712,0.2625038963128734,0.31029097829342395,11.499999999999776,0.00943341929009738,0.065,0.18010651404375877,50.05,0.42094857013147835,7.445032387217601e-22
82,0.004643708483942539,0.12548593492809065,0.2872859255046549,0.3135786348229635,11.499999999999998,0.005222781062743424,0.065,0.19448390365356466,50.05,0.3930783696576568,6.462184755779785e-23
83,0.005562298990687679,0.09727133148277896,0.22173817653787065,0.3171117007420597,11.499999999999998,0.009719355789436175,0.065,0.17947265322144937,50.05,0.42343122530987215,6.939771858993432e-22
84,0.0054300105437436255,0.09868802485822357,0.22483681700191038,0.3175945086091482,11.49999999999997,0.009055773750135412,0.065,0.18098866530158167,50.05,0.41774920582350983,6.164899047669322e-41
85,0.005127452652575125,0.12589703284557865,0.2897825561692554,0.3092174971625343,11.499999999948706,0.007539113563625477,0.065,0.18516705146339535,50.05,0.40605813107645755,3.698187958540163e-24
86,0.005311168969839519,0.09670369358419449,0.21973443063520942,0.31979999251324076,11.499999999999998,0.008458205075346786,0.065,0.18250463118088325,50.05,0.41291596578845496,1.9638408259849313e-21
87,0.005871520448738945,0.09542068652580471,0.21796834018007072,0.315408256708573,11.499999999999984,0.011247795457220567,0.065,0.17652119925243437,50.05,0.43758533208697975,1.0062091873911597e-22
88,0.005524164257446064,0.11367486647423136,0.2612860352728764,0.3103388935792318,11.499999999999453,0.009528253906834826,0.065,0.1798933026827282,50.05,0.42176747008902404,9.520143728151293e-22
89,0.005460613488011255,0.0936716757898682,0.21278911592960675,0.32001993894692216,11.499999999995714,0.00920952162370293,0.065,0.18062277621491757,50.05,0.41903824344739315,4.0188829986096666e-24
90,0.00480989420273326,0.11677822014534545,0.2667943629561289,0.3152870817820329,11.499999998662725,0.005992667842701292,0.065,0.19086149501479843,50.05,0.39655871303961204,1.8707832017375564e-23
91,0.005219993328497432,0.10142816673194957,0.23090897890207834,0.318208773829641,11.499999999999147,0.0080007748541115,0.065,0.1837752912898539,50.05,0.4094116074006587,3.6028958452756104e-29
92,0.005469756385507945,0.11585258530225521,0.26641487483010523,0.30996577117913116,11.499999999999911,0.009255369902917376,0.065,0.1805156871928879,50.05,0.4194276851912028,6.096384230981018e-21
93,0.005717426068554607,0.1046055165779385,0.23982390673267992,0.31241696909407357,11.499999999999998,0.010491521016420922,0.065,0.17789673580727086,50.05,0.43040661839810984,7.710481597935289e-25
94,0.004944077483690563,0.1106320719601216,0.25235946062871817,0.3165721036263022,11.499999999377868,0.006636611310284852,0.065,0.18827067569538558,50.05,0.4001558576063715,8.019621144613518e-22
95,0.005292625548151065,0.1086798817727099,0.24862970073259558,0.3141731311732623,11.499999999999735,0.00836499988749965,0.065,0.18275553879055526,50.05,0.4121889619748919,8.740306904245268e-27
96,0.005288166897414063,0.13987901660495286,0.3240005568181883,0.30420884910257534,11.499999994574864,0.008342962480691411,0.065,0.18281386067149863,50.05,0.4120074563072557,2.660218497624068e-23
97,0.005471274491805146,0.1370730001279698,0.3176876984936742,0.3037468165563191,11.499999988825742,0.009263237435894425,0.065,0.1804964183816979,50.05,0.41948780495105825,9.465345411308802e-16
98,0.005126005164406698,0.1275478518290557,0.293767176199902,0.3087124633197945,11.499999999999998,0.007531943110710091,0.065,0.18518949601271384,50.05,0.4060068841263842,1.5277270568574677e-22
99,0.005739685977942517,0.09033436237971311,0.20538489968941626,0.3192978449270514,11.499999999010921,0.010601463026546748,0.065,0.17768727511064067,50.05,0.43143117649938506,3.2610454193634055e-24
