fN2,1bar,Err 1bar,ErrStat 1bar,ErrSyst 1bar,2bar,Err 2bar,ErrStat 2bar,ErrSyst 2bar,3bar,Err 3bar,ErrStat 3bar,ErrSyst 3bar,4bar,Err 4bar,ErrStat 4bar,ErrSyst 4bar,5bar,Err 5bar,ErrStat 5bar,ErrSyst 5bar
0.0,0.13591983056965165,0.08660442185521636,0.08660354458114576,0.0003898087451245369,0.09538377205446134,0.06077577788879074,0.06077533146425816,0.00023294505183980851,0.06965963316158716,0.044384972039352655,0.04438477535420632,0.00013213512309798864,0.052851846682432355,0.03367569649476414,0.03367541911415467,0.0001366817233416813,0.0398466068270855,0.025389098552792474,0.025388917689891512,9.583245443309935e-05
0.1,0.14786155341092755,0.08298276432053422,0.08298237695289223,0.0002535537919815395,0.12024072523304197,0.06748175155050803,0.06748110618483483,0.0002951277613853151,0.07752206756654859,0.043506853552203587,0.0435066809767433,0.00012254142471802842,0.05693412880346087,0.03195268065532609,0.031952385382582806,0.0001373660225780747,0.04144340041163182,0.02325886683047236,0.02325872950631073,7.992490174030947e-05
0.5,0.11828098922015928,0.022191044096775723,0.02218875045924294,0.0003190472731287308,0.08337439324880402,0.01564191172493669,0.015640498263377732,0.00021027715993413715,0.05762925484749965,0.01081188550061645,0.010810876400290933,0.0001477143732775757,0.04344988787340075,0.008151702674999735,0.008150918637571374,0.00011305691172792953,0.04023488083032848,0.007548510786801364,0.0075478040586878835,0.00010329080361414639
1.0,0.10567878761095487,0.01579617799608422,0.01579285345175982,0.0003240665598502612,0.07014941399287858,0.010484197862543737,0.010483271429975396,0.0001393734064600166,0.05061865528059745,0.007564583327053133,0.007564555033641918,2.0689488465858857e-05,0.04111067251817102,0.006145141750098427,0.006143662707154882,0.00013481717070574703,0.02911010881544837,0.004350552647154319,0.0043502740037065024,4.9238484306947036e-05
2.0,0.0814508778449439,0.005557684577581121,0.0055557299228846165,0.0001473868645692003,0.04994161224426953,0.0034084981596198527,0.003406496245145289,0.00011680340724042407,0.03582404982742975,0.0024454857030521064,0.002443543284629139,9.745019228351443e-05,0.02810571639126952,0.0019175823861328695,0.0019170790259171856,4.393422351020408e-05,0.020855236326308944,0.0014228144039345539,0.0014225268477459055,2.8604116587248318e-05
5.0,0.0406064300716619,0.004409988322081318,0.004409804858383644,4.022576126822691e-05,0.025813684072885708,0.002804597768148764,0.002803332113571663,8.424786123612318e-05,0.016325964037458493,0.0017738819489159462,0.0017729782057453987,5.661669931797571e-05,0.011833371393424608,0.0012851777453211902,0.0012850885578882454,1.5140523556598541e-05,0.00975922752097888,0.001060207019920892,0.001059839263390895,2.7922407929543112e-05
10.0,0.02458584999578529,0.0026677054046300185,0.002666926122965659,6.447620131156198e-05,0.014836278084899169,0.001609620983961723,0.0016093508094690019,2.9490406429448328e-05,0.0149826643381923,0.001625437251341775,0.0016252299156629079,2.596111099014125e-05,0.008009117359735056,0.000868931359068497,0.0008687812018798141,1.6153328848599047e-05,0.006474865259647569,0.0007024262798353967,0.0007023547002278606,1.00276453480928e-05
20.0,0.01009655569991181,0.0010955037521369546,0.001095214041926093,2.5192723434680486e-05,0.0066044346645845724,0.0007165792034605655,0.0007164096151819031,1.5589038042675227e-05,0.004696533986775608,0.000509493711752113,0.0005094519481276879,6.523408913209315e-06,0.00384853010920259,0.0004174668128639597,0.00041746555376412706,1.0253112713053732e-06,9.07438850624437e-05,9.848326171282776e-06,9.843354515459553e-06,3.1289017075527696e-07
50.0,0.0018275721844872713,0.00019828371928749304,0.00019824411200955263,3.963002400362843e-06,0.004100007223859463,0.00044474638527556247,0.00044474428874873885,1.3655918341330502e-06,0.006184437251302092,0.0006709054249955158,0.0006708508050023459,8.560766094123373e-06,0.0006452784572174307,7.000888113128703e-05,6.999595191686099e-05,1.3454190823535992e-06,,,,
100.0,0.01653756631375535,0.0015470848466823744,0.0015469297902982325,2.1903121286520957e-05,0.00588245960049668,1.5991733274179146e-05,0.0,1.5991733274179146e-05,0.0013070570850283068,0.00012260118779828418,0.00012226258108902595,9.105630950104367e-06,0.006321007651414176,0.0005912692895005533,0.0005912692868564667,5.5917209916631766e-08,,,,
