fN2,1bar,Err 1bar,ErrStat 1bar,ErrSyst 1bar,2bar,Err 2bar,ErrStat 2bar,ErrSyst 2bar,3bar,Err 3bar,ErrStat 3bar,ErrSyst 3bar,4bar,Err 4bar,ErrStat 4bar,ErrSyst 4bar,5bar,Err 5bar,ErrStat 5bar,ErrSyst 5bar
0.0,0.2886200261632684,0.1838994638838149,0.18389897337337544,0.00042474577466500296,0.19705866066760092,0.12556362479432523,0.12555915080751995,0.0010599622561905803,0.13755254947392367,0.08764521079958983,0.08764385815291807,0.00048693344074146605,0.11085428279284382,0.07063699938518471,0.07063262057953575,0.0007865063317786802,0.08101714710412258,0.05162222263645724,0.051621401245593876,0.0002912101807242967
0.1,0.30723108378727526,0.17242488905092343,0.17242322306480737,0.0007579658085563323,0.2486742859263744,0.13957184666253977,0.13956016866591808,0.0018054646858935708,0.14640233836034983,0.08216550740682067,0.08216344105921979,0.0005827183954705828,0.11341687453433164,0.06365257633632,0.06365144703485333,0.00037916305240165427,0.10079266142966073,0.05656847671991069,0.056566527483967406,0.00046960282860986774
0.5,0.25552911023885677,0.04795858486607979,0.04793561247284551,0.0014842234367356544,0.16495037561189643,0.030958191412769332,0.030943626247479514,0.000949531571861395,0.10752349130212083,0.020174005283946143,0.02017071325442306,0.00036443930156994375,0.08868790033897081,0.01664706406987578,0.016637277912114678,0.0005707239451872778,0.07272828180847601,0.013650159421012295,0.013643356443139484,0.00043090275526509736
1.0,0.23504870573316194,0.03512962086925802,0.035126157742604934,0.0004932592213471726,0.13539069513298546,0.020233080900349417,0.020233061480972935,2.8032610539338587e-05,0.09280227020554974,0.013874816140569403,0.013868560441309751,0.00041659839215183597,0.08705894150867843,0.013010270772753338,0.01301026569280364,1.1497087299978948e-05,0.05395573588815855,0.008070674480970787,0.008063255162431615,0.00034598087131080396
2.0,0.17215153453272503,0.011857672631747206,0.0117423833478467,0.0016494949390341435,0.10145326048857661,0.006922332566133032,0.006920083981704825,0.0001764251747858811,0.07531982735128229,0.0051657068252371876,0.00513753356223647,0.0005387725876433505,0.05616122775414826,0.003844165847740688,0.003830733588085301,0.0003210782491091524,0.04899248319410887,0.003342120745177957,0.0033417565541293747,4.933769636122562e-05
5.0,0.08356094314685275,0.009077995748223088,0.009074608440333393,0.00024796866613829155,0.05297580009802387,0.00576115611742074,0.005753102162311441,0.000304524743332691,0.039832298879815944,0.004326810104305293,0.004325735229883822,9.643857972999395e-05,0.03211606443451686,0.003489862646772454,0.003487762325463109,0.00012105888822306482,0.0265012707474932,0.0028819116899154984,0.0028780031214118724,0.00015004339910546644
10.0,0.05281981263273586,0.005729621716122487,0.005729577710127707,2.2456034158482158e-05,0.022124167062446472,0.002406377474319684,0.0023998974653229306,0.0001764786243423147,0.016726358800916333,0.0018209673201625767,0.001814375473530807,0.00015480188031783207,0.018139939012225666,0.0019688780656661404,0.0019677122096247164,6.774583053634382e-05,0.017893799960505004,0.0019456830428604736,0.001941012515815946,0.00013473276038381866
20.0,0.008674798020698378,0.0009426608290372755,0.000940990262969037,5.609602123774881e-05,0.010139471943935021,0.0011011443623712607,0.0010998693396808868,5.297492248168643e-05,0.007684379275831432,0.0008336298796102915,0.000833555554638297,1.1131644564491786e-05,0.010681413545244454,0.0011590930946534092,0.0011586559268398312,3.183151382119519e-05,0.014509690521931486,0.0015742909713835195,0.0015739245417880586,3.396467778318205e-05
50.0,0.004132654323560322,0.00044912938052058053,0.0004482856510789495,2.7516821828160645e-05,,,,,0.015113560894585137,0.001640389462622555,0.0016394287920780063,5.6132208122998406e-05,0.008946560010254068,0.0009704993192244661,0.000970469379993644,7.6230643381884275e-06,,,,
100.0,0.017315889941104105,0.0016287332165111326,0.001619734457127433,0.0001709742055422403,0.009439480024626929,6.45914092949184e-05,0.0,6.45914092949184e-05,0.02018766109928574,0.0018951639192480636,0.0018883609449205838,0.0001604344804533031,0.026772881559431486,0.002508329991163867,0.0025043447911657123,0.00014133828757024493,0.026220898276439544,0.0024529948548953125,0.002452712080039612,3.724527581632463e-05
