file,gas_mixture,gas1,concentration_gas_1,gas2,concentration_gas_2,concentration,electric_field,gap_mm,pressure,npe,ne,ne_std,ni,ni_std,n_entries,CF4,ErrCF4,Ar_1s4_1s5,ErrAr_1s4_1s5,Ar_1s2_1s3,ErrAr_1s2_1s3,Ar_dbleStar,ErrAr_dbleStar,CF3,ErrCF3,Ar_3rd,ErrAr_3rd,Ar_696,ErrAr_696,Ar_727,ErrAr_727,Ar_750,ErrAr_750,Ar_763,ErrAr_763,Ar_772,ErrAr_772,Ar_794,ErrAr_794
ar_99.0_cf4_1.0_111.0kVcm_1.000bar_0.0204mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,111.0,0.0204,1.0,100.0,103.88,44.66469466474555,102.89,44.665059898734896,100,0.0,0.0,2727.0,52.22068555658763,3258.0,57.07889277132134,8295.0,91.0768905925098,84.0,9.16515138991168,0.0,0.0,6289.0,79.30321557162736,6289.0,79.30321557162736,6191.0,78.68290792796108,7109.0,84.31488599292535,6289.0,79.30321557162736,6691.0,81.79853299418028
ar_99.0_cf4_1.0_81.1kVcm_1.000bar_0.0298mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,81.1,0.0298,1.0,100.0,103.19,59.604029251639545,102.21,59.62310835997273,100,0.0,0.0,3816.0,61.773780845922005,4022.0,63.419239982831705,10153.0,100.7620960480676,80.0,8.94427190999916,0.0,0.0,7583.0,87.08042259888269,7583.0,87.08042259888269,7410.0,86.08135686662938,8584.0,92.64987857520376,7583.0,87.08042259888269,8047.0,89.70507232035433
ar_99.0_cf4_1.0_65.8kVcm_1.000bar_0.0393mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,65.8,0.0393,1.0,100.0,86.17,63.86302497999887,85.24,63.868254551020414,100,0.0,0.0,4345.0,65.91661399070799,4241.0,65.12296062065974,10326.0,101.61692772368194,97.0,9.848857801796104,0.0,0.0,7667.0,87.56140702387097,7667.0,87.56140702387097,7498.0,86.59099260315706,8686.0,93.19871243745806,7667.0,87.56140702387097,8153.0,90.29396436085858
ar_99.0_cf4_1.0_59.3kVcm_1.000bar_0.0456mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,59.3,0.0456,1.0,100.0,94.61,61.649529969453496,93.72,61.77608311024943,100,0.0,0.0,5232.0,72.3325652801005,5138.0,71.6798437498297,12045.0,109.74971526158963,111.0,10.535653752852738,0.0,0.0,8907.0,94.37690395430441,8907.0,94.37690395430441,8719.0,93.37558567420072,10153.0,100.7620960480676,8907.0,94.37690395430441,9508.0,97.50897394599124
ar_99.0_cf4_1.0_48.1kVcm_1.000bar_0.0638mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,48.1,0.0638,1.0,100.0,108.64,70.48540503701687,107.78,70.56089568592508,100,0.0,0.0,8190.0,90.49861877399013,7508.0,86.64871608973787,16886.0,129.94614268996213,148.0,12.165525060596439,0.0,0.0,12475.0,111.69153951844338,12475.0,111.69153951844338,12187.0,110.39474625180313,14138.0,118.90332207301863,12475.0,111.69153951844338,13268.0,115.18680479985544
ar_99.0_cf4_1.0_43.3kVcm_1.000bar_0.0750mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,43.3,0.075,1.0,100.0,93.34,61.07955071176862,92.55,61.25346825884534,100,0.0,0.0,8154.0,90.29950165975447,7261.0,85.21150157109074,15765.0,125.55875118843768,130.0,11.40175425099138,0.0,0.0,11692.0,108.12955192730617,11692.0,108.12955192730617,11426.0,106.89246933250256,13325.0,115.43396380615195,11692.0,108.12955192730617,12450.0,111.57956802210698
ar_99.0_cf4_1.0_35.1kVcm_1.000bar_0.1129mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,35.1,0.1129,1.0,100.0,114.39,77.95011289927746,113.72,78.32876582428422,100,0.0,0.0,14163.0,119.00840306465759,12257.0,110.71133636624572,24498.0,156.51836952894698,208.0,14.422205101855956,0.0,0.0,17832.0,133.53651186098878,17832.0,133.53651186098878,17393.0,131.88252348207476,20332.0,142.59032225224823,17832.0,133.53651186098878,18978.0,137.76066201931522
ar_99.0_cf4_1.0_31.6kVcm_1.000bar_0.1361mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,31.6,0.1361,1.0,100.0,111.17,79.87946158956245,110.55,80.17762792825702,100,0.0,0.0,16399.0,128.0585803450905,13918.0,117.97457353175726,26869.0,163.9176622576103,236.0,15.362291495737216,0.0,0.0,19424.0,139.37001112147476,19424.0,139.37001112147476,18911.0,137.51727164251042,22249.0,149.16098685648336,19424.0,139.37001112147476,20769.0,144.11453778158537
ar_99.0_cf4_1.0_25.7kVcm_1.000bar_0.2222mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,25.7,0.2222,1.0,100.0,115.82,90.57040121230322,115.86,91.39524776010684,100,0.0,0.0,26053.0,161.4094173212951,21058.0,145.11374848717816,36232.0,190.34705146127166,305.0,17.46424919657298,0.0,0.0,25892.0,160.90991268408544,25892.0,160.90991268408544,25180.0,158.6820720812531,29652.0,172.19756095833645,25892.0,160.90991268408544,27677.0,166.3640586184408
ar_99.0_cf4_1.0_18.7kVcm_1.000bar_0.5010mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,18.7,0.501,1.0,100.0,120.76,119.25603726538303,122.62,121.6189429025235,100,0.0,0.0,54434.0,233.3109513074772,41309.0,203.24615617521528,57719.0,240.24778875153044,450.0,21.213203435596427,0.0,0.0,40178.0,200.44450603596,40178.0,200.44450603596,38886.0,197.19533463041157,46469.0,215.56669501571898,40178.0,200.44450603596,43081.0,207.5596299861801
ar_99.0_cf4_1.0_13.7kVcm_1.000bar_1.3416mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,13.7,1.3416,1.0,100.0,87.07,88.55829045369387,93.72,96.23236608765411,100,0.0,0.0,95399.0,308.8672854155972,68421.0,261.57408128482456,73335.0,270.8043574243221,510.0,22.58317958127243,0.0,0.0,49084.0,221.54909162530998,49084.0,221.54909162530998,47360.0,217.6235281397671,57305.0,239.38462774372127,49084.0,221.54909162530998,52845.0,229.8804036885267
ar_99.0_cf4_1.0_10.2kVcm_1.000bar_4.2352mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,10.2,4.2352,1.0,100.0,27.05,40.761284612145424,38.84,58.13493881575099,100,0.0,0.0,101275.0,318.23733281939127,68567.0,261.85301220341154,54227.0,232.86691478181265,380.0,19.493588689617926,0.0,0.0,34227.0,185.00540532643905,34227.0,185.00540532643905,32863.0,181.28154897837783,40696.0,201.73249614278805,34227.0,185.00540532643905,37199.0,192.87042282320013
ar_99.0_cf4_1.0_1182.3kVcm_10.000bar_0.0018mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,1182.3,0.0018,10.0,100.0,82.01,41.57128355200999,81.0,41.53129524645824,100,0.0,0.0,1968.0,44.36214602563767,2278.0,47.7283982551269,6193.0,78.6956161421969,58.0,7.615773105863909,1.0,1.0,4685.0,68.4470598345904,4685.0,68.4470598345904,4606.0,67.86751800382861,5341.0,73.08214556237385,4685.0,68.4470598345904,5014.0,70.80960386840192
ar_99.0_cf4_1.0_1021.2kVcm_10.000bar_0.0022mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,1021.2,0.0022,10.0,100.0,87.65,46.09900960832767,86.66,46.11409215141826,100,0.0,0.0,2561.0,50.60632371551998,2733.0,52.278102490430925,7476.0,86.46386528486914,77.0,8.774964387392123,2.0,1.4142135623730951,5722.0,75.64390259630977,5722.0,75.64390259630977,5618.0,74.95331880577403,6432.0,80.19975062305369,5722.0,75.64390259630977,6080.0,77.9743547584717
ar_99.0_cf4_1.0_882.0kVcm_10.000bar_0.0026mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,882.0,0.0026,10.0,100.0,95.21,54.798859938004654,94.21,54.798859938004654,100,0.0,0.0,3272.0,57.201398584300364,3570.0,59.74947698515862,9157.0,95.69221493935649,67.0,8.18535277187245,0.0,0.0,6876.0,82.92164976651152,6876.0,82.92164976651152,6752.0,82.17055433669655,7852.0,88.61151166750288,6876.0,82.92164976651152,7362.0,85.80209787645055
ar_99.0_cf4_1.0_761.8kVcm_10.000bar_0.0032mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,761.8,0.0032,10.0,100.0,99.04,61.75839533164211,98.12,61.77546176895545,100,0.0,0.0,4027.0,63.45864795282043,4217.0,64.93843238021688,10426.0,102.1077861869505,100.0,10.0,0.0,0.0,7882.0,88.78062851771213,7882.0,88.78062851771213,7699.0,87.74394566008529,8905.0,94.36630754670864,7882.0,88.78062851771213,8393.0,91.61331780914826
ar_99.0_cf4_1.0_657.9kVcm_10.000bar_0.0040mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,657.9,0.004,10.0,100.0,103.92,61.91256134683214,102.99,61.93112743568088,100,0.0,0.0,5087.0,71.32320800412724,5231.0,72.32565243397394,12313.0,110.96395811253309,118.0,10.862780491200215,0.0,0.0,9143.0,95.61903576171431,9143.0,95.61903576171431,8954.0,94.62557793746889,10400.0,101.9803902718557,9143.0,95.61903576171431,9732.0,98.6508996411082
ar_99.0_cf4_1.0_562.3kVcm_10.000bar_0.0046mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,562.3,0.0046,10.0,100.0,70.07,46.6695356260972,69.17,46.68031293984238,100,0.0,0.0,4124.0,64.21837743200929,4081.0,63.88270501473775,9592.0,97.93875637356236,84.0,9.16515138991168,0.0,0.0,7055.0,83.99404740813482,7055.0,83.99404740813482,6912.0,83.13843876330611,8056.0,89.7552226892675,7055.0,83.99404740813482,7524.0,86.74099376880577
ar_99.0_cf4_1.0_592.6kVcm_10.000bar_0.0047mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,592.6,0.0047,10.0,100.0,109.64,65.06942989661663,108.67,65.1087753399081,100,0.0,0.0,6118.0,78.21764506810467,5999.0,77.45321168292507,14351.0,119.7956593537512,132.0,11.489125293076057,0.0,0.0,10591.0,102.91258426451063,10591.0,102.91258426451063,10375.0,101.85774393731681,12061.0,109.82258419833327,10591.0,102.91258426451063,11273.0,106.17438485811914
ar_99.0_cf4_1.0_568.3kVcm_10.000bar_0.0050mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,568.3,0.005,10.0,100.0,104.33,66.40875185720873,103.38,66.41646686407724,100,0.0,0.0,6169.0,78.54298186343577,6010.0,77.52418977325722,13914.0,117.957619508025,101.0,10.04987562112089,0.0,0.0,10341.0,101.69070754006975,10341.0,101.69070754006975,10125.0,100.62305898749054,11745.0,108.37435120913067,10341.0,101.69070754006975,11014.0,104.94760597555334
ar_99.0_cf4_1.0_533.7kVcm_10.000bar_0.0055mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,533.7,0.0055,10.0,100.0,97.41,71.1280102237075,96.51,71.2866591851363,100,0.0,0.0,6208.0,78.79086241436883,6021.0,77.59510293826537,13991.0,118.28355760628779,101.0,10.04987562112089,0.0,0.0,10390.0,101.93134944657605,10390.0,101.93134944657605,10164.0,100.81666528902848,11750.0,108.39741694339399,10390.0,101.93134944657605,11053.0,105.13324878457813
ar_99.0_cf4_1.0_501.2kVcm_10.000bar_0.0056mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,501.2,0.0056,10.0,100.0,72.17,55.86727688247053,71.26,55.893227937675334,100,0.0,0.0,5108.0,71.47027354082255,4879.0,69.84983894040128,10998.0,104.8713497576912,105.0,10.246950765959598,0.0,0.0,8138.0,90.21086409075129,8138.0,90.21086409075129,7967.0,89.25805285799147,9308.0,96.4779767615387,8138.0,90.21086409075129,8663.0,93.07523838271918
ar_99.0_cf4_1.0_490.8kVcm_10.000bar_0.0062mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,490.8,0.0062,10.0,100.0,109.39,74.49369778780625,108.57,74.60661207732574,100,0.0,0.0,8006.0,89.47625383307015,7611.0,87.24104538575865,17279.0,131.44961011733736,125.0,11.180339887498949,0.0,0.0,12702.0,112.70314991161516,12702.0,112.70314991161516,12394.0,111.32834320154055,14517.0,120.48651376813922,12702.0,112.70314991161516,13586.0,116.55899793666725
ar_99.0_cf4_1.0_480.6kVcm_10.000bar_0.0065mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,480.6,0.0065,10.0,100.0,112.19,78.11655303830207,111.33,78.1954369745215,100,0.0,0.0,8410.0,91.706052144883,7719.0,87.8578397184907,17544.0,132.4537655183876,154.0,12.409673645990857,0.0,0.0,12970.0,113.8859078200635,12970.0,113.8859078200635,12693.0,112.66321493726335,14722.0,121.33424908079334,12970.0,113.8859078200635,13794.0,117.44786077234443
ar_99.0_cf4_1.0_446.7kVcm_10.000bar_0.0070mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,446.7,0.007,10.0,100.0,77.95,59.60380555269636,77.14,59.70889313320018,100,0.0,0.0,6538.0,80.85790004693419,6035.0,77.68526243760782,13212.0,114.9434643640081,125.0,11.180339887498949,0.0,0.0,9627.0,98.1172767661231,9627.0,98.1172767661231,9392.0,96.91233151668574,11032.0,105.03332804400706,9627.0,98.1172767661231,10331.0,101.64152694642087
ar_99.0_cf4_1.0_432.9kVcm_10.000bar_0.0077mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,432.9,0.0077,10.0,100.0,94.12,61.565482917530076,93.31,61.733983732420405,100,0.0,0.0,8078.0,89.87769467448528,7374.0,85.871997764114,16339.0,127.82409788455384,133.0,11.532562594670797,0.0,0.0,11917.0,109.16501271011697,11917.0,109.16501271011697,11638.0,107.87956247593888,13636.0,116.77328461596,11917.0,109.16501271011697,12736.0,112.85388783732708
ar_99.0_cf4_1.0_423.9kVcm_10.000bar_0.0080mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,423.9,0.008,10.0,100.0,95.94,67.5881496994701,95.16,67.71474929974468,100,0.0,0.0,8651.0,93.01075206662937,7863.0,88.67355862939075,16940.0,130.15375522819156,176.0,13.2664991614216,0.0,0.0,12349.0,111.12605455067681,12349.0,111.12605455067681,12067.0,109.84989758757175,14119.0,118.82339836917643,12349.0,111.12605455067681,13211.0,114.93911431710269
ar_99.0_cf4_1.0_398.1kVcm_10.000bar_0.0086mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,398.1,0.0086,10.0,100.0,94.85,65.61155586195363,94.0,65.69012040780501,100,0.0,0.0,9441.0,97.16480844420988,8471.0,92.03803561571705,17891.0,133.75724279454926,171.0,13.076696830622021,0.0,0.0,13079.0,114.3634557015483,13079.0,114.3634557015483,12793.0,113.10614483749325,14939.0,122.22520198387892,13079.0,114.3634557015483,14007.0,118.35117236428205
ar_99.0_cf4_1.0_389.9kVcm_10.000bar_0.0090mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,389.9,0.009,10.0,100.0,88.79,66.77147745871886,87.94,66.88386135003653,100,0.0,0.0,9348.0,96.68505572217457,8226.0,90.69729874698585,17511.0,132.3291351139272,154.0,12.409673645990857,0.0,0.0,12799.0,113.13266548614507,12799.0,113.13266548614507,12488.0,111.74972035759194,14619.0,120.90905673273612,12799.0,113.13266548614507,13700.0,117.04699910719626
ar_99.0_cf4_1.0_389.9kVcm_10.000bar_0.0093mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,389.9,0.0093,10.0,100.0,98.72,72.8079083283644,97.97,73.0636162546176,100,0.0,0.0,10165.0,100.82162466455298,9070.0,95.23654760647301,19083.0,138.14123207789916,164.0,12.806248474865697,0.0,0.0,13883.0,117.8261431092438,13883.0,117.8261431092438,13579.0,116.52896635600952,15912.0,126.14277624977183,13883.0,117.8261431092438,14857.0,121.88929403356146
ar_99.0_cf4_1.0_366.1kVcm_10.000bar_0.0103mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,366.1,0.0103,10.0,100.0,107.79,82.67317850696466,107.09,82.88291546976178,100,0.0,0.0,12344.0,111.1035552986492,10673.0,103.31021246711285,21756.0,147.49915253993834,184.0,13.564659966250536,0.0,0.0,15858.0,125.92855117089213,15858.0,125.92855117089213,15478.0,124.41061047997474,18037.0,134.30189872075525,15858.0,125.92855117089213,16921.0,130.080744155313
ar_99.0_cf4_1.0_354.8kVcm_10.000bar_0.0108mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,354.8,0.0108,10.0,100.0,81.69,55.24009943744296,80.89,55.38841635817607,100,0.0,0.0,9893.0,99.46356116689167,8614.0,92.81163720137685,17273.0,131.42678570215435,157.0,12.529964086141668,0.0,0.0,12675.0,112.58330249197702,12675.0,112.58330249197702,12386.0,111.2924076476019,14437.0,120.15406776301833,12675.0,112.58330249197702,13551.0,116.40876255677662
ar_99.0_cf4_1.0_351.1kVcm_10.000bar_0.0112mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,351.1,0.0112,10.0,100.0,109.45,80.26375397413331,108.68,80.36229579758523,100,0.0,0.0,13509.0,116.2282237668631,11976.0,109.43491216243562,23488.0,153.25795248534413,201.0,14.177446878757825,0.0,0.0,17098.0,130.75932089147602,17098.0,130.75932089147602,16692.0,129.1975231960737,19630.0,140.10710188994705,17098.0,130.75932089147602,18319.0,135.34770038681853
ar_99.0_cf4_1.0_340.3kVcm_10.000bar_0.0118mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,340.3,0.0118,10.0,100.0,102.93,71.06210898455895,102.22,71.29389734037407,100,0.0,0.0,13513.0,116.24543001770004,11516.0,107.3126274023705,22701.0,150.6685103132038,197.0,14.035668847618199,0.0,0.0,16524.0,128.5457117137713,16524.0,128.5457117137713,16120.0,126.96456198483102,18815.0,137.16778047340418,16524.0,128.5457117137713,17623.0,132.75164782404775
ar_99.0_cf4_1.0_316.2kVcm_10.000bar_0.0137mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,316.2,0.0137,10.0,100.0,104.04,66.87798629224007,103.48,67.19404735540195,100,0.0,0.0,15220.0,123.36936410632909,12963.0,113.85517116055819,24541.0,156.65567337316577,196.0,14.0,0.0,0.0,17671.0,132.93231360357797,17671.0,132.93231360357797,17195.0,131.12970677920393,20244.0,142.28141129465928,17671.0,132.93231360357797,18913.0,137.5245432641025
ar_99.0_cf4_1.0_297.0kVcm_10.000bar_0.0156mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,297.0,0.0156,10.0,100.0,110.72,82.04606737508611,110.28,82.47731001109742,100,0.0,0.0,18555.0,136.21673905948563,15342.0,123.8628273534881,28369.0,168.43099477233991,253.0,15.905973720586866,0.0,0.0,20453.0,143.01398533010678,20453.0,143.01398533010678,19951.0,141.24800883552305,23447.0,153.12413265060476,20453.0,143.01398533010678,21896.0,147.97297050475132
ar_99.0_cf4_1.0_281.8kVcm_10.000bar_0.0175mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,281.8,0.0175,10.0,100.0,109.63,79.85285141300764,109.29,80.36071393059137,100,0.0,0.0,20352.0,142.66043600101605,16615.0,128.89918541247653,30057.0,173.36954749897689,279.0,16.703293088490067,0.0,0.0,21656.0,147.15977711317723,21656.0,147.15977711317723,21054.0,145.09996554100212,24802.0,157.48650735856708,21656.0,147.15977711317723,23175.0,152.2333734763833
ar_99.0_cf4_1.0_259.2kVcm_10.000bar_0.0211mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,259.2,0.0211,10.0,100.0,100.27,84.48583109945511,99.95,84.99035893035817,100,0.0,0.0,21218.0,145.6639969244288,17423.0,131.99621206686197,29878.0,172.8525383093925,239.0,15.459624833740307,0.0,0.0,21443.0,146.43428560279182,21443.0,146.43428560279182,20859.0,144.42645187083977,24547.0,156.6748224827461,21443.0,146.43428560279182,22904.0,151.3406752991409
ar_99.0_cf4_1.0_251.2kVcm_10.000bar_0.0227mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,251.2,0.0227,10.0,100.0,109.4,97.00536275918154,109.36,97.84140124701709,100,0.0,0.0,25332.0,159.16029655664758,20377.0,142.74802975873257,34505.0,185.75521526998912,297.0,17.233687939614086,0.0,0.0,24419.0,156.26579920123277,24419.0,156.26579920123277,23769.0,154.17198189035517,28145.0,167.7647161950331,24419.0,156.26579920123277,26164.0,161.752897964766
ar_99.0_cf4_1.0_226.2kVcm_10.000bar_0.0291mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,226.2,0.0291,10.0,100.0,125.39,119.01794237030234,125.79,120.3679791474477,100,0.0,0.0,35610.0,188.70612072744223,28291.0,168.1992865621017,44392.0,210.69409104196538,384.0,19.595917942265423,0.0,0.0,31530.0,177.56688880531752,31530.0,177.56688880531752,30629.0,175.0114281982751,36240.0,190.3680645486527,31530.0,177.56688880531752,33706.0,183.59193882085347
ar_99.0_cf4_1.0_223.9kVcm_10.000bar_0.0299mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,223.9,0.0299,10.0,100.0,111.53,106.6225718517558,111.75,107.67143952269278,100,0.0,0.0,32967.0,181.56816901648813,25926.0,161.01552720157147,41323.0,203.280594253362,338.0,18.384776310850235,0.0,0.0,29166.0,170.78056095469412,29166.0,170.78056095469412,28359.0,168.40130640823426,33553.0,183.17477992343814,29166.0,170.78056095469412,31237.0,176.7399219191861
ar_99.0_cf4_1.0_199.5kVcm_10.000bar_0.0404mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,199.5,0.0404,10.0,100.0,116.4,95.45309282203971,117.71,97.383786736766,100,0.0,0.0,43676.0,208.988037935189,33711.0,183.60555547150528,49595.0,222.69934889891348,390.0,19.748417658131498,0.0,0.0,34683.0,186.23372412106247,34683.0,186.23372412106247,33670.0,183.49386910739008,39972.0,199.92998774571063,34683.0,186.23372412106247,37171.0,192.79782156445648
ar_99.0_cf4_1.0_197.4kVcm_10.000bar_0.0416mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,197.4,0.0416,10.0,100.0,98.8,88.6449050533599,99.79,90.2347438069117,100,0.0,0.0,39088.0,197.70685370011836,30088.0,173.4589288563722,43645.0,208.9138578457638,358.0,18.920887928424502,0.0,0.0,30589.0,174.89711261195822,30589.0,174.89711261195822,29716.0,172.38329385413192,35204.0,187.62729012593024,30589.0,174.89711261195822,32739.0,180.93921631310334
ar_99.0_cf4_1.0_172.3kVcm_10.000bar_0.0618mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,172.3,0.0618,10.0,100.0,92.59,84.38333587704017,94.79,86.9906874152038,100,0.0,0.0,51880.0,227.771815640127,38784.0,196.93653800145873,50732.0,225.23765226977483,366.0,19.131126469708992,0.0,0.0,35071.0,187.27252868480204,35071.0,187.27252868480204,33972.0,184.31494784742773,40487.0,201.21381662301422,35071.0,187.27252868480204,37595.0,193.89430110243055
ar_99.0_cf4_1.0_150.4kVcm_10.000bar_0.0969mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,150.4,0.0969,10.0,100.0,105.18,106.64463598249273,109.71,111.92297992076263,100,0.0,0.0,85312.0,292.08218021645894,62109.0,249.21677311128158,72084.0,268.48463643195674,539.0,23.2163735324878,0.0,0.0,48939.0,221.22160834782844,48939.0,221.22160834782844,47314.0,217.51781536232843,56912.0,238.5623608199751,48939.0,221.22160834782844,52621.0,229.3926764306132
ar_99.0_cf4_1.0_131.3kVcm_10.000bar_0.1627mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,131.3,0.1627,10.0,100.0,112.21,135.08203979340658,123.55,148.69087824317694,100,0.0,0.0,140943.0,375.4237605693065,100191.0,316.5296194671203,103488.0,321.6955082061296,768.0,27.712812921102035,0.0,0.0,68596.0,261.908380927377,68596.0,261.908380927377,66142.0,257.18087020616446,80444.0,283.62651498052855,68596.0,261.908380927377,73974.0,271.9816170258571
ar_99.0_cf4_1.0_125.9kVcm_10.000bar_0.1971mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,125.9,0.1971,10.0,100.0,111.44,117.5838681988565,125.17,131.69317377982057,100,0.0,0.0,162563.0,403.1910217254348,115609.0,340.0132350365203,114185.0,337.91271062213684,805.0,28.372521918222215,0.0,0.0,75328.0,274.4594687745351,75328.0,274.4594687745351,72562.0,269.37334686267684,88414.0,297.34491756207973,75328.0,274.4594687745351,81283.0,285.101736227614
ar_99.0_cf4_1.0_118.2kVcm_10.000bar_0.2598mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,118.2,0.2598,10.0,100.0,92.63,103.54598402681201,109.29,121.80073932866787,100,0.0,0.0,175842.0,419.33518812520373,122477.0,349.967141314724,114457.0,338.3149420288734,838.0,28.948229652260256,0.0,0.0,74346.0,272.66462916924155,74346.0,272.66462916924155,71561.0,267.508878357336,87757.0,296.23807992896525,74346.0,272.66462916924155,80443.0,283.6247520933249
ar_99.0_cf4_1.0_114.6kVcm_10.000bar_0.2986mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,114.6,0.2986,10.0,100.0,97.01,97.2353694429505,117.33,117.19387847287568,100,0.0,0.0,207646.0,455.6819065971349,143384.0,378.6607980765899,127834.0,357.53880908231486,894.0,29.899832775452108,0.0,0.0,82633.0,287.4595623735624,82633.0,287.4595623735624,79520.0,281.9929077122331,97705.0,312.57799026802894,82633.0,287.4595623735624,89523.0,299.20394382427514
ar_99.0_cf4_1.0_111.0kVcm_10.000bar_0.3486mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,111.0,0.3486,10.0,100.0,105.83,150.06524204054338,133.66,188.32479036671373,100,0.0,0.0,262751.0,512.5924306893343,180845.0,425.2587447660542,156757.0,395.9254980422453,1129.0,33.60059523282288,0.0,0.0,100778.0,317.45550869373807,100778.0,317.45550869373807,96882.0,311.2587348171935,119009.0,344.976810814872,100778.0,317.45550869373807,108993.0,330.1408790198512
ar_99.0_cf4_1.0_104.3kVcm_10.000bar_0.4769mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,104.3,0.4769,10.0,100.0,75.38,101.26750054517326,107.52,142.98996786170318,100,0.0,0.0,263455.0,513.2786767439302,179994.0,424.2569975851901,144876.0,380.6258004917691,1041.0,32.264531609803356,0.0,0.0,91978.0,303.27874966769434,91978.0,303.27874966769434,88237.0,297.0471343069985,108864.0,329.9454500368205,91978.0,303.27874966769434,99557.0,315.5265440497835
ar_99.0_cf4_1.0_97.9kVcm_10.000bar_0.6667mm_100npe.root,ArCF4,ar,99.0,cf4,1.0,1.0,97.9,0.6667,10.0,100.0,52.1,78.47028646937552,87.72,128.94890382620474,100,0.0,0.0,266722.0,516.4513529849642,179133.0,423.2410660604663,134207.0,366.34273569978154,913.0,30.215889859476256,0.0,0.0,83982.0,289.7964803098892,83982.0,289.7964803098892,80511.0,283.7446034729119,99968.0,316.1771655259121,83982.0,289.7964803098892,91215.0,302.01821137143367
