x_percent,y_nominal,stat_low,stat_high,syst_low,syst_high,gas,channel,pressure_bar,scale
0.01,807.2950340359732,771.4080525262434,851.4484682734421,803.3136099021534,807.7607390835784,ArN2,IR_total,2.0,ph_per_MeV
0.010092621909870474,807.2623111572915,771.3789735199458,851.4100985159473,803.2812069385768,807.7279857731129,ArN2,IR_total,2.0,ph_per_MeV
0.010186101701559752,807.229288078445,771.3496275662677,851.3713773256898,803.2485066949494,807.6949319859406,ArN2,IR_total,2.0,ph_per_MeV
0.010280447320933098,807.1959620722239,771.3200122368253,851.332301520577,803.2155064703148,807.6615749923874,ArN2,IR_total,2.0,ph_per_MeV
0.01037566678745186,807.1623303871391,771.290125081556,851.2928678903834,803.1822035396668,807.627912038481,ArN2,IR_total,2.0,ph_per_MeV
0.010471768194855203,807.1283902472164,771.259963628532,851.2530731965124,803.1485951537435,807.5939403457407,ArN2,IR_total,2.0,ph_per_MeV
0.01056875971184804,807.0941388517863,771.229525383773,851.2129141717594,803.1146785388204,807.5596571109711,ArN2,IR_total,2.0,ph_per_MeV
0.010666649582795387,807.0595733752747,771.1988078310569,851.172387520072,803.0804508965028,807.5250595060495,ArN2,IR_total,2.0,ph_per_MeV
0.010765446128423159,807.0246909669921,771.1678084317301,851.1314899163092,803.0459094035165,807.4901446777166,ArN2,IR_total,2.0,ph_per_MeV
0.010865157746525383,806.9894887509181,771.1365246245159,851.0902180059965,803.0110512114949,807.45490974736,ArN2,IR_total,2.0,ph_per_MeV
0.010965792912678098,806.9539638254884,771.1049538253201,851.048568405082,802.9758734467661,807.4193518108021,ArN2,IR_total,2.0,ph_per_MeV
0.011067360180959735,806.9181132633773,771.073093427038,851.006537699691,802.9403732101405,807.3834679380813,ArN2,IR_total,2.0,ph_per_MeV
0.011169868184678225,806.8819341112799,771.0409407993563,850.9641224458737,802.9045475766914,807.3472551732339,ArN2,IR_total,2.0,ph_per_MeV
0.011273325637104871,806.8454233896914,771.0084932885572,850.9213191693592,802.8683935955388,807.3107105340749,ArN2,IR_total,2.0,ph_per_MeV
0.011377741332214914,806.8085780926863,770.9757482173175,850.8781243653002,802.8319082896293,807.2738310119751,ArN2,IR_total,2.0,ph_per_MeV
0.011483124145435111,806.7713951876946,770.942702884508,850.8345344980198,802.7950886555157,807.2366135716383,ArN2,IR_total,2.0,ph_per_MeV
0.011589483034398105,806.733871615278,770.9093545649931,850.7905460007565,802.757931663132,807.199055150877,ArN2,IR_total,2.0,ph_per_MeV
0.011696827039703846,806.696004288901,770.875700509424,850.7461552754053,802.7204342555713,807.1611526603834,ArN2,IR_total,2.0,ph_per_MeV
0.011805165285688056,806.657790094706,770.8417379440352,850.701358692259,802.682593348858,807.1229029835035,ArN2,IR_total,2.0,ph_per_MeV
0.01191450698119776,806.6192258912797,770.8074640704373,850.6561525897467,802.6444058317201,807.0843029760057,ArN2,IR_total,2.0,ph_per_MeV
0.012024861420374122,806.5803085094238,770.7728760654078,850.6105332741698,802.6058685653595,807.0453494658477,ArN2,IR_total,2.0,ph_per_MeV
0.012136237983442405,806.5410347519207,770.737971080681,850.5644970194385,802.5669783832205,807.0060392529451,ArN2,IR_total,2.0,ph_per_MeV
0.012248646137509308,806.5014013932985,770.7027462427371,850.5180400668032,802.5277320907583,806.9663691089356,ArN2,IR_total,2.0,ph_per_MeV
0.01236209543736769,806.461405179594,770.6671986525877,850.4711586245862,802.4881264652006,806.92633577694,ArN2,IR_total,2.0,ph_per_MeV
0.012476595526308696,806.4210428281136,770.6313253855618,850.4238488679117,802.4481582553145,806.8859359713257,ArN2,IR_total,2.0,ph_per_MeV
0.012592156136941509,806.3803110271941,770.5951234910888,850.376106938432,802.4078241811668,806.8451663774653,ArN2,IR_total,2.0,ph_per_MeV
0.012708787092020581,806.3392064359599,770.5585899924803,850.3279289440538,802.3671209338842,806.8040236514933,ArN2,IR_total,2.0,ph_per_MeV
0.0128264983052806,806.2977256840778,770.5217218867107,850.2793109586613,802.3260451754105,806.7625044200634,ArN2,IR_total,2.0,ph_per_MeV
0.01294529978227916,806.2558653715136,770.484516144195,850.230249021838,802.284593538265,806.7206052801017,ArN2,IR_total,2.0,ph_per_MeV
0.013065201621247214,806.2136220682825,770.4469697085666,850.1807391385865,802.242762625295,806.6783227985595,ArN2,IR_total,2.0,ph_per_MeV
0.013186214013947484,806.1709923142014,770.4090794964518,850.1307772790465,802.2005490094297,806.6356535121633,ArN2,IR_total,2.0,ph_per_MeV
0.013308347246540746,806.1279726186367,770.3708423972439,850.0803593782099,802.1579492334321,806.5925939271643,ArN2,IR_total,2.0,ph_per_MeV
0.013431611700460153,806.084559460252,770.3322552728754,850.0294813356356,802.1149598096465,806.5491405190843,ArN2,IR_total,2.0,ph_per_MeV
0.01355601785329369,806.0407492867527,770.2933149575871,849.9781390151611,802.071577219747,806.5052897324612,ArN2,IR_total,2.0,ph_per_MeV
0.013681576279674718,805.9965385146304,770.2540182576985,849.9263282446126,802.0277979144837,806.4610379805928,ArN2,IR_total,2.0,ph_per_MeV
0.013808297652180923,805.9519235289035,770.2143619513722,849.8740448155125,801.9836183134245,806.4163816452772,ArN2,IR_total,2.0,ph_per_MeV
0.013936192742241421,805.9069006828577,770.1743427883818,849.8212844827871,801.9390348046996,806.3713170765532,ArN2,IR_total,2.0,ph_per_MeV
0.014065272421052365,805.8614662977835,770.1339574898733,849.7680429644685,801.8940437447401,806.3258405924378,ArN2,IR_total,2.0,ph_per_MeV
