x_percent,y_nominal,stat_low,stat_high,syst_low,syst_high,gas,channel,pressure_bar,scale
0.001,284.38480054633817,272.94214766103556,300.7869541342453,275.69012554823,298.6754372537246,ArCF4,IR_total,4.0,ph_per_MeV
0.0010115911122238297,284.383018442413,272.94062059166697,300.78483124136034,275.68860131690286,298.67309544624953,ArCF4,IR_total,4.0,ph_per_MeV
0.0010233165783302448,284.3812157088547,272.939075839866,300.7826837784565,275.68705943527294,298.6707265427976,ArCF4,IR_total,4.0,ph_per_MeV
0.001035177955630176,284.37939210717013,272.9375132010929,300.78051146159396,275.68549969915523,298.6683302304177,ArCF4,IR_total,4.0,ph_per_MeV
0.0010471768194855202,284.3775473961164,272.9359324684471,300.77831400356143,275.6839219020072,298.66590619255766,ArCF4,IR_total,4.0,ph_per_MeV
0.00105931476351837,284.37568133166945,272.9343334326397,300.776091113839,275.6823258349021,298.6634541090226,ArCF4,IR_total,4.0,ph_per_MeV
0.001071593399822671,284.3737936669918,272.93271588196603,300.77384249856027,275.68071128650104,298.66097365593373,ArCF4,IR_total,4.0,ph_per_MeV
0.001084014359178331,284.3718841524006,272.93107960227815,300.77156786047345,275.6790780430257,298.65846450568574,ArCF4,IR_total,4.0,ph_per_MeV
0.0010965792912678099,284.3699525353348,272.9294243769567,300.7692668989034,275.67742588822995,298.65592632690516,ArCF4,IR_total,4.0,ph_per_MeV
0.0011092898648952228,284.3679985603224,272.9277499868822,300.7669393097119,275.6757546033716,298.6533587844063,ArCF4,IR_total,4.0,ph_per_MeV
0.0011221477682079803,284.36602196894694,272.92605621040656,300.76458478525853,275.674063967184,298.65076153914845,ArCF4,IR_total,4.0,ph_per_MeV
0.0011351547089209991,284.36402249981376,272.9243428233242,300.7622030143602,275.67235375584636,298.6481342481917,ArCF4,IR_total,4.0,ph_per_MeV
0.0011483124145435111,284.36199988851587,272.92260959884254,300.75979368225046,275.67062374295523,298.6454765646524,ArCF4,IR_total,4.0,ph_per_MeV
0.0011616226326085018,284.3599538675995,272.92085630755196,300.7573564705392,275.6688736994941,298.64278813765816,ArCF4,IR_total,4.0,ph_per_MeV
0.0011750871309048076,284.3578841665291,272.91908271739607,300.75489105717077,275.66710339380376,298.6400686123025,ArCF4,IR_total,4.0,ph_per_MeV
0.0011887076977119034,284.3557905116523,272.91728859364156,300.7523971163818,275.66531259155187,298.6373176295987,ArCF4,IR_total,4.0,ph_per_MeV
0.0012024861420374122,284.3536726261637,272.91547369884694,300.74987431865947,275.6635010557024,298.63453482643354,ArCF4,IR_total,4.0,ph_per_MeV
0.001216424293857368,284.35153023006967,272.9136377928317,300.7473223306982,275.6616685464841,298.6317198355197,ArCF4,IR_total,4.0,ph_per_MeV
0.0012305240043592616,284.3493630401506,272.911780632645,300.7447408153564,275.6598148213598,298.62887228534885,ArCF4,IR_total,4.0,ph_per_MeV
0.0012447871461879062,284.34717076992524,272.90990197253353,300.742129431613,275.657939634994,298.6259918001432,ArCF4,IR_total,4.0,ph_per_MeV
0.001259215613694151,284.3449531296125,272.9080015639097,300.7394878345223,275.6560427392211,298.62307799980704,ArCF4,IR_total,4.0,ph_per_MeV
0.0012738113231864784,284.3427098260943,272.9060791553189,300.73681567517013,275.6541238830128,298.6201304998775,ArCF4,IR_total,4.0,ph_per_MeV
0.001288576213185518,284.3404405628764,272.90413449240657,300.73411260062784,275.65218281244535,298.6171489114745,ArCF4,IR_total,4.0,ph_per_MeV
0.001303512244681509,284.3381450400512,272.9021673178853,300.7313782539067,275.65021927066607,298.6141328412511,ArCF4,IR_total,4.0,ph_per_MeV
0.0013186214013947487,284.33582295425765,272.9001773715007,300.7286122739116,275.6482329978601,298.6110818913422,ArCF4,IR_total,4.0,ph_per_MeV
0.0013339056900390587,284.3334739986422,272.8981643899976,300.7258142953941,275.646223731216,298.6079956593132,ArCF4,IR_total,4.0,ph_per_MeV
0.0013493671405883066,284.3310978628185,272.89612810708564,300.7229839489052,275.64419120489174,298.60487373810815,ArCF4,IR_total,4.0,ph_per_MeV
0.0013650078065460137,284.3286942328275,272.89406825340444,300.72012086074704,275.6421351499796,298.6017157159971,ArCF4,IR_total,4.0,ph_per_MeV
