x_percent,y_nominal,stat_low,stat_high,syst_low,syst_high,gas,channel,pressure_bar,scale
0.1,68.62840187489424,63.46336963863643,73.19931248745958,68.18280968875034,68.60186810302385,ArCF4,VIS,1.0,ph_per_MeV
0.10115988972495167,69.40239659512017,64.1808107831408,74.02332925580487,68.95188149074264,69.3757310329645,ArCF4,VIS,1.0,ph_per_MeV
0.10233323289164382,70.1848342293219,64.90611443626759,74.85630290641555,69.72934550917856,70.15803995329415,ArCF4,VIS,1.0,ph_per_MeV
0.10352018554516484,70.97580061396297,65.63936135940375,75.69832379336862,70.51528713630245,70.94888083756513,ArCF4,VIS,1.0,ph_per_MeV
0.10472090554055412,71.77538231279968,66.3806330173947,76.54948302021772,71.30979248966766,71.74834039038365,ArCF4,VIS,1.0,ph_per_MeV
0.10593555256379535,72.58366661956181,67.13001158164293,77.40987244234391,72.112948414862,72.55650605017891,ArCF4,VIS,1.0,ph_per_MeV
0.10716428815305357,73.40074156054891,67.88757993313858,78.27958466920822,72.92484248815079,73.37346599188953,ArCF4,VIS,1.0,ph_per_MeV
0.10840727572015842,74.22669589713925,68.65342166542001,79.15835795557715,73.7455630190342,74.19930912956441,ArCF4,VIS,1.0,ph_per_MeV
0.10966468057233655,75.06161912820777,69.42762108746142,80.04572160580987,74.57519905271617,75.03412511887488,ArCF4,VIS,1.0,ph_per_MeV
0.11093666993419615,75.90560149245077,70.21026322648447,80.9426491352434,75.41384037248167,75.8780043595354,ArCF4,VIS,1.0,ph_per_MeV
0.11222341296996644,76.75873397061373,71.00143383069178,81.84923516136952,76.2615775019792,76.7310379976293,ArCF4,VIS,1.0,ph_per_MeV
0.11352508080599527,77.62110828761914,71.8012193719188,82.76557504295698,77.11850170740571,77.59331792783688,ArCF4,VIS,1.0,ph_per_MeV
0.11484184655350708,78.49281691459059,72.60970704820124,83.69176488121192,77.98470499958981,78.46493679556178,ArCF4,VIS,1.0,ph_per_MeV
0.11617388533162597,79.37395307077134,73.42698478625596,84.62790152081025,78.86028013597169,79.34598799895394,ArCF4,VIS,1.0,ph_per_MeV
0.11752137429066462,80.2646107253318,74.25314124387077,85.57408255079692,79.74532062247461,80.2365656908239,ArCF4,VIS,1.0,ph_per_MeV
0.11888449263568403,81.16488459906441,75.08826581220151,86.5304063053493,80.63992071526555,81.13676478044627,ArCF4,VIS,1.0,ph_per_MeV
0.12026342165032625,82.07487016596122,75.93244861797248,87.4969718644008,81.54417542240171,82.04668093524899,ArCF4,VIS,1.0,ph_per_MeV
0.12165834472092367,82.99466365467143,76.78578052557725,88.47387905412039,82.45818050535871,82.9664105823839,ArCF4,VIS,1.0,ph_per_MeV
