name,value
Nnorm,0.01274462035493343
P_N2,0.6068901725164795
tau_N2,37.80718336483932
K_N2_Q_N2,0.20144496485013935
K_N2_Q_Ar,0.03477927899586764
K_ArMeta_Q_N2c,0.8234919166104352
K_ArMeta_Q_N2b,0.01959396030783126
K_ArMeta_Q_2Ar,0.01585999990580036
K_ArRes_Q_N2c,0.47289406488024016
K_ArRes_Q_N2b,0.3673867488374211
K_ArRes_Q_2Ar,0.00046200000000000006
P_Ar_dbleStar,1.0149372758008265e-11
frac_Ar_dbleStar,0.6352507583101811
