name,value
Nnorm,0.024981769240784952
P_CF3_vis_dir,0.12125810006471177
P_Ar_dbleStar,0.2673124086207631
K_Ar_dbleStar_Q_Ar,255.00318666232747
K_Ar_dbleStar_Q_CF4,9999.603352346794
inv_tau_dis_K_relax,0.006670817064500025
tau_uv_K_CF4_Q_CF4,0.065
P_CF4_dir,0.1878310400262804
K_Ar3rd_Q_CF4,50.05
P_Ar3rd,0.4690384506142016
P_CF3_uv_dir,9.122695793083309e-33
