PAr_star_696,tau_joint_696,K_Ar_Q_Ar_696,K_Ar_Q_CF4_696,K_Ar_Q_N2_696,PAr_star_727,tau_joint_727,K_Ar_Q_Ar_727,K_Ar_Q_CF4_727,K_Ar_Q_N2_727,PAr_star_750,tau_joint_750,K_Ar_Q_Ar_750,K_Ar_Q_CF4_750,K_Ar_Q_N2_750,PAr_star_764,tau_joint_764,K_Ar_Q_Ar_764,K_Ar_Q_CF4_764,K_Ar_Q_N2_764,PAr_star_772,tau_joint_772,K_Ar_Q_Ar_772,K_Ar_Q_CF4_772,K_Ar_Q_N2_772
0.00019765702426631518,28.3,0.023984575040430108,7.435493929370175,1.7505107836641856,0.00010291337158947365,28.3,0.03311277661836858,999.9999999252012,8.949319653454046,0.005221285564215394,21.7,3.2440013483507304,46.40594221937665,14.582256702260764,0.005221285564203264,29.4,0.6286720618990761,110.63964226291826,44.8672237242556,0.0005187290657740102,28.3,0.013285491799441284,27.309035600345414,4.177781533104881
0.00023052269516847138,28.3,0.034572106218416464,8.456585507210189,2.0280841627874313,7.970017578555695e-05,28.3,0.027515650077331394,999.9999998782405,7.86916213670026,0.0052212855642152925,21.7,3.1019699436856896,49.78735616483238,15.96366675986644,0.005221285564215368,29.4,0.7115984022219036,114.43920146633468,44.96269282110982,0.0004965024737834485,28.3,0.013307096706957126,25.606861624828245,3.7793566911867607
0.00017267357897999245,28.3,0.02258185605213789,5.673083598443301,1.434693726500953,0.00010618322386391696,28.3,0.04314064838277117,999.9998551861876,9.54692201409146,0.005221285564215368,21.7,3.389875911853144,43.899029208259044,10.18176804127019,0.0052212855628359835,29.4,0.6548013563897573,111.38302633006596,47.25211634572817,0.0006434244007667228,28.3,0.024085916609130457,34.4683088168287,4.908716277997429
0.00010916776644243714,28.3,0.011040591943382973,3.871690646012356,0.9495566936893487,9.361819018017671e-05,28.3,0.026331004343687726,912.1018416767253,8.80399948260944,0.005221285564215394,21.7,3.2808679435256884,53.5024672416652,12.451314688436726,0.005221285564215394,29.4,0.6130476206083018,112.72210232501826,46.21672071612208,0.0014437511415626005,28.3,0.08793601184664067,71.1343028514124,10.727878395667133
9.370225955887212e-05,28.3,0.006636164034214354,3.009652264436033,0.7647324015602961,9.322403711501476e-05,28.3,0.031343109456575056,999.9999999478713,8.173216431420345,0.005221285563711095,21.7,3.5439375076872555,47.831344387138856,9.615262279379323,0.005221285564215394,29.4,0.6410227711709081,117.57850416750884,44.949853586995424,0.0004876136539819445,28.3,0.015562521568232285,23.958456460231375,3.5796347718084696
0.00025935632356426666,28.3,0.046590625540956894,9.105078627946856,2.2885539625488405,9.879156258461841e-05,28.3,0.033026302380101805,830.2192844787652,8.669055677104863,0.005221285564215394,21.7,3.2661007795304573,45.7772068035681,13.959974753768384,0.005221285564215394,29.4,0.7174432633133474,112.99745950709692,41.4053526872409,0.0006344292537978911,28.3,0.030765053541878147,30.196841346748005,4.713390706879758
0.00020233190004077358,28.3,0.020140241040365534,7.753091337405971,1.6884578491077178,5.778879184370067e-05,28.3,0.013629828044936348,511.6117793744696,4.953375854296201,0.005221285564215394,21.7,2.9752537248630087,54.76390678138157,22.246799393131987,0.0019400154579990534,29.4,0.22033424459859347,42.84371565729866,17.790563069542184,0.0017919847209618572,28.3,0.12854969284982795,89.06275900372664,12.796533095444707
0.00016204159475071003,28.3,0.01540182346312585,5.943415915496869,1.474281039923596,8.730836746020994e-05,28.3,0.02535850924071402,838.7131318521252,7.556903806177275,0.005221285564215394,21.7,3.266671718290251,45.10545781758868,12.721666748092144,0.0012136582076994907,29.4,0.13057251087850424,27.476207141435086,10.418885320085446,0.0004600893047303553,28.3,0.01960134351293739,22.926781337015495,3.4255742650276626
0.00012221307208943715,28.3,0.010800689955855135,4.25649306257801,0.9727137848956677,4.855612972013735e-05,28.3,0.008513642784099835,530.135130669306,4.1750764874147315,0.005221285564215394,21.7,3.2578880986326513,39.55045458205741,14.643412308514208,0.005221285564215394,29.4,0.6881632957584346,112.9006109535062,42.95963873880022,0.005221261694169203,28.3,0.3717779224799695,254.97189422829106,40.04217586692673
0.00018689794825987811,28.3,0.02004541501542089,7.099302871141409,1.6598108711007606,7.128305323279721e-05,28.3,0.016447087525120436,771.0571927412034,6.425397355913794,0.005221285564215394,21.7,3.0211948728074334,53.725602971545676,16.250863760091935,0.005221285564215394,29.4,0.6621584761990094,113.93222346346303,46.65977881620487,0.002947343373644894,28.3,0.1892415039693398,146.02112225528253,22.552915249224544
0.00015307848177083572,28.3,0.017561908388125144,5.356543964681556,1.377084474417511,6.027997978018875e-05,28.3,0.013511501371154387,497.2518238071641,5.6507241159068515,0.005221285564215394,21.7,3.3730355848320053,45.52223981160151,11.428864130769357,0.005221285564215394,29.4,0.6405852374193188,118.10708707280179,47.55333536400794,0.005221280340691313,28.3,0.40742548931432937,261.28139864046733,36.60435432995155
