fCF4,1bar,Err 1bar,ErrStat 1bar,ErrSyst 1bar,2bar,Err 2bar,ErrStat 2bar,ErrSyst 2bar,2.5bar,Err 2.5bar,ErrStat 2.5bar,ErrSyst 2.5bar,3bar,Err 3bar,ErrStat 3bar,ErrSyst 3bar,4bar,Err 4bar,ErrStat 4bar,ErrSyst 4bar,5bar,Err 5bar,ErrStat 5bar,ErrSyst 5bar
0.0,0.43092765204664607,0.06340468251399677,0.06131961347873397,0.016126337697053017,0.4758387991989835,0.0780706102832246,0.06771032470645015,0.03886299162625312,,,,,0.5387966950923142,0.10021686906662913,0.07666903000948215,0.06453898575994987,0.5803598165989389,0.10464996256588244,0.0825833279981385,0.06427759019901469,0.5007457490978637,0.10714596998531299,0.07125450325586524,0.08001908928407947
0.1,0.33083455033209663,0.13608042888509161,0.13510441687388963,0.01626897866237212,0.4498518719122412,0.19024383857382557,0.18370806426753858,0.04943748818839519,,,,,0.4873276070841731,0.20748449868043142,0.19901220146312992,0.05868526954414141,0.46270691093120364,0.20427423259153965,0.18895773528528634,0.07760757937674709,0.4888726953004587,0.21531994025498244,0.19964317619739042,0.0806553089959175
0.2,0.2959878257016715,0.06306044558333093,0.05648129097866781,0.028044314335552933,0.4012895658335343,0.09498844108106022,0.07657528711127368,0.05620524301909968,,,,,0.4967904722185936,0.11611790548343566,0.09479905854333832,0.06705599505753987,0.4737110582070204,0.11827595528069058,0.09039497504661143,0.07627548809337384,0.38853107241840956,0.10500131667214713,0.07414067285874225,0.07435346078655306
0.5,0.3046770760378893,0.06766083927308121,0.0612420305778226,0.02876461127571117,0.42464668430145314,0.10262966253207291,0.08535668506128917,0.05698319003701938,,,,,0.4715504210162112,0.11830808650615897,0.09478463453308382,0.07080025698525766,0.5425582150589693,0.13801425787717608,0.1090576528729655,0.08458347195065605,0.5824514789935781,0.14837166564421447,0.11707645271673396,0.09114414619329611
1.0,0.28703964739825877,0.06699756131700478,0.05518835078423048,0.03798577576070471,0.35432318380053623,0.09104448379867744,0.06812477765985434,0.060399608433855334,,,,,0.4002750487658417,0.10520785173600651,0.07695982071359748,0.07173477582481497,0.4543395141036525,0.11644458314640524,0.08735465189831232,0.07699679042573634,0.4872747561856293,0.12609445045663606,0.09368702343534172,0.0843952135833945
2.0,0.3678713616794429,0.07797793110011497,0.051852815412180606,0.05823953358745762,0.427418394733475,0.09371488443869455,0.06024618775624553,0.07178353868539142,,,,,0.5072754907548113,0.11007370084616025,0.07150233784208823,0.08368772491283208,0.5271609535787347,0.11523923591715839,0.07430526663895713,0.08808410097448899,0.5688159241956594,0.12620592068677922,0.08017668726963217,0.09746606196448696
5.0,0.6002758631782186,0.1528525517694656,0.1133773744846035,0.10251572336678477,0.6383481748533071,0.16491166424571113,0.1205682995293433,0.11251285327860422,,,,,0.6264337088291132,0.1650244407136723,0.11831794938356696,0.11503881469542371,0.6781280869184887,0.17831783538970591,0.128081748368181,0.12406577349543352,0.6600087921148026,0.1763555496898415,0.1246594583872418,0.1247449371357639
10.0,0.9329127097132488,0.16958095490473996,0.07474760870917219,0.15221857724556465,0.9866564965046025,0.18920472986870268,0.07905371313223666,0.1718980518932509,,,,,1.011587895358604,0.18515366803349947,0.08105128742478115,0.1664709271706169,1.0531796349387275,0.19264532571279244,0.08438373540549786,0.1731808497438525,1.0728384221752514,0.19826180665372278,0.08595885312096367,0.17865838784598598
20.0,1.2796877212336997,0.2345319932584736,0.10253220484702158,0.21093222331118855,1.3289367987254264,0.24966955862097318,0.10647818043006493,0.22582578593751002,,,,,1.3382898814066726,0.24622316792094406,0.10722757590640829,0.22164858534685228,1.4017016182195845,0.25777388642471,0.1123083038689606,0.23202202784342807,1.5351692357240183,0.27904843946178837,0.12300210742067053,0.2504765720304659
50.0,2.226354657965814,0.39848055528114307,0.1783818411827863,0.35632382978606314,2.200374034517443,0.4005885506551581,0.17630020004388908,0.35970741774459536,,,,,2.196083398631563,0.39864230495877495,0.17595642214380036,0.35770801613773995,2.1790322523465298,0.3905034460850087,0.17459023600732004,0.3493010032839522,2.2105892226370463,0.3985010464779699,0.17711866984980412,0.3569762748904656
100.0,4.313627934690771,0.914125533936721,0.6110349046636022,0.6798984020262424,,,,,4.064996328809196,0.6411443513777313,0.0,0.6411443513777313,,,,,3.3396057231539196,0.7019744654424349,0.47306251154636497,0.5186328280225208,,,,
