fCF4,1bar,Err 1bar,ErrStat 1bar,ErrSyst 1bar,2bar,Err 2bar,ErrStat 2bar,ErrSyst 2bar,2.5bar,Err 2.5bar,ErrStat 2.5bar,ErrSyst 2.5bar,3bar,Err 3bar,ErrStat 3bar,ErrSyst 3bar,4bar,Err 4bar,ErrStat 4bar,ErrSyst 4bar,5bar,Err 5bar,ErrStat 5bar,ErrSyst 5bar
0.0,0.03208367019422216,0.02044270973624341,0.020442635562058276,5.5069385064773074e-05,0.015305516407538664,0.00975218558225091,0.00975216027699857,2.221626417110538e-05,,,,,0.018818663418187383,0.011990641604203262,0.011990619392800094,2.307937296569529e-05,0.0080425175514693,0.005124441743049423,0.005124421685887803,1.4337472239190144e-05,0.00021350730355730097,0.00013604039296301172,0.00013603967283162222,4.4264364429765684e-07
0.1,0.023638084434801317,0.013266154890904724,0.013266088362818536,4.2013561690690954e-05,0.010804854693718707,0.006063903947718282,0.006063865179500606,2.168344975899024e-05,,,,,0.0076423326758647755,0.004289034891960346,0.004289004925746628,1.603282178700956e-05,0.0028790977391319307,0.0016158054906173587,0.0016157978078918853,4.98272224601316e-06,,,,
0.2,0.01731737930630745,0.005626196118366063,0.005626149124594986,2.2995437295787735e-05,0.007879194807113661,0.0025713993366637583,0.00255982872364584,0.000243662582668178,,,,,0.0003025541160260451,9.829886495568698e-05,9.82951603076888e-05,8.534117775994723e-07,,,,,,,,
0.5,0.012751116779177521,0.0023922448729716862,0.0023920272408544754,3.226780546372338e-05,0.0065346806242357735,0.0012259342738511715,0.0012258639250313686,1.3133206374923902e-05,,,,,0.0038740954299440193,0.0007270224153756925,0.0007267553079922201,1.9705703840240067e-05,0.004454982980036405,0.0008360711802079633,0.0008357260646527855,2.4020058998783754e-05,0.00035846628985032066,6.800746011510484e-05,6.724596324380236e-05,1.0148648122817051e-05
1.0,0.017763799391083163,0.0026550542644818943,0.0026546583933439757,4.584715903819571e-05,0.0002950091712636217,4.720628052395682e-05,4.408677194370583e-05,1.6875706221968238e-05,,,,,,,,,0.005067945323162092,0.0007575918950691707,0.0007573640803382348,1.857765560874837e-05,,,,
2.0,0.008172235990307052,0.0005594627715561805,0.0005574247599228531,4.770984995022213e-05,0.0028813096869445484,0.00019872763353465464,0.00019653291491012243,2.9453109975256797e-05,,,,,0.001560322201838949,0.00010847355615092555,0.00010642891734819989,2.096182091608544e-05,0.006594880065318656,0.0004510885622467404,0.0004498339795241448,3.3619664711336244e-05,0.004863041651587302,0.0003329184728988977,0.0003317060139166436,2.838714372503052e-05
5.0,,,,,0.0032062020298390575,0.0003519445441527708,0.0003481893203414304,5.127532895140077e-05,,,,,0.0068071136139474415,0.0007410132805492141,0.0007392435787479785,5.118215734208065e-05,0.0028117216099818715,0.000307624478126298,0.0003053492659718776,3.734495030004387e-05,,,,
10.0,0.00110891063052403,0.0001311101385227551,0.00012028800017432118,5.21599984424706e-05,0.00931739589131221,0.0010127986009794525,0.0010106954408659137,6.523597135624486e-05,,,,,0.007059839353623937,0.0007674904864281155,0.0007658091950999592,5.077325534194165e-05,0.0019426441057317184,0.00021610495695462178,0.00021072642654572984,4.791373055425827e-05,0.013359887660766293,0.0014505362238973914,0.0014492007967384555,6.222851091845869e-05
20.0,0.012203203753618833,0.0013303552025480101,0.0013237306369305024,0.00013259775940084248,0.007624392365903419,0.0008277797003514797,0.0008270485330323557,3.47844264436529e-05,,,,,0.01309927384902096,0.0014222337663918967,0.0014209309674395524,6.0861088033142136e-05,0.012503265732131938,0.0013583127350538598,0.0013562795676830507,7.429145640633437e-05,0.014273099221631086,0.0015490314735180917,0.0015482605310117089,4.886546900390726e-05
50.0,0.007421598806515896,0.000808436960311158,0.0008050506992705583,7.391678024055125e-05,0.00864098000995306,0.0009422461657435045,0.0009373218872041608,9.620559560839619e-05,,,,,0.0051337962622412265,0.0005601261945493347,0.0005568835474104694,6.018362272122496e-05,0.007717821072548637,0.0008392713886044886,0.0008371831209530394,5.916828306985972e-05,0.011172694707507353,0.0012167688664653118,0.0012119471722344165,0.00010821518429629702
100.0,0.0018150948632387112,0.00028757853737615587,0.00016978461418629725,0.00023210902598783025,,,,,,,,,,,,,,,,,,,,
