concentration,Ar_794,ErrAr_794
0.001,101.6171,0.10080495417969053
0.002,101.48560000000003,0.10074017344271308
0.005,101.0164,0.10050688307758306
0.01,100.1492,0.10007460634657007
0.02,98.64710000000001,0.09932139036513625
0.05,94.1611,0.09703695899394478
0.1,86.79509999999999,0.09316396537262178
0.2,73.8521,0.08593731986669693
0.5,42.8512,0.06546075208774972
1.0,0.0,0.0
