concentration,Ar_1s4_1s5,ErrAr_1s4_1s5,Ar_1s2_1s3,ErrAr_1s2_1s3,Ar_dbleStar,ErrAr_dbleStar,Ar_2nd_precursor,ErrAr_2nd_precursor
0.001,44.235299999999995,0.06650976606802302,55.0219,0.07417583592124874,104.6305,0.10228903266466435,203.8877,0.14278882946684565
0.005,42.9989,0.06557424146052146,54.2524,0.07365768624323553,103.79580000000001,0.10187998850165941,201.0471,0.1417919882889296
0.01,41.3913,0.06433535335601002,53.410599999999995,0.07308149074644744,102.9145,0.10144674269726206,197.7164,0.14061075202505052
0.02,38.7379,0.06224026016419812,51.7515,0.07193845302958736,101.26859999999999,0.10063219975296134,191.75799999999998,0.1384768234641347
0.05,33.2413,0.057655106967125856,48.0299,0.06930185441405982,96.5113,0.09824019395033774,177.7825,0.13333414450926756
0.1,27.41,0.052354236199446076,43.2223,0.06574275667813714,89.6721,0.09469534655618714,160.3044,0.12661076085019204
0.2,20.6687,0.04546218303109972,36.0681,0.06005553016470046,77.2593,0.08789763951769128,133.9961,0.1157560876243598
0.5,10.2349,0.03199180457603457,20.3789,0.045143356842679255,45.095,0.06715279730764241,75.7088,0.08701089824440367
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
