concentration,electric_field,gap_mm,pressure,ne,ni,CF4,ErrCF4,Ar_dbleStar,ErrAr_dbleStar,CF3,ErrCF3,Ar_3rd,ErrAr_3rd,Ar_696,ErrAr_696,Ar_727,ErrAr_727,Ar_750,ErrAr_750,Ar_763,ErrAr_763,Ar_772,ErrAr_772,Ar_794,ErrAr_794
1.0,5.3,0.4023,0.05,82.31,81.32,0.5467136435427044,0.08149925807920506,79.54076053942413,0.9830340675080768,0.08504434455108735,0.032143740870666876,0.0,0.0,60.74596039363382,0.8590776104805583,60.74596039363382,0.8590776104805583,68.39995140323168,0.9115942890197579,68.39995140323168,0.9115942890197579,60.74596039363382,0.8590776104805583,64.28137528854332,0.883723245968574
1.0,6.6,0.3175,0.05,79.46,78.46,0.5411527812735968,0.08252502547573623,69.6073496098666,0.9359513359251473,0.06292474200855777,0.028140800119554367,0.025169896803423106,0.017797804711466088,53.20916184243645,0.8183120164615586,53.20916184243645,0.8183120164615586,60.33224263780519,0.8713656870432298,60.33224263780519,0.8713656870432298,53.20916184243645,0.8183120164615586,56.8587968789328,0.8459107665142743
1.0,6.6,0.3175,0.05,79.46,78.46,0.5411527812735968,0.08252502547573623,69.6073496098666,0.9359513359251473,0.06292474200855777,0.028140800119554367,0.025169896803423106,0.017797804711466088,53.20916184243645,0.8183120164615586,53.20916184243645,0.8183120164615586,60.33224263780519,0.8713656870432298,60.33224263780519,0.8713656870432298,53.20916184243645,0.8183120164615586,56.8587968789328,0.8459107665142743
1.0,8.1,0.2562,0.05,72.19,71.11,0.7757307106247403,0.1036613765555878,59.92519739576119,0.9111003547530322,0.055409336473195736,0.027704668236597868,0.1246710070646904,0.0415570023548968,45.79581659509628,0.7964790974630863,45.79581659509628,0.7964790974630863,51.69691092949162,0.8462404404655085,51.69691092949162,0.8462404404655085,45.79581659509628,0.7964790974630863,48.71865909405735,0.8215029784281888
1.0,8.1,0.2562,0.05,72.19,71.11,0.7757307106247403,0.1036613765555878,59.92519739576119,0.9111003547530322,0.055409336473195736,0.027704668236597868,0.1246710070646904,0.0415570023548968,45.79581659509628,0.7964790974630863,45.79581659509628,0.7964790974630863,51.69691092949162,0.8462404404655085,51.69691092949162,0.8462404404655085,45.79581659509628,0.7964790974630863,48.71865909405735,0.8215029784281888
1.0,10.2,4.2352,1.0,27.05,38.84,0.8502772643253235,0.1772950655568473,2004.6950092421441,8.608758402285126,0.03696857670979667,0.03696857670979667,0.0,0.0,1265.3234750462107,6.839386518537488,1265.3234750462107,6.839386518537488,1504.4731977818853,7.457763258513421,1504.4731977818853,7.457763258513421,1265.3234750462107,6.839386518537488,1375.1940850277265,7.130145021190393
1.0,11.1,0.1957,0.05,90.07,88.81,0.7660708337959365,0.09222409085065034,48.206950149883426,0.7315849232612667,0.03330742755634507,0.019230052265669782,0.2997668480071056,0.057690156797009354,37.80393027645165,0.6478558659218456,37.80393027645165,0.6478558659218456,42.433662706783615,0.6863808822504156,42.433662706783615,0.6863808822504156,37.80393027645165,0.6478558659218456,40.10214277783946,0.6672578750445973
1.0,11.1,0.1957,0.05,90.07,88.81,0.7660708337959365,0.09222409085065034,48.206950149883426,0.7315849232612667,0.03330742755634507,0.019230052265669782,0.2997668480071056,0.057690156797009354,37.80393027645165,0.6478558659218456,37.80393027645165,0.6478558659218456,42.433662706783615,0.6863808822504156,42.433662706783615,0.6863808822504156,37.80393027645165,0.6478558659218456,40.10214277783946,0.6672578750445973
1.0,12.3,0.1807,0.05,91.3,90.11,0.7995618838992333,0.09358164014586562,45.78313253012048,0.7081371248738056,0.04381161007667032,0.02190580503833516,0.20810514786418402,0.04774259521950355,36.36363636363637,0.6311001222732939,36.36363636363637,0.6311001222732939,40.580503833515884,0.666689059957643,40.580503833515884,0.666689059957643,36.36363636363637,0.6311001222732939,38.35706462212487,0.6481675630016863
1.0,12.3,0.1807,0.05,91.3,90.11,0.7995618838992333,0.09358164014586562,45.78313253012048,0.7081371248738056,0.04381161007667032,0.02190580503833516,0.20810514786418402,0.04774259521950355,36.36363636363637,0.6311001222732939,36.36363636363637,0.6311001222732939,40.580503833515884,0.666689059957643,40.580503833515884,0.666689059957643,36.36363636363637,0.6311001222732939,38.35706462212487,0.6481675630016863
1.0,13.7,1.3416,1.0,87.07,93.72,0.4938555185482945,0.07531226052948203,842.2533593660274,3.110191310719216,0.011485012059262664,0.011485012059262664,0.0,0.0,563.7303319168485,2.5444939890353737,563.7303319168485,2.5444939890353737,658.1486160560469,2.749335336438742,658.1486160560469,2.749335336438742,563.7303319168485,2.5444939890353737,606.9254622717355,2.6401792085508986
1.0,18.1,0.57,1.0,148.87,152.0,0.5239470679116007,0.05932532321037044,508.9675555854101,1.8490193465002422,0.020151810304292334,0.011634653103841453,0.0,0.0,353.4761872774904,1.5409072082272939,353.4761872774904,1.5409072082272939,407.9196614495869,1.6553267186996878,407.9196614495869,1.6553267186996878,353.4761872774904,1.5409072082272939,378.9010546114059,1.5953622552705036
1.0,18.7,0.1399,0.05,109.11,106.98,0.8065255246998442,0.08597590981254569,34.83640362936486,0.5650467470185446,0.06415543946476034,0.02424847686797352,1.0264870314361654,0.09699390747189408,28.008431857758225,0.5066547506584274,28.008431857758225,0.5066547506584274,31.225368893776924,0.5349602473655023,31.225368893776924,0.5349602473655023,28.008431857758225,0.5066547506584274,29.538997342131793,0.520314102364119
1.0,18.7,0.1399,0.05,109.11,106.98,0.8065255246998442,0.08597590981254569,34.83640362936486,0.5650467470185446,0.06415543946476034,0.02424847686797352,1.0264870314361654,0.09699390747189408,28.008431857758225,0.5066547506584274,28.008431857758225,0.5066547506584274,31.225368893776924,0.5349602473655023,31.225368893776924,0.5349602473655023,28.008431857758225,0.5066547506584274,29.538997342131793,0.520314102364119
1.0,18.7,0.501,1.0,120.76,122.62,0.5216959258032461,0.06572750855576161,477.9645578005962,1.9894649615065454,0.033123550844650546,0.016561775422325273,0.0,0.0,332.7095064590924,1.659858446803246,332.7095064590924,1.659858446803246,384.80457105001653,1.7850835956916111,384.80457105001653,1.7850835956916111,332.7095064590924,1.659858446803246,356.7489234845975,1.7187779892860227
1.0,25.7,0.2222,1.0,115.82,115.86,0.5007770678639268,0.06575525043916343,312.83025384216893,1.6434730742641313,0.04317043688482128,0.019306406298564928,0.0,0.0,223.5537903643585,1.3893102459340827,223.5537903643585,1.3893102459340827,256.0179589017441,1.4867687874144055,256.0179589017441,1.4867687874144055,223.5537903643585,1.3893102459340827,238.96563633223968,1.4364018184980212
1.0,28.5,0.118,0.05,125.01,121.53,0.9679225661947044,0.08799296056315495,27.581793456523478,0.46971980660437396,0.04799616030717543,0.019594350394233885,1.9518438524918005,0.12495399849462689,22.75017998560115,0.42659920409482066,22.75017998560115,0.42659920409482066,25.10999120070394,0.44817838022018847,25.10999120070394,0.44817838022018847,22.75017998560115,0.42659920409482066,23.84609231261499,0.4367533379639612
1.0,28.5,0.118,0.05,125.01,121.53,0.9679225661947044,0.08799296056315495,27.581793456523478,0.46971980660437396,0.04799616030717543,0.019594350394233885,1.9518438524918005,0.12495399849462689,22.75017998560115,0.42659920409482066,22.75017998560115,0.42659920409482066,25.10999120070394,0.44817838022018847,25.10999120070394,0.44817838022018847,22.75017998560115,0.42659920409482066,23.84609231261499,0.4367533379639612
1.0,31.6,0.1143,0.05,128.21,124.03,0.9359644333515326,0.0854414721948625,26.33959909523438,0.4532560713132403,0.0545979252788394,0.0206360760554137,2.456906637547773,0.13843100654628226,21.69097574292177,0.4113188323355498,21.69097574292177,0.4113188323355498,23.991888308244285,0.4325848100417143,23.991888308244285,0.4325848100417143,21.69097574292177,0.4113188323355498,22.759535137664766,0.4213284092058187
1.0,31.6,0.1143,0.05,128.21,124.03,0.9359644333515326,0.0854414721948625,26.33959909523438,0.4532560713132403,0.0545979252788394,0.0206360760554137,2.456906637547773,0.13843100654628226,21.69097574292177,0.4113188323355498,21.69097574292177,0.4113188323355498,23.991888308244285,0.4325848100417143,23.991888308244285,0.4325848100417143,21.69097574292177,0.4113188323355498,22.759535137664766,0.4213284092058187
1.0,31.6,0.1361,1.0,111.17,110.55,0.44976162633804084,0.06360589918022376,241.69290276153637,1.47447748725025,0.06296662768732572,0.023799148251008283,0.0,0.0,174.7233965998021,1.2536656572949065,174.7233965998021,1.2536656572949065,200.13492848790142,1.3417377606951817,200.13492848790142,1.3417377606951817,174.7233965998021,1.2536656572949065,186.8219843482954,1.2963437778320173
