fN2,1bar,Err 1bar,ErrStat 1bar,ErrSyst 1bar,2bar,Err 2bar,ErrStat 2bar,ErrSyst 2bar,3bar,Err 3bar,ErrStat 3bar,ErrSyst 3bar,4bar,Err 4bar,ErrStat 4bar,ErrSyst 4bar,5bar,Err 5bar,ErrStat 5bar,ErrSyst 5bar
0.0,0.016697967739403637,0.010866503213753822,0.010639383432669349,0.002210070647550238,0.00791142823921918,0.005147723265326186,0.005040895985112689,0.001043274884033575,0.004771277389260632,0.0031084928581533574,0.00304009747774147,0.0006484868348859384,0.004594137709172365,0.00299143151217302,0.0029272300314143298,0.0006164307221479329,0.004046880916550331,0.002633825650482306,0.002578536409309717,0.0005368310190392259
0.1,0.01906282022497821,0.01099451315679935,0.010698373560962824,0.0025345853122603016,0.011193612768482328,0.006450854783842729,0.006282042713547339,0.0014661059945970502,0.0063265721375749505,0.003650956415586029,0.003550578103835277,0.0008502222515755936,0.004431124406608288,0.0025580075105889532,0.002486821133364036,0.000599268783504951,0.00303930279556907,0.0017528165163682803,0.0017057075652043875,0.00040364271584899646
0.5,0.017896126821321266,0.004113431359277205,0.0033571979304818276,0.002376876017602443,0.00888511552604936,0.0020448118635867265,0.0016667903482113673,0.0011845106553233066,0.005514396967346907,0.0012745373048169753,0.001034465293606223,0.0007445313275439192,0.004786859080333503,0.0011050437918964009,0.0008979838798894534,0.0006440083333835518,0.0025066714659276136,0.0005807492205697945,0.00047023539460974424,0.000340805414934449
1.0,0.017018206428347473,0.0034262057269623175,0.0025432354610664338,0.002295830802355345,0.008181148865779742,0.0016412210435178835,0.0012226075641588552,0.0010949142695880266,0.008254460949667735,0.001616719381556858,0.0012335634714252077,0.0010450371862603647,0.004882983075004107,0.0009824491542782267,0.0007297229449192637,0.0006578075435873017,0.0046039199436182085,0.0009200895890793463,0.0006880191816816371,0.0006108964376801774
2.0,0.01653790042693481,0.0024846705329929545,0.0011280431923461646,0.002213844216227729,0.006991249780698294,0.0010389505867684765,0.00047687019013997197,0.0009230455804034969,0.005478577273718395,0.0008081309401506204,0.0003736914383215863,0.0007165405259675615,0.004458509303050454,0.0006676790219731297,0.000304113033546077,0.0005943993095642,0.0032822743821582056,0.0004959421134133693,0.000223882547156684,0.0004425326936346673
5.0,0.012169694446944431,0.0020724524574563083,0.001321612798822027,0.001596370507872937,0.006102784837731678,0.0010563698897857587,0.0006627544007095663,0.0008226019379907147,0.002306607303501449,0.00038917091593376724,0.0002504945171346748,0.0002978363622766593,0.00283252406254041,0.00048796574168138854,0.00030760838493892407,0.0003787976327406684,0.003217274490104129,0.0005545004271735726,0.00034939177495231353,0.0004305764872021536
10.0,0.011607331830820094,0.001986892909621406,0.0012590940106952425,0.0015370184470380258,0.0039090165429195465,0.0006557709010980978,0.00042402676072636085,0.0005002367248762537,0.0026131702341868875,0.00045619178784304124,0.00028346109499992903,0.0003574363648495653,0.0029337276488590955,0.0005018203424148544,0.0003182332482200211,0.00038800935013050416,0.001467573052292714,0.00025177226740448217,0.00015919355691142834,0.00019505559738669867
20.0,0.006570362413989155,0.001134873049918522,0.000712713660997007,0.0008831625427177105,0.004731511382163756,0.0008142808454429702,0.0005132460870120437,0.0006321643373539384,0.0036855238348086584,0.0006268182159191794,0.0003997836069750997,0.00048277752992665463,0.0028116082764998006,0.00048083297098807114,0.00030498646829087465,0.00037173054777442567,0.0,0.0,0.0,0.0
50.0,0.0020825076947935343,0.00036032326006111854,0.0002258979930925295,0.0002807186286263168,0.002140503206690147,0.0003709014755454273,0.00023218899973734175,0.00028923376871096485,0.0031341065689957652,0.0005412594896216734,0.00033996915634179625,0.00042116838419064846,0.001020498021387057,0.00017573361363440435,0.00011069752854338849,0.00013648575066794262,0.0007997037737205851,0.0001374539832196241,8.6747087659579e-05,0.00010662335712929892
100.0,0.003302826277114155,0.0005363714147959146,0.00030894753576879143,0.0004384583386737701,0.0018805271208554009,0.000256362038414625,0.0,0.000256362038414625,0.0,0.0,0.0,0.0,0.00045503644260630303,6.689678276882985e-05,4.256426945683873e-05,5.160874451510747e-05,0.0,0.0,0.0,0.0
