fN2,1bar,Err 1bar,ErrStat 1bar,ErrSyst 1bar,2bar,Err 2bar,ErrStat 2bar,ErrSyst 2bar,3bar,Err 3bar,ErrStat 3bar,ErrSyst 3bar,4bar,Err 4bar,ErrStat 4bar,ErrSyst 4bar,5bar,Err 5bar,ErrStat 5bar,ErrSyst 5bar
0.0,0.05615786008219874,0.036557555792591755,0.03578189965972755,0.00749069704831588,0.038362191195122665,0.02500352504399849,0.024443097975278456,0.005264145324437579,0.026771407942776302,0.017438831401884,0.017057840725339637,0.0036253152210918294,0.021585325665058906,0.014076475057893877,0.013753443524008285,0.0029983230792266172,0.015768218598755067,0.01027155529112017,0.01004697855095359,0.002136134381357421
0.1,0.059786931849856596,0.034501665705527255,0.033553426169097865,0.008033214099652415,0.04842241853895164,0.027997374976534515,0.027175471212606918,0.006734001035747898,0.028495468166415384,0.01645398828068491,0.01599213335912287,0.003871098160076256,0.022073386406564983,0.012742478318228702,0.012387953657742735,0.0029848547475793425,0.019619845018986313,0.01133206645645107,0.011010985192331438,0.002678420293322409
0.5,0.04974768262722288,0.011574983905095475,0.009332344301639728,0.006847452244365913,0.03211314245087245,0.007470919491285935,0.006024218338064813,0.004418532727116516,0.02092653384734385,0.004839832859695401,0.003925682737158532,0.0028307237867660033,0.017267629859280795,0.004024015522312473,0.0032392959553034575,0.0023873966234721844,0.014159322203091278,0.003295460534753356,0.0026561974930022253,0.0019505576162435105
1.0,0.04573807331851866,0.00918065732085254,0.006835190915932996,0.0061289994277753355,0.026337631913593326,0.005246918006840995,0.003935949403668728,0.0034696470803630836,0.018064066553744235,0.00365430227066669,0.0026995309302407793,0.0024630180352715808,0.016936385089534753,0.003377759296886372,0.0025310079133976137,0.0022367961038103085,0.010505208282502773,0.002138580961165711,0.0015699197410983688,0.001452198517410787
2.0,0.03353199252166851,0.005262554840266504,0.0022872030253771078,0.0047395343407889996,0.01974083020458358,0.002962085402356258,0.0013465136775931944,0.0026383424430703618,0.014666239577971833,0.002270340124469187,0.0010003779975784604,0.0020380598967487864,0.010933616458392682,0.0016787162286091087,0.0007457773535464317,0.0015039628702640468,0.009532063426436733,0.0014241729805734658,0.0006501780141142579,0.0012670979553917484
5.0,0.01626196837582746,0.0028157003916181936,0.0017660283611252742,0.0021930144830939963,0.010313511523694469,0.0018077567440261213,0.0011200337765206107,0.0014189816013694123,0.007751287627054228,0.0013388706951095364,0.0008417796338212749,0.0010411444598646307,0.006250834909014094,0.001086146264854323,0.000678832443582901,0.0008478798394797845,0.005159299887960604,0.0009039801407104947,0.0005602931770075624,0.0007094023192785164
10.0,0.010275926446173254,0.001758515919184714,0.0011146711088561563,0.0013601053477975324,0.004308474578757333,0.0007622756915692287,0.0004673575819502345,0.0006021969117746917,0.00325785068116178,0.0005796249225176372,0.0003533921783384045,0.00045943336741339786,0.0035306083018456095,0.0006131100213684927,0.0003829792954795391,0.0004787804899288081,0.0034844447857295385,0.0006152781628930593,0.0003779717530484659,0.0004854941520044578
20.0,0.001688999513269403,0.00029685353653461055,0.0001832125765180639,0.0002335704903422475,0.0019738510708628776,0.00034502909401681116,0.00021411157168169359,0.0002705574071986507,0.0014951733964424269,0.00025703296620964173,0.00016218747735055613,0.0001994020258402348,0.002078735478676867,0.00035978296217592667,0.0002254888056247488,0.00028035438004427276,0.002823527558015067,0.00048731017363438256,0.0003062794007396407,0.0003790305185735559
50.0,0.0008046559295265231,0.0001415431025836126,8.728426793547413e-05,0.0001114266864802299,0.0,0.0,0.0,0.0,0.0029415710060748572,0.0005107739419841913,0.0003190840487517925,0.00039884256247576405,0.0017402314872125406,0.00029611923160830167,0.0001887699149734548,0.00022815021045181102,0.0,0.0,0.0,0.0
100.0,0.0033729507535085156,0.0005724967652298823,0.0003155070040427462,0.00047771108067392524,0.0018346599103325448,0.0002297196998729623,0.0,0.0002297196998729623,0.003931342830008813,0.0006610905203542065,0.00036773919597574714,0.0005493710584343759,0.005211914507257802,0.0008651288754799044,0.0004875243226724696,0.0007146803523197442,0.005101862163206945,0.0008309667525189769,0.00047722998756447857,0.0006802626571855478
