concentration,electric_field,gap_mm,pressure,npe,ne,ni,ne_std,ni_std,n_entries,Ar_727,ErrAr_727
0.1,17.2,0.57,1.0,100.0,92.13,91.4,71.82029411290827,71.94175534149943,100,33944.0,184.23897524682448
0.2,17.3,0.57,1.0,100.0,93.3,92.98,81.67656093433786,82.10143762813206,100,34333.0,185.29166198186036
0.5,17.4,0.57,1.0,100.0,97.5,97.91,76.8255928527188,77.80642841713211,100,34935.0,186.90906880084765
1.0,18.1,0.57,1.0,100.0,148.87,152.0,133.65330205990105,137.2962586025658,100,52622.0,229.39485608879724
2.0,18.1,0.57,1.0,100.0,101.24,106.39,103.80742855028355,109.72057208834603,100,36014.0,189.77354926332595
5.0,19.4,0.57,1.0,100.0,110.63,123.83,103.45600294547701,115.7758243984966,100,36635.0,191.4027168041248
10.0,20.9,0.57,1.0,100.0,88.09,110.99,93.50418291297038,117.06947734252735,100,28974.0,170.21750791267036
15.0,22.7,0.57,1.0,100.0,125.81,167.76,156.16836906028539,205.9389494706888,100,36811.0,191.86192952224783
20.0,24.4,0.57,1.0,100.0,96.11,135.68,112.86184412185484,156.91121339435526,100,26588.0,163.05827179263247
50.0,31.3,0.57,1.0,100.0,150.14,261.31,212.58923355198925,365.16706277726325,100,27001.0,164.3198101264726
80.0,36.6,0.57,1.0,100.0,96.72,193.45,153.72651040077636,298.5211487694402,100,8051.0,89.72736483370053
100.0,39.4,0.57,1.0,100.0,92.87,203.97,136.75936656563727,294.2531190672549,100,0.0,0.0
