concentration,electric_field,gap_mm,pressure,npe,ne,ni,ne_std,ni_std,n_entries,Ar_763,ErrAr_763
0.1,17.2,0.57,1.0,100.0,92.13,91.4,71.82029411290827,71.94175534149943,100,39351.0,198.3708647962195
0.2,17.3,0.57,1.0,100.0,93.3,92.98,81.67656093433786,82.10143762813206,100,39889.0,199.7223072167954
0.5,17.4,0.57,1.0,100.0,97.5,97.91,76.8255928527188,77.80642841713211,100,40485.0,201.20884672399472
1.0,18.1,0.57,1.0,100.0,148.87,152.0,133.65330205990105,137.2962586025658,100,60727.0,246.42848861282252
2.0,18.1,0.57,1.0,100.0,101.24,106.39,103.80742855028355,109.72057208834603,100,41576.0,203.90193721492693
5.0,19.4,0.57,1.0,100.0,110.63,123.83,103.45600294547701,115.7758243984966,100,42301.0,205.672069080855
10.0,20.9,0.57,1.0,100.0,88.09,110.99,93.50418291297038,117.06947734252735,100,33422.0,182.81684823888634
15.0,22.7,0.57,1.0,100.0,125.81,167.76,156.16836906028539,205.9389494706888,100,42296.0,205.65991344936427
20.0,24.4,0.57,1.0,100.0,96.11,135.68,112.86184412185484,156.91121339435526,100,30564.0,174.82562741200158
50.0,31.3,0.57,1.0,100.0,150.14,261.31,212.58923355198925,365.16706277726325,100,30813.0,175.5363210278716
80.0,36.6,0.57,1.0,100.0,96.72,193.45,153.72651040077636,298.5211487694402,100,9137.0,95.58765610684259
100.0,39.4,0.57,1.0,100.0,92.87,203.97,136.75936656563727,294.2531190672549,100,0.0,0.0
