wavelength_nm,intensity_raw
200.34,0.044355037478670575
200.72,0.033243536613533284
201.1,0.02303130493698411
201.48,0.013718342449023056
201.85,0.00530464914965012
202.23,-0.0022097749611346904
202.61,-0.00882492988333139
202.99,-0.014540815616939956
203.36,-0.01935743216196041
203.74,-0.02327477951839274
204.12,-0.02629285768623696
204.49,-0.02841166666549305
204.87,-0.029631206456161033
205.25,-0.029951477058240875
205.63,-0.02937247847173262
206.0,-0.027894210696636237
206.38,-0.02551667373295173
206.76,-0.02223986758067937
207.14,-0.034497777341065405
207.51,-0.03499523302076532
207.89,-0.03139675868026843
208.27,-0.03053429201334323
208.64,-0.024627295880338875
209.02,-0.012925655251183502
209.4,0.008290716098239006
209.77,0.027718833612056133
210.15,0.0489418197762064
210.53,0.07114744554619266
210.9,0.09689968761162442
211.28,0.1252478257894186
211.66,0.15874330517876983
212.03,0.19328050779882255
212.41,0.23147245355137333
212.79,0.2688871610964903
213.16,0.300975779068906
213.54,0.3294075443721815
213.92,0.36319766355382754
214.29,0.40301281432517166
214.67,0.4446799471891105
215.05,0.47657961670664584
215.42,0.5039154060068392
215.8,0.5303281840538925
216.17,0.5545371093041742
216.55,0.5667383980189041
216.93,0.5760845768632539
217.3,0.5778703014135697
217.68,0.5711993004467546
218.05,0.5565134126413959
218.43,0.5342946523955484
218.81,0.5061568803226246
219.18,0.4746929777459493
219.56,0.4338243546720984
219.93,0.40107829896682573
220.31,0.3768635901936813
220.69,0.3455552633656609
221.06,0.3112831229755357
221.44,0.2839684478190324
221.81,0.25880945193156213
222.19,0.23325517190447825
222.56,0.20351563530527392
222.94,0.17683269649332004
223.32,0.1552334619514792
223.69,0.1387867599031787
224.07,0.1270455694993935
224.44,0.11971880787370817
224.82,0.11451159186011003
225.19,0.11442634622534237
225.57,0.11487942877045498
225.94,0.12094566034262623
226.32,0.13841638763728337
226.69,0.1653624496929555
227.07,0.19125470153553614
227.44,0.21184075851224826
227.82,0.22610319705596704
228.19,0.24489432637798092
228.57,0.26414926798221045
228.94,0.2792140137709754
229.32,0.28724161957958805
229.69,0.2984320560735304
230.07,0.30233551003943193
230.44,0.3038527053988435
230.82,0.30141450155718447
231.19,0.29760598607212546
231.57,0.29236731588950343
231.94,0.2854828850714274
232.32,0.28021826843880393
232.69,0.27682871447650925
233.07,0.274638465916351
233.44,0.2678372915163927
233.82,0.2602242865617519
234.19,0.2524823609057882
234.57,0.2441096052523706
234.94,0.23606310228834132
235.31,0.23001169482478895
235.69,0.2260921862034768
236.06,0.22604677508691243
236.44,0.22478366233774988
236.81,0.22581691291362488
237.19,0.2294508652319839
237.56,0.2370601034000189
