name,tex_name,value,fit_uncertainty,stat_minus,stat_plus,syst_minus,syst_plus,total_minus,total_plus,fixed
PAr_star_696,"$\mathcal{W}_{\mathrm{Ar}^{**},696\,\mathrm{nm}}$",0.0002508258937232768,0.0001778008855042691,0.00012059938613894614,0.003620450397514804,3.267634828022737e-05,3.813103977596047e-05,0.00012494781180165322,0.003620651192404413,False
tau_N2_696,"$\tau_{\mathrm{Ar}^{**},696\,\mathrm{nm}}$",28.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,True
K_Ar_Q_Ar_696,"$K_{\mathrm{Ar}^{**}Q(\mathrm{Ar}),696\,\mathrm{nm}}$",0.01969017155252982,0.02723050961941485,0.0196447606543434,0.5320708716519326,7.714606072902613e-06,6.549266427086781e-06,0.019644762169127562,0.5320708716922401,False
K_Ar_Q_N2_696,"$K_{\mathrm{Ar}^{**}Q(\mathrm{N}_2),696\,\mathrm{nm}}$",2.813047771781601,2.0954487702176476,1.4060351302536345,37.76322595358464,8.287237561743765e-05,7.757586964540764e-05,1.406035132695903,37.76322595366432,False
PAr_star_727,"$\mathcal{W}_{\mathrm{Ar}^{**},727\,\mathrm{nm}}$",7.619163420176842e-05,6.218116379782552e-05,3.928473944670068e-05,0.00514509262456093,9.381236867431089e-06,1.100818239030326e-05,4.038933471299087e-05,0.005145104400825198,False
tau_N2_727,"$\tau_{\mathrm{Ar}^{**},727\,\mathrm{nm}}$",28.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,True
K_Ar_Q_Ar_727,"$K_{\mathrm{Ar}^{**}Q(\mathrm{Ar}),727\,\mathrm{nm}}$",0.019865941965488288,0.031715735031457595,0.019865941965488274,2.17858005309781,9.174114476811698e-05,7.942806940607408e-05,0.019866153795181175,2.1785800545457294,False
K_Ar_Q_N2_727,"$K_{\mathrm{Ar}^{**}Q(\mathrm{N}_2),727\,\mathrm{nm}}$",6.744512140116042,5.707959635683549,3.5221564716310803,449.714138743778,0.005382535070547867,0.005344888989905705,3.5221605844050448,449.71413877554016,False
PAr_star_750,"$\mathcal{W}_{\mathrm{Ar}^{**},750\,\mathrm{nm}}$",0.005221285564215399,0.1267208331357955,0.0047877363000840886,0.0,2.8885487751706407e-13,0.0,0.0047877363000840886,0.0,False
tau_N2_750,"$\tau_{\mathrm{Ar}^{**},750\,\mathrm{nm}}$",21.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,True
K_Ar_Q_Ar_750,"$K_{\mathrm{Ar}^{**}Q(\mathrm{Ar}),750\,\mathrm{nm}}$",2.6638448551915115,65.29895241049299,2.4532887141004,0.32228209943540875,0.31690552457960575,0.39252337013534255,2.4736722956449726,0.5078782804165796,False
K_Ar_Q_N2_750,"$K_{\mathrm{Ar}^{**}Q(\mathrm{N}_2),750\,\mathrm{nm}}$",17.510838412229976,425.7936825359671,15.599310137061998,5.204479964854411,2.1033823643823037,2.6186746115571964,15.74047947563986,5.826153827851201,False
PAr_star_764,"$\mathcal{W}_{\mathrm{Ar}^{**},764\,\mathrm{nm}}$",0.0007935860893477745,0.0013784723940429614,0.000562747114850589,0.004427699474867625,0.00010582924024655203,0.00011337882438477098,0.0005726116863667947,0.004429150866425969,False
tau_N2_764,"$\tau_{\mathrm{Ar}^{**},764\,\mathrm{nm}}$",29.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,True
K_Ar_Q_Ar_764,"$K_{\mathrm{Ar}^{**}Q(\mathrm{Ar}),764\,\mathrm{nm}}$",0.08430528976987178,0.18095964029378156,0.07177027892872737,0.618857659227235,0.0003840444384794889,0.0004794402466068437,0.07177130643675127,0.6188578449427321,False
K_Ar_Q_N2_764,"$K_{\mathrm{Ar}^{**}Q(\mathrm{N}_2),764\,\mathrm{nm}}$",6.580150848794528,11.53643416693845,4.6688977897776915,38.13997726951493,0.01475782951753768,0.018408546895626543,4.668921113589636,38.139981712026476,False
PAr_star_772,"$\mathcal{W}_{\mathrm{Ar}^{**},772\,\mathrm{nm}}$",0.0006545019396190148,0.00057970892414754,0.0003652091052067904,0.004566783624589623,0.0001080351224337356,9.058547786534637e-05,0.00038085335525004467,0.004567681950685711,False
tau_N2_772,"$\tau_{\mathrm{Ar}^{**},772\,\mathrm{nm}}$",28.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,True
K_Ar_Q_Ar_772,"$K_{\mathrm{Ar}^{**}Q(\mathrm{Ar}),772\,\mathrm{nm}}$",0.028308135049708354,0.04201166668917064,0.026961918689154693,0.3043115800376164,0.00010941893521390286,0.00017965753773514087,0.026962140714416067,0.30431163307014975,False
K_Ar_Q_N2_772,"$K_{\mathrm{Ar}^{**}Q(\mathrm{N}_2),772\,\mathrm{nm}}$",4.975923597027789,4.548082991986179,2.8014249970056104,34.51874204818714,0.01578692233513923,0.026125617196307793,2.8014694788208385,34.51875193481301,False
