name,tex_name,value,fit_uncertainty,stat_minus,stat_plus,syst_minus,syst_plus,total_minus,total_plus,fixed
PAr_star_696,"$\mathcal{W}_{\mathrm{Ar}^{**},696\,\mathrm{nm}}$",0.00017908450337656708,0.00012662861285194922,0.00010426448623108795,0.019820905529779043,1.9074205934649786e-05,2.2354866551082826e-05,0.00010599485091772222,0.01982091813616322,False
tau_CF4_696,"$\tau_{\mathrm{Ar}^{**},696\,\mathrm{nm}}$",28.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,True
K_Ar_Q_Ar_696,"$K_{\mathrm{Ar}^{**}Q(\mathrm{Ar}),696\,\mathrm{nm}}$",0.030257466460614994,0.0345256149770258,0.030257466460524872,4.128723986629826,0.00033660305096663845,0.0004048789229193668,0.030259338694421392,4.128724006481836,False
K_Ar_Q_CF4_696,"$K_{\mathrm{Ar}^{**}Q(\mathrm{CF}_4),696\,\mathrm{nm}}$",6.092076655034666,4.557978698513531,3.7606697306009793,648.0452517813251,0.128771969952985,0.1566819440740801,3.76287377451118,648.0452707223104,False
PAr_star_727,"$\mathcal{W}_{\mathrm{Ar}^{**},727\,\mathrm{nm}}$",1.7715103701780557e-05,6.212813873323214e-06,5.3354087881293986e-06,1.124460890244551e-05,2.2950622302236165e-06,2.2730507382077807e-06,5.80808897805874e-06,1.1472052520252151e-05,False
tau_CF4_727,"$\tau_{\mathrm{Ar}^{**},727\,\mathrm{nm}}$",28.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,True
K_Ar_Q_Ar_727,"$K_{\mathrm{Ar}^{**}Q(\mathrm{Ar}),727\,\mathrm{nm}}$",0.015293045881599208,0.01205877676849868,0.012073514446625005,0.024045577600959413,4.433877650834167e-05,4.123345682408193e-05,0.012073595861215704,0.024045612954585346,False
K_Ar_Q_CF4_727,"$K_{\mathrm{Ar}^{**}Q(\mathrm{CF}_4),727\,\mathrm{nm}}$",1.6549623243269913e-62,0.03737839264592819,1.6549614281436539e-62,0.02580458699843087,0.0,1.705202837418721e-15,1.6549614281436539e-62,0.02580458699843087,False
PAr_star_750,"$\mathcal{W}_{\mathrm{Ar}^{**},750\,\mathrm{nm}}$",0.019999999999999997,1.7503106193994098,0.019827786206373123,0.0,1.3504019083510066e-10,0.0,0.019827786206373123,0.0,False
tau_CF4_750,"$\tau_{\mathrm{Ar}^{**},750\,\mathrm{nm}}$",21.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,True
K_Ar_Q_Ar_750,"$K_{\mathrm{Ar}^{**}Q(\mathrm{Ar}),750\,\mathrm{nm}}$",14.329708347719965,1256.3568059354195,14.221109196648378,1.6264175257926503,1.7682226658480769,2.447706772500016,14.330616113029333,2.938792679374973,False
K_Ar_Q_CF4_750,"$K_{\mathrm{Ar}^{**}Q(\mathrm{CF}_4),750\,\mathrm{nm}}$",57.90680837116734,5076.2628406480435,57.59439082568489,15.307658121508801,7.211942747891044,10.010549375833726,58.04417259967269,18.2903115329127,False
PAr_star_764,"$\mathcal{W}_{\mathrm{Ar}^{**},764\,\mathrm{nm}}$",0.019999999999999997,0.8805845259623623,0.01979519235464044,0.0,5.83447526403269e-11,0.0,0.01979519235464044,0.0,False
tau_CF4_764,"$\tau_{\mathrm{Ar}^{**},764\,\mathrm{nm}}$",29.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,True
K_Ar_Q_Ar_764,"$K_{\mathrm{Ar}^{**}Q(\mathrm{Ar}),764\,\mathrm{nm}}$",4.114748822740857,182.02498113033099,4.08826684507919,0.42648191570591276,0.5736783043181144,0.6277413686920932,4.1283207958465455,0.7589110951828335,False
K_Ar_Q_CF4_764,"$K_{\mathrm{Ar}^{**}Q(\mathrm{CF}_4),764\,\mathrm{nm}}$",181.4525188688039,7994.297481857675,179.66915477634882,11.699595978597216,25.363910475256347,27.81104076683698,181.45063552560077,30.171750605443442,False
PAr_star_772,"$\mathcal{W}_{\mathrm{Ar}^{**},772\,\mathrm{nm}}$",0.0015096822670611204,0.003716211045283372,0.0012759998612608312,0.018490317732929987,0.00021206459461866408,0.00021417925902202464,0.001293501850879402,0.01849155814472378,False
tau_CF4_772,"$\tau_{\mathrm{Ar}^{**},772\,\mathrm{nm}}$",28.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,True
K_Ar_Q_Ar_772,"$K_{\mathrm{Ar}^{**}Q(\mathrm{Ar}),772\,\mathrm{nm}}$",0.11037295206386034,0.32530183575278815,0.11037295206379895,2.0351713853709708,0.00037885563261531863,0.00030619519295692343,0.11037360227367786,2.035171408404779,False
K_Ar_Q_CF4_772,"$K_{\mathrm{Ar}^{**}Q(\mathrm{CF}_4),772\,\mathrm{nm}}$",72.47981310855506,178.40876267424642,61.405835604936094,890.5167440728991,0.047683734108971976,0.06525340914200228,61.4058541189595,890.51674646365,False
