gas_mixture,kind,pressure_bar,concentration_percent,concentration_fraction,wavelength_nm,intensity_ph_MeV_nm,plot_intensity,raw_plot_scale,normalisation_reference
ArCF4,model,1,0.1,0.001,224.61230615307653,11.056490472090966,11.056490472090966,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,224.91245622811405,11.019662698807826,11.019662698807826,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,225.2126063031516,10.982367024591438,10.982367024591438,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,225.5127563781891,10.94460787342512,10.94460787342512,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,225.81290645322665,10.906389715823089,10.906389715823089,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,226.1130565282641,10.867717069505307,10.867717069505307,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,226.4132066033017,10.82859450007198,10.82859450007198,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,226.7133566783392,10.789026621674637,10.789026621674637,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,227.0135067533767,10.74901809768098,10.74901809768098,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,227.3136568284142,10.708573641330286,10.708573641330286,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,227.6138069034517,10.667698016376592,10.667698016376592,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,227.91395697848924,10.626396037716509,10.626396037716509,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,228.2141070535268,10.584672571998814,10.584672571998814,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArCF4,model,1,0.1,0.001,228.51425712856428,10.542532538212749,10.542532538212749,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
