gas_mixture,kind,pressure_bar,concentration_percent,concentration_fraction,wavelength_nm,intensity_ph_MeV_nm,plot_intensity,raw_plot_scale,normalisation_reference
ArN2,model,1,0.1,0.001,330.2651325662831,22.6732129188908,22.6732129188908,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArN2,model,1,0.1,0.001,330.5152576288144,24.610600481292146,24.610600481292146,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArN2,model,1,0.1,0.001,330.7653826913457,26.594952863544663,26.594952863544663,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArN2,model,1,0.1,0.001,331.01550775387693,28.611729483582145,28.611729483582145,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArN2,model,1,0.1,0.001,331.2656328164082,30.644805292729504,30.644805292729504,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArN2,model,1,0.1,0.001,331.5157578789395,32.67664750097984,32.67664750097984,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArN2,model,1,0.1,0.001,331.76588294147075,34.68853757342858,34.68853757342858,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArN2,model,1,0.1,0.001,332.016008004002,36.660835603378565,36.660835603378565,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArN2,model,1,0.1,0.001,332.26613306653326,38.57328261254748,38.57328261254748,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArN2,model,1,0.1,0.001,332.5162581290645,40.405334833500575,40.405334833500575,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArN2,model,1,0.1,0.001,332.7663831915958,42.136522658976894,42.136522658976894,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArN2,model,1,0.1,0.001,333.0165082541271,43.74682576066838,43.74682576066838,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArN2,model,1,0.1,0.001,333.2666333166584,45.217054944750366,45.217054944750366,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArN2,model,1,0.1,0.001,333.5167583791896,46.52923067338989,46.52923067338989,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArN2,model,1,0.1,0.001,333.7668834417209,47.66694787995456,47.66694787995456,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
ArN2,model,1,0.1,0.001,334.01700850425215,48.615716766496384,48.615716766496384,1.0,/home/daniel/GitHub/ScintillationModel_RareGasMixtures_2/data/Parameters/ArCF4_primary.csv
