wavelength_nm,0.1_percent_CF4_ph_MeV_nm,1_percent_CF4_ph_MeV_nm,10_percent_CF4_ph_MeV_nm,100_percent_CF4_ph_MeV_nm
200.0,8.766578992015138,2.3713200431987493,1.6757786673144335,4.724225355836895
200.30015007503752,8.779174491764678,2.3960579808366806,1.7316464966232552,4.89768976199818
200.60030015007504,8.791391747418782,2.4213351572797794,1.7890498985444967,5.0759633361450085
200.90045022511256,8.803231909364614,2.447159838145686,1.8480090286301492,5.259108853134748
201.20060030015009,8.814696150954122,2.4735399936833526,1.9085432909923654,5.447186743691275
201.5007503751876,8.825785664233404,2.5004832772853574,1.970671286529211,5.640254933228174
201.8009004502251,8.836501655609778,2.5279970037550714,2.034410760566366,5.83836867885457
202.10105052526262,8.846845341462908,2.5560881273614844,2.0997785499938675,6.041580404809792
202.40120060030014,8.856817943706659,2.5847632197160677,2.166790529980839,6.249939536585116
202.70135067533766,8.866420685308638,2.6140284475077764,2.2354615603552546,6.463492334003568
203.0015007503752,8.875654785774664,2.6438895501337503,2.3058054317394054,6.682281723540069
203.3016508254127,8.884521456605684,2.6743518172649106,2.37783481153558,6.906347130176148
203.60180090045023,8.893021896734963,2.7054200663870844,2.451561189860032,7.1357243090945595
203.90195097548775,8.901157287953588,2.7370986203597694,2.5269948255268435,7.370445177530129
204.20210105052527,8.908928790332599,2.7693912850360087,2.6041446921865945,7.610537647103434
204.5022511255628,8.916337537650328,2.802301326988217,2.683018424727999,7.856025456974081
204.8024012006003,8.923384632833702,2.8358314513859786,2.763622266053688,8.106928008159644
205.1025512756378,8.930071143422527,2.8699837800731314,2.845961014344185,8.363260199375453
205.40270135067533,8.936398097065945,2.9047598298924155,2.9300379709267306,8.625032264758236
205.70285142571285,8.942366477060428,2.9401604913071253,3.015854888868219,8.892249613845063
206.00300150075037,8.94797721793889,2.9761860073700146,3.103411922413561,9.164912674185212
206.3031515757879,8.953231201120587,3.012835953090603,3.192707577392929,9.443016736969334
206.60330165082541,8.95812925063163,3.05010921525272,3.283738662723039,9.72655180606553
206.90345172586294,8.962672128906073,3.088003972734766,3.3765002431291347,10.015502450856719
207.20360180090046,8.966860532677536,3.126517677385661,3.470985593215567,10.309847663277461
207.50375187593798,8.970695088971565,3.165647035509854,3.5671861530138047,10.609560719451315
207.8039019509755,8.974176351208747,3.2053879900150184,3.6650914851373635,10.91460904633191
208.104052026013,8.977304795428813,3.245735703276212,3.7646892336734568,11.224954093751816
208.40420210105052,8.980080816645895,3.286684540770316,3.8659650849413265,11.54055121228379
208.70435217608804,8.982504725344985,3.3282280555343373,3.9689027302466067,11.861349537317212
209.00450225112556,8.984576744129795,3.370358973501087,4.073483830760897,12.18729187975172
209.30465232616308,8.986297004531934,3.4130691797651562,4.179687984654361,12.51831462370619
209.6048024012006,8.987665543991326,3.4563497058316757,4.287492696608046,12.854347631637232
209.90495247623812,8.988682303017665,3.500190717899629,4.396873349830904,13.195314157256579
210.20510255127564,8.989347122542476,3.544581506230637,4.50780318070447,13.54113076662999
210.50525262631317,8.989659741471257,3.5895104756531735,4.620253256175798,13.891707267833183
210.8054027013507,8.989619794444893,3.634965137250985,4.734192454016425,14.246946649531482
211.1055527763882,8.989226809819304,3.680932101283253,4.849587446062114,14.606745028840399
211.4057028514257,8.988480207872096,3.727397071382554,4.966402684544566,14.970991608813327
211.70585292646322,8.987379299244573,3.774344840075102,5.084600391622519,15.339568645890772
212.00600300150074,8.985923283627216,3.8217592856659754,5.20414055221525,15.712351427631864
212.30615307653827,8.984111248696413,3.869623370530201,5.324980910237245,16.089208261035605
212.6063031515758,8.981942169309756,3.917919140848474,5.447076968327531,16.47000047174289
212.9064532266133,8.979414906966896,3.966627727824097,5.570381991162056,16.85458241439457
213.20660330165083,8.976528209542483,4.015729350415435,5.69484701243182,17.242801494402993
213.50675337668835,8.973280711297308,4.065203319615671,5.820420845563532,17.63449820137593
213.80690345172587,8.969670933173171,4.115028044309053,5.947050098253122,18.029506154412065
214.1070535267634,8.965697283376654,4.165181038730068,6.0746791908760205,18.427652159466778
214.40720360180092,8.96135805825631,4.215638931549147,6.203250378830978,18.82875627896516
214.7073536768384,8.956651443477353,4.266377476605454,6.332703778867106,19.232631913816817
215.00750375187593,8.951575515497215,4.317371565304274,6.462977399436302,19.639085897963724
215.30765382691345,8.946128243344907,4.368595240693199,6.594007175105227,20.047918605567574
215.60780390195097,8.940307490706417,4.420021713228109,6.7257270050533995,20.458924070919174
215.9079539769885,8.934111018317726,4.471623378236449,6.858068795675236,20.871890121125585
216.20810405202602,8.9275364866665,4.5233718350817735,6.990962507295725,21.28659852160496
216.50825412706354,8.920581459002712,4.575237908030012,7.12433620500057,21.70282513439172
216.80840420210106,8.91324340465788,4.627191668814211,7.25811611357286,22.120340089227422
217.10855427713858,8.905519702671928,4.679202460890757,7.392226676519276,22.53890796738432
217.40870435217607,8.897407645725853,4.7312389253763545,7.526590619159777,22.95828799814043
217.70885442721362,8.888904444377864,4.7832690286511905,7.661129015745405,23.378234267796106
218.00900450225112,8.880007231599869,4.835260091609765,7.795761360559331,23.798495941092366
218.30915457728864,8.870713067610364,4.887178820537249,7.930405642947552,24.218817494863924
218.60930465232616,8.861018944999293,4.938991339584902,8.064978426215086,24.63893896372751
