wavelength_nm,0.1_percent_N2_ph_MeV_nm,1_percent_N2_ph_MeV_nm,10_percent_N2_ph_MeV_nm,100_percent_N2_ph_MeV_nm
300.0,1.8349851625938178e-18,4.5178931149686245e-18,4.249945453613266e-18,5.813636382758434e-19
300.25012506253125,3.412159715769457e-18,8.40103407989271e-18,7.902784701832876e-18,1.081047207997017e-18
300.5002501250625,6.3167547615232906e-18,1.5552399783816922e-17,1.4630016486007036e-17,2.0012867706594773e-18
300.7503751875938,1.1641972044500887e-17,2.866354803117849e-17,2.6963567428349505e-17,3.688432670992049e-18
301.00050025012507,2.1361264542449487e-17,5.2593291744625624e-17,4.9474083483752373e-17,6.767718195070839e-18
301.2506253126563,3.9020716122171263e-17,9.607239791536432e-17,9.037452643254106e-17,1.2362620666015609e-17
301.5007503751876,7.096290455533172e-17,1.747168448247969e-16,1.6435472053834916e-16,2.2482608151770164e-17
301.75087543771883,1.2847996258193023e-16,3.1632884570021795e-16,2.9756798255722125e-16,4.070527654108827e-17
302.00100050025014,2.315833278426873e-16,5.701783010185544e-16,5.363621087303147e-16,7.337068919311692e-17
302.2511255627814,4.1557273839825483e-16,1.023176236980685e-15,9.624935973350026e-16,1.316625791251391e-16
302.50125062531265,7.424285775057492e-16,1.82792374949118e-15,1.7195130630609675e-15,2.3521769427747823e-16
302.7513756878439,1.3204749939434167e-15,3.2511243170993134e-15,3.0583063076036757e-15,4.1835550628980506e-16
303.0015007503752,2.338156373246379e-15,5.756744411752017e-15,5.415322832512156e-15,7.407793391020772e-16
303.25162581290647,4.121779882194711e-15,1.0148180666954898e-14,9.546311342576002e-15,1.305870476411757e-15
303.5017508754377,7.23375687455457e-15,1.781013876576026e-14,1.6753853256284896e-14,2.291813198668807e-15
303.751875937969,1.2638946970623545e-14,3.1118187036629086e-14,2.927262645564547e-14,4.004296244243598e-15
304.00200100050023,2.1984963347016193e-14,5.412889246358894e-14,5.091861064011665e-14,6.96531968722604e-15
304.25212606303154,3.807224361949468e-14,9.373717609617399e-14,8.817780218495661e-14,1.2062123726748146e-14
304.5022511255628,6.563856325657899e-14,1.616078533268081e-13,1.5202319843266972e-13,2.079573978249693e-14
304.75237618809405,1.1266201968520603e-13,2.773836941192316e-13,2.609325939612602e-13,3.569380450309083e-14
305.0025012506253,1.9251468781536906e-13,4.739879102793135e-13,4.458765874042176e-13,6.099288518043202e-14
305.25262631315655,3.27505107221192e-13,8.063460670930821e-13,7.585232130718481e-13,1.0376081756372119e-13
305.50275137568786,5.546769962926768e-13,1.3656630220594702e-12,1.2846681415591006e-12,1.7573386597677197e-13
305.7528764382191,9.352551404771963e-13,2.302679523538058e-12,2.1661119736908375e-12,2.963093883633562e-13
306.0030015007504,1.5699575994725905e-12,3.865372197028458e-12,3.636124312205712e-12,4.973970801366248e-13
306.2531265632816,2.6236966061950015e-12,6.459769307420164e-12,6.076652656633622e-12,8.312447619758468e-13
306.5032516258129,4.365230433164933e-12,1.074757710376802e-11,1.0110158714950951e-11,1.3830009627707007e-12
306.7533766883442,7.230504583758936e-12,1.7802131342870417e-11,1.6746320738440885e-11,2.2907828014491324e-12
307.00350175087544,1.1923339440607231e-11,2.9356299039501976e-11,2.7615232689875033e-11,3.77757604742206e-12
307.2536268134067,1.9574698459386765e-11,4.819461061594764e-11,4.533627977990151e-11,6.201694785594653e-12
307.50375187593795,3.199337997862859e-11,7.877048494806622e-11,7.409875706771144e-11,1.013620609271062e-11
307.75387693846926,5.205866635883557e-11,1.2817296570647724e-10,1.205712705056226e-10,1.6493329916292187e-11
308.0040020010005,8.433227627969418e-11,2.0763340115246433e-10,1.9531905841741091e-10,2.671831901503997e-11
