wavelength_nm,0.1_percent_N2_ph_MeV_nm,1_percent_N2_ph_MeV_nm,10_percent_N2_ph_MeV_nm,100_percent_N2_ph_MeV_nm
300.0,2.8052531619761436e-19,1.0648230345754244e-18,1.3263181665667775e-18,1.8255441355150343e-19
300.25012506253125,5.216375601805718e-19,1.980041221622623e-18,2.4662921044305612e-18,3.394604101189894e-19
300.5002501250625,9.656806294358847e-19,3.665547880684892e-18,4.565718984949659e-18,6.284254960451723e-19
300.7503751875938,1.779778908038132e-18,6.755716751052414e-18,8.414759602446997e-18,1.1582073918040176e-18
301.00050025012507,3.2656261272876407e-18,1.2395722317616579e-17,1.5439815972921245e-17,2.1251360505570378e-18
301.2506253126563,5.965333644963349e-18,2.2643320610714878e-17,2.820397991236337e-17,3.881995393343388e-18
301.5007503751876,1.084852981075141e-17,4.117904433847496e-17,5.1291635149267156e-17,7.059779931243753e-18
301.75087543771883,1.9641511475442743e-17,7.455560209829939e-17,9.28646791734053e-17,1.2781893118475943e-17
302.00100050025014,3.540354853732729e-17,1.3438542552679518e-16,1.6738727977373607e-16,2.303918280345542e-17
302.2511255627814,6.353112614681349e-17,2.411525899002599e-16,3.003739123908736e-16,4.1343461022348735e-17
302.50125062531265,1.1349956157931445e-16,4.308236747471622e-16,5.366236903694098e-16,7.386087709769669e-17
302.7513756878439,2.0186902475189956e-16,7.662580705253551e-16,9.544327707198919e-16,1.3136811296502285e-16
303.0015007503752,3.5744815233124417e-16,1.3568081178121162e-15,1.690007819859966e-15,2.3261265224964983e-16
303.25162581290647,6.301215008819017e-16,2.3918265125405943e-15,2.979202038133545e-15,4.1005732608694574e-16
303.5017508754377,1.1058683066748433e-15,4.197674784277836e-15,5.2285235602053596e-15,7.196539083410432e-16
303.751875937969,1.932192514476408e-15,7.334251056326535e-15,9.135368130016192e-15,1.257391939272842e-15
304.00200100050023,3.3609747480447875e-15,1.2757648325127731e-14,1.5890622372790708e-14,2.1871850370128765e-15
304.25212606303154,5.8203348983021e-15,2.2092931763382828e-14,2.7518428695692603e-14,3.787636133647196e-15
304.5022511255628,1.0034565449172951e-14,3.808938379275202e-14,4.744322768881913e-14,6.530085183212155e-15
304.75237618809405,1.7223326564112435e-14,6.53766123716348e-14,8.143154856869472e-14,1.1208237184920121e-14
305.0025012506253,2.943088847418965e-14,1.1171429516636265e-13,1.3914866070062905e-13,1.9152419676520747e-14
305.25262631315655,5.0067692988695346e-14,1.9004784846176625e-13,2.3671906574811813e-13,3.258200883726774e-14
305.50275137568786,8.479683811317503e-14,3.2187336139910176e-13,4.009177794766267e-13,5.51823174556824e-14
305.7528764382191,1.4297812830102154e-13,5.427189478619428e-13,6.759977728846885e-13,9.304432382957444e-14
306.0030015007504,2.400089444790696e-13,9.110302629706857e-13,1.1347575595525312e-12,1.5618801433103777e-13
306.2531265632816,4.011004203538512e-13,1.522504180941008e-12,1.8963948827995576e-12,2.610197646524621e-13
306.5032516258129,6.673392638271174e-13,2.5330983657073727e-12,3.1551668878743873e-12,4.342771254984775e-13
306.7533766883442,1.1053711092465425e-12,4.195787513347844e-12,5.226172820562806e-12,7.193303525701309e-13
307.00350175087544,1.8227932491725637e-12,6.918991359839461e-12,8.618130559631156e-12,1.1861993674536195e-12
307.2536268134067,2.9925029295770546e-12,1.1358996377365762e-11,1.4148494876684866e-11,1.947398633267242e-12
307.50375187593795,4.89102212796576e-12,1.8565429655579653e-11,2.3124656231850822e-11,3.182877354317759e-12
307.75387693846926,7.958524209806414e-12,3.020910916239122e-11,3.7627745622402113e-11,5.179082371422018e-12
308.0040020010005,1.2892386789430646e-11,4.893715337396133e-11,6.095495066542166e-11,8.389838541223528e-12
308.25412706353177,2.0792273626994675e-11,7.892368574543403e-11,9.830545994745003e-11,1.3530762106706014e-11
308.504252126063,3.3384010469780886e-11,1.2671962665105133e-10,1.5783894359015582e-10,2.1724949947173168e-11
308.7543771885943,5.336332776792967e-11,2.0255747815951703e-10,2.5230076203605175e-10,3.4726673292361854e-11
309.0045022511256,8.492101414558955e-11,3.2234471101363714e-10,4.015048813106998e-10,5.5263126143760365e-11
309.25462731365684,1.3454120404490252e-10,5.10693919209787e-10,6.361081612713259e-10,8.755391825537923e-11
309.5047523761881,2.1220876537209664e-10,8.055058437144427e-10,1.0033188606031138e-09,1.3809679368011756e-10
309.75487743871935,3.3322624402721975e-10,1.2648661631497074e-09,1.5754871147485908e-09,2.1685002402958377e-10
310.0050025012506,5.20934293084268e-10,1.9773717477449935e-09,2.46296707145878e-09,3.390027526281219e-10
310.2551275637819,8.107642089791445e-10,3.077513348998973e-09,3.833277202025046e-09,5.276122194778048e-10
310.50525262631317,1.2562441717681405e-09,4.76847419434873e-09,5.939497686854008e-09,8.175123770044155e-10
310.7553776888444,1.9378556425650335e-09,7.3557472596576855e-09,9.162143288013866e-09,1.2610772716382022e-09
311.0055027513757,2.97602554337392e-09,1.1296451218816388e-08,1.4070590119442353e-08,1.936675823590215e-09
311.2556278139069,4.550087597775154e-09,1.7271304241339427e-08,2.1512724492031768e-08,2.9610110926126673e-09
311.50575287643824,6.925812528253868e-09,2.6289123609937097e-08,3.274510514405046e-08,4.507035805539864e-09
311.7558779389695,1.0495172382290933e-08,3.98377638638172e-08,4.962096819125076e-08,6.829829354942724e-09
312.00600300150074,1.5833476851327543e-08,6.010099586460677e-08,7.486036651692703e-08,1.030377978092797e-08
312.256128064032,2.378104185896567e-08,9.026850589053667e-08,1.124362972474545e-07,1.547573035137052e-08
312.5062531265633,3.555931070871912e-08,1.3497667037507355e-07,1.6812372025041422e-07,2.314054646017406e-08
312.75637818909456,5.293509064599144e-08,2.0093196799921872e-07,2.502760653629542e-07,3.444799407112056e-08
313.0065032516258,7.845160968690845e-08,2.97788029353092e-07,3.709176645249878e-07,5.10531020611209e-08
313.25662831415707,1.1575184643793622e-07,4.3937293807352967e-07,5.472724487943677e-07,7.532657205560554e-08
313.5067533766883,1.7002855605630982e-07,6.453974474689395e-07,8.038916622189665e-07,1.1064763693556628e-07
313.75687843921963,2.486472592255466e-07,9.438197332639181e-07,1.1755993414354298e-06,1.618094766075673e-07
314.0070035017509,3.6200398968342827e-07,1.3741012470745297e-06,1.711547729077531e-06,2.3557740504749764e-07
314.25712856428214,5.246998114138339e-07,1.991664969864074e-06,2.480770367912514e-06,3.414531980983878e-07
314.5072536268134,7.571402426207465e-07,2.873966534195649e-06,3.5797441458697603e-06,4.927159332404269e-07
314.75737868934465,1.0877012367953656e-06,4.1287158940763475e-06,5.1426300118403145e-06,7.078315215677193e-07
315.00750375187596,1.5556460316687427e-06,5.9049491526099e-06,7.355063780041525e-06,1.0123508739045704e-06
