wavelength_nm,0.1_percent_N2_ph_MeV_nm,1_percent_N2_ph_MeV_nm,10_percent_N2_ph_MeV_nm,100_percent_N2_ph_MeV_nm
300.0,3.1045971978575774e-18,6.772264998441442e-18,5.950348707450933e-18,8.451113959846004e-19
300.25012506253125,5.773006620525606e-18,1.259304450153337e-17,1.106468900579291e-17,1.5714868542262172e-18
300.5002501250625,1.0687268503282006e-17,2.3312851813326495e-17,2.048348635003904e-17,2.9092123159499296e-18
300.7503751875938,1.9696962418924078e-17,4.296629825516429e-17,3.7751691250328555e-17,5.361767194146894e-18
301.00050025012507,3.6140958190332203e-17,7.883668333251857e-17,6.926866519182719e-17,9.838034914651713e-18
301.2506253126563,6.601884767288692e-17,1.4401131703689692e-16,1.2653337611360685e-16,1.7971181754795762e-17
301.5007503751876,1.2006158912091676e-16,2.6189835455045157e-16,2.3011304723625703e-16,3.268231294421278e-17
301.75087543771883,2.173742545410437e-16,4.741729640825836e-16,4.166249378289706e-16,5.917207547345107e-17
302.00100050025014,3.918140404332456e-16,8.546901072239247e-16,7.509605982579527e-16,1.0665683487230188e-16
302.2511255627814,7.031043004802817e-16,1.5337283199515092e-15,1.347587303258902e-15,1.9139405824102194e-16
302.50125062531265,1.2561091655235066e-15,2.74003472713518e-15,2.407490271088284e-15,3.4192911438468685e-16
302.7513756878439,2.2341014246910212e-15,4.8733944911900425e-15,4.281934717295441e-15,6.081512200986105e-16
303.0015007503752,3.955908675726097e-15,8.629287522432302e-15,7.581993596993692e-15,1.0768493592784079e-15
303.25162581290647,6.973607489206708e-15,1.5211995277395152e-14,1.3365790685602129e-14,1.8983058943424665e-15
303.5017508754377,1.2238737282747317e-14,2.669717417198811e-14,2.345707025100776e-14,3.331542126382427e-15
303.751875937969,2.1383736582045632e-14,4.664577127442311e-14,4.098460483674107e-14,5.8209288749891405e-15
304.00200100050023,3.719618937172652e-14,8.113852951080935e-14,7.129114768991249e-14,1.0125282451114748e-14
304.25212606303154,6.441413438469207e-14,1.4051084887900663e-13,1.2345774245432607e-13,1.7534358102414302e-14
304.5022511255628,1.1105337727620657e-13,2.422481410488175e-13,2.1284768291021654e-13,3.023016150483715e-14
304.75237618809405,1.9061199935004003e-13,4.15794671325487e-13,3.653317295847087e-13,5.18870444685359e-14
305.0025012506253,3.257141106760656e-13,7.105019204269709e-13,6.24271818191845e-13,8.866358152847889e-14
305.25262631315655,5.541033567408878e-13,1.2087026204123287e-12,1.0620083645158978e-12,1.5083407975056955e-13
305.50275137568786,9.384537180519347e-13,2.0471117064094913e-12,1.7986638885283894e-12,2.5545920490977394e-13
305.7528764382191,1.5823509353629152e-12,3.4516876656992156e-12,3.032773414041596e-12,4.307363315424334e-13
306.0030015007504,2.6561991145411322e-12,5.794144343334318e-12,5.090937716122747e-12,7.230516548980967e-13
306.2531265632816,4.439011986400723e-12,9.683113005419498e-12,8.50792149585985e-12,1.2083563108310149e-12
306.5032516258129,7.385499592623315e-12,1.61104830029615e-11,1.4155233401992383e-11,2.0104282368974544e-12
306.7533766883442,1.2233234757115738e-11,2.6685171145713563e-11,2.3446523972636388e-11,3.3300442679416754e-12
307.00350175087544,2.0173005739233797e-11,4.4004723310144097e-11,3.866408779492711e-11,5.491352325272349e-12
307.2536268134067,3.311828085847649e-11,7.224311560327013e-11,6.347532615027273e-11,9.015223162680023e-12
307.50375187593795,5.4129352027697806e-11,1.1807596694941997e-10,1.0374567112778276e-10,1.4734707706184077e-11
307.75387693846926,8.807765479334234e-11,1.921296647157265e-10,1.688118380434474e-10,2.3975873536450305e-11
308.0040020010005,1.4268112569193792e-10,3.1123985879022964e-10,2.734662172679106e-10,3.883964251381106e-11
308.25412706353177,2.3010983576962684e-10,5.019539371017759e-10,4.410342716241666e-10,6.263886492948435e-11
308.504252126063,3.694636432909978e-10,8.059356947764216e-10,7.081232675929103e-10,1.0057276852619751e-10
308.7543771885943,5.905764231986946e-10,1.2882637536661005e-09,1.1319135567269032e-09,1.6076251881869316e-10
309.0045022511256,9.398279846154686e-10,2.050109485752065e-09,1.8012978422263637e-09,2.5583329799172505e-10
309.25462731365684,1.4889787871407135e-09,3.2480087692321087e-09,2.853814017354224e-09,4.0531922861371843e-10
309.5047523761881,2.3485322011754677e-09,5.123009978463199e-09,4.501255608075318e-09,6.393007532248751e-10
309.75487743871935,3.687842785393176e-09,8.044537511181096e-09,7.068211801031589e-09,1.0038783667929918e-09
310.0050025012506,5.765223504598228e-09,1.257606667149147e-08,1.1049771690970116e-08,1.5693681896951036e-09
310.2551275637819,8.972795487544211e-09,1.957295743885955e-08,1.7197484449311023e-08,2.442510650204703e-09
310.50525262631317,1.3902959591528836e-08,3.0327453326773174e-08,2.6646760388846826e-08,3.78456490163122e-09
310.7553776888444,2.1446410895485026e-08,4.678248693579775e-08,4.110472799481833e-08,5.837989631392482e-09
311.0055027513757,3.293592424365234e-08,7.184532895298906e-08,6.312581689732914e-08,8.965583340345776e-09
311.2556278139069,5.035620099295476e-08,1.0984534086238463e-07,9.651395540050781e-08,1.3707607333732248e-08
311.50575287643824,7.664854801538485e-08,1.671985915803052e-07,1.469065258855712e-07,2.0864723274947103e-08
311.7558779389695,1.1615095282929677e-07,2.533678226999272e-07,2.2261782382395425e-07,3.161778731174759e-08
312.00600300150074,1.7523041603256322e-07,3.822417974153244e-07,3.3585100194801003e-07,4.769997911949263e-08
312.256128064032,2.6318678441652337e-07,5.741068919943477e-07,5.044303794230472e-07,7.16428369311276e-08
312.5062531265633,3.9353787344550246e-07,8.584504191832736e-07,7.542645397623202e-07,1.0712608444981167e-07
312.75637818909456,5.858370870603068e-07,1.2779255235510951e-06,1.1228300264432669e-06,1.5947241040053278e-07
313.0065032516258,8.682305429782228e-07,1.8939292095112445e-06,1.664072393270546e-06,2.363435510149726e-07
313.25662831415707,1.2810353909196073e-06,2.7944079656054607e-06,2.4552644986659138e-06,3.487143544008997e-07
313.5067533766883,1.8817202876489572e-06,4.1047220069953826e-06,3.606552208809223e-06,5.122285300795103e-07
