mixture,concentration_percent,pressure_bar,wavelength_nm,experimental_ph_MeV_nm
ArN2,0.1,1,294.76,2.5271756967975914
ArN2,0.1,1,295.13,2.7314424804342803
ArN2,0.1,1,295.5,2.371667728954493
ArN2,0.1,1,295.86,2.371667728954493
ArN2,0.1,1,296.23,2.968370192186268
ArN2,0.1,1,296.6,3.3894495222575567
ArN2,0.1,1,296.97,3.3894495222575567
ArN2,0.1,1,297.34,3.0981578698422823
ArN2,0.1,1,297.71,2.9141575456799367
ArN2,0.1,1,298.07,3.0981578698422823
ArN2,0.1,1,298.44,2.9141575456799367
ArN2,0.1,1,298.81,3.118932706975889
ArN2,0.1,1,299.18,3.1310697729397017
ArN2,0.1,1,299.55,3.1820136598376374
ArN2,0.1,1,299.91,3.1820136598376374
ArN2,0.1,1,300.28,3.1820136598376374
ArN2,0.1,1,300.65,3.8920170467687756
ArN2,0.1,1,301.02,5.335451559001285
ArN2,0.1,1,301.39,7.352546450952026
ArN2,0.1,1,301.75,8.689413891227417
ArN2,0.1,1,302.12,9.067065045893315
ArN2,0.1,1,302.49,12.59020908542972
ArN2,0.1,1,302.86,16.543839199611934
ArN2,0.1,1,303.23,18.778563129387692
ArN2,0.1,1,303.59,21.69206442018923
ArN2,0.1,1,303.96,27.235891268929514
ArN2,0.1,1,304.33,29.45745139394026
ArN2,0.1,1,304.7,34.61981529784564
ArN2,0.1,1,305.06,36.57821032048424
ArN2,0.1,1,305.43,36.81218778016504
ArN2,0.1,1,305.8,38.72912891870105
ArN2,0.1,1,306.17,39.63313155877491
ArN2,0.1,1,306.53,40.33942041721857
ArN2,0.1,1,306.9,40.84361631553328
ArN2,0.1,1,307.27,41.67533628577336
ArN2,0.1,1,307.64,43.02516501530394
ArN2,0.1,1,308.0,43.529027104812336
ArN2,0.1,1,308.37,43.529027104812336
ArN2,0.1,1,308.74,45.51845907443774
ArN2,0.1,1,309.11,46.340959170986025
ArN2,0.1,1,309.47,46.5415301369717
ArN2,0.1,1,309.84,46.69912100284252
ArN2,0.1,1,310.21,46.69912100284252
ArN2,0.1,1,310.57,46.69912100284252
ArN2,0.1,1,310.94,46.505477107884126
ArN2,0.1,1,311.31,46.296022797250856
ArN2,0.1,1,311.67,45.1679037257223
ArN2,0.1,1,312.04,43.05954584778287
ArN2,0.1,1,312.41,41.92311450313626
ArN2,0.1,1,312.77,36.520724315783326
ArN2,0.1,1,313.14,32.23317430232119
ArN2,0.1,1,313.51,29.019386779059758
ArN2,0.1,1,313.87,27.915987403867607
ArN2,0.1,1,314.24,26.753442850102267
ArN2,0.1,1,314.61,25.47900455287255
ArN2,0.1,1,314.97,23.592427392241238
ArN2,0.1,1,315.34,22.98260769985133
ArN2,0.1,1,315.71,22.913158095338545
ArN2,0.1,1,316.07,21.332867215590714
ArN2,0.1,1,316.44,20.689747887133606
ArN2,0.1,1,316.81,18.662877357017752
