mixture,concentration_percent,pressure_bar,wavelength_nm,experimental_ph_MeV_nm
ArN2,0.1,1,757.82,59.284855168921574
ArN2,0.1,1,758.13,68.54780383574644
ArN2,0.1,1,758.44,73.24181140590831
ArN2,0.1,1,758.75,89.57000880798637
ArN2,0.1,1,759.06,114.77640613528173
ArN2,0.1,1,759.37,123.69588257819643
ArN2,0.1,1,759.68,124.87516331077109
ArN2,0.1,1,759.98,135.42098296801808
ArN2,0.1,1,760.29,139.96297938701724
ArN2,0.1,1,760.6,148.09669930253398
ArN2,0.1,1,760.91,151.61029055119232
ArN2,0.1,1,761.22,153.0762319573422
ArN2,0.1,1,761.53,153.0762319573422
ArN2,0.1,1,761.83,155.298810517559
ArN2,0.1,1,762.14,157.31103595503427
ArN2,0.1,1,762.45,157.31103595503427
ArN2,0.1,1,762.76,156.8747191762671
ArN2,0.1,1,763.07,156.8747191762671
ArN2,0.1,1,763.37,155.98883127270062
ArN2,0.1,1,763.68,158.97959418873234
ArN2,0.1,1,763.99,152.96692869329323
ArN2,0.1,1,764.3,148.82773913852785
ArN2,0.1,1,764.6,148.82773913852785
ArN2,0.1,1,764.91,148.82773913852785
ArN2,0.1,1,765.22,133.65597228845579
ArN2,0.1,1,765.53,124.90967923262588
ArN2,0.1,1,765.84,124.90967923262588
ArN2,0.1,1,766.14,130.96611810771003
ArN2,0.1,1,766.45,128.58493744207968
ArN2,0.1,1,766.76,128.58493744207968
ArN2,0.1,1,767.06,143.17543311655754
ArN2,0.1,1,767.37,143.17543311655754
ArN2,0.1,1,767.68,147.94808409893403
ArN2,0.1,1,767.99,150.3112252456865
ArN2,0.1,1,768.29,177.67522448921292
ArN2,0.1,1,768.6,197.39494694291332
ArN2,0.1,1,768.91,215.5020163164409
ArN2,0.1,1,769.21,218.44949076098584
ArN2,0.1,1,769.52,219.95398593591818
ArN2,0.1,1,769.83,221.99747188896825
ArN2,0.1,1,770.13,223.17444129122305
ArN2,0.1,1,770.44,223.17444129122305
ArN2,0.1,1,770.75,226.39552931891214
ArN2,0.1,1,771.05,228.00823433432305
ArN2,0.1,1,771.36,228.00823433432305
ArN2,0.1,1,771.67,228.00823433432305
ArN2,0.1,1,771.97,224.3953375597826
ArN2,0.1,1,772.28,223.71994813462203
ArN2,0.1,1,772.59,220.80128504223015
ArN2,0.1,1,772.89,217.24036685696933
ArN2,0.1,1,773.2,209.6809403188409
ArN2,0.1,1,773.51,204.72381929310578
ArN2,0.1,1,773.81,202.4072422223755
ArN2,0.1,1,774.12,200.3587195371122
ArN2,0.1,1,774.42,178.34247415450608
ArN2,0.1,1,774.73,166.3772640926391
ArN2,0.1,1,775.04,153.9644828827252
ArN2,0.1,1,775.34,107.49789474576946
ArN2,0.1,1,775.65,87.13836711269067
ArN2,0.1,1,775.95,76.56304527978547
ArN2,0.1,1,776.26,48.20247891755039
ArN2,0.1,1,776.56,37.61531673621861
ArN2,0.1,1,776.87,31.78367302055241
ArN2,0.1,1,777.18,24.733458077392832
ArN2,0.1,1,777.48,16.210657352803324
ArN2,0.1,1,777.79,12.237375999938584
ArN2,0.1,1,778.09,9.409766096026136
ArN2,0.1,1,778.4,7.402711739610574
ArN2,0.1,1,778.7,7.106666041581838
ArN2,0.1,1,779.01,6.764001563317532
ArN2,0.1,1,779.31,7.106666041581838
ArN2,0.1,1,779.62,7.865375610492206
ArN2,0.1,1,779.92,7.865375610492206
ArN2,0.1,1,780.23,11.059084742583037
ArN2,0.1,1,780.53,15.891230718133425
ArN2,0.1,1,780.84,17.589918739659996
ArN2,0.1,1,781.14,19.13595737570311
ArN2,0.1,1,781.45,21.882125578576478
ArN2,0.1,1,781.75,23.248490338709097
ArN2,0.1,1,782.06,23.248490338709097
ArN2,0.1,1,782.36,23.248490338709097
ArN2,0.1,1,782.67,23.248490338709097
ArN2,0.1,1,782.97,20.344810442364334
ArN2,0.1,1,783.28,18.24182525882105
ArN2,0.1,1,783.58,0.0
ArN2,0.1,1,783.89,0.0
ArN2,0.1,1,784.19,0.0
ArN2,0.1,1,784.49,0.0
ArN2,0.1,1,784.8,0.0
ArN2,0.1,1,785.1,4.302115853188389
ArN2,0.1,1,785.41,4.194502117385327
ArN2,0.1,1,785.71,0.0
ArN2,0.1,1,786.02,0.0
ArN2,0.1,1,786.32,4.375798098736442
ArN2,0.1,1,786.62,6.583369046745388
ArN2,0.1,1,786.93,6.583369046745388
ArN2,0.1,1,787.23,1.4688135940237976
ArN2,0.1,1,787.54,1.4688135940237976
ArN2,0.1,1,787.84,0.0
ArN2,0.1,1,788.14,0.0
ArN2,0.1,1,788.45,0.0
ArN2,0.1,1,788.75,0.0
ArN2,0.1,1,789.05,0.0
ArN2,0.1,1,789.36,3.8577397742831168
ArN2,0.1,1,789.66,4.78786438465206
ArN2,0.1,1,789.96,8.721228490722053
ArN2,0.1,1,790.27,13.772212358745085
ArN2,0.1,1,790.57,20.413715424056825
ArN2,0.1,1,790.87,21.242366295696193
ArN2,0.1,1,791.18,25.83190512083423
ArN2,0.1,1,791.48,21.242366295696193
ArN2,0.1,1,791.78,24.22596015777437
ArN2,0.1,1,792.09,27.04154489897445
ArN2,0.1,1,792.39,27.3024455777688
ArN2,0.1,1,792.69,23.22846192984486
ArN2,0.1,1,793.0,23.22846192984486
ArN2,0.1,1,793.3,27.3024455777688
ArN2,0.1,1,793.6,20.24486806776667
ArN2,0.1,1,793.9,19.86941024873419
ArN2,0.1,1,794.21,23.10464053523208
ArN2,0.1,1,794.51,20.39500176292969
ArN2,0.1,1,794.81,23.10464053523208
ArN2,0.1,1,795.11,32.33905872588125
ArN2,0.1,1,795.42,24.551774538269008
ArN2,0.1,1,795.72,25.754035630887245
ArN2,0.1,1,796.02,21.84716757149663
ArN2,0.1,1,796.32,21.84716757149663
ArN2,0.1,1,796.63,33.73424223062378
ArN2,0.1,1,796.93,42.12525825444261
ArN2,0.1,1,797.23,46.98546446396378
ArN2,0.1,1,797.53,39.0533668957028
ArN2,0.1,1,797.84,39.0533668957028
ArN2,0.1,1,798.14,34.35334920368768
ArN2,0.1,1,798.44,29.615665344909043
ArN2,0.1,1,798.74,38.83663128423747
ArN2,0.1,1,799.04,38.83663128423747
ArN2,0.1,1,799.34,22.829733389801717
ArN2,0.1,1,799.65,16.91687214929625
ArN2,0.1,1,799.95,12.898590811270491
ArN2,1.0,1,200.34,0.0
ArN2,1.0,1,200.72,0.0
ArN2,1.0,1,201.1,0.0
ArN2,1.0,1,201.48,0.0
ArN2,1.0,1,201.85,0.0
ArN2,1.0,1,202.23,0.0
ArN2,1.0,1,202.61,0.0
ArN2,1.0,1,202.99,0.0
ArN2,1.0,1,203.36,0.0
ArN2,1.0,1,203.74,0.0
ArN2,1.0,1,204.12,0.0
ArN2,1.0,1,204.49,0.0
ArN2,1.0,1,204.87,0.0
ArN2,1.0,1,205.25,0.0
ArN2,1.0,1,205.63,0.0
ArN2,1.0,1,206.0,0.0
ArN2,1.0,1,206.38,0.0
ArN2,1.0,1,206.76,0.0
ArN2,1.0,1,207.14,0.0
ArN2,1.0,1,207.51,0.0
ArN2,1.0,1,207.89,0.0
ArN2,1.0,1,208.27,0.0
ArN2,1.0,1,208.64,0.0
ArN2,1.0,1,209.02,0.0
ArN2,1.0,1,209.4,0.0
ArN2,1.0,1,209.77,0.0
ArN2,1.0,1,210.15,0.0
ArN2,1.0,1,210.53,6.729168998153103
ArN2,1.0,1,210.9,12.978091489380036
ArN2,1.0,1,211.28,12.978091489380036
ArN2,1.0,1,211.66,12.978091489380036
ArN2,1.0,1,212.03,28.30088955029732
ArN2,1.0,1,212.41,35.90370562566866
ArN2,1.0,1,212.79,42.665571220220755
ArN2,1.0,1,213.16,34.834818207646904
ArN2,1.0,1,213.54,25.833047272530354
ArN2,1.0,1,213.92,23.113190545714687
ArN2,1.0,1,214.29,19.486956630331818
ArN2,1.0,1,214.67,16.913031838431703
ArN2,1.0,1,215.05,23.113190545714687
ArN2,1.0,1,215.42,27.68828471578625
ArN2,1.0,1,215.8,27.776977683748704
ArN2,1.0,1,216.17,24.281377513434613
ArN2,1.0,1,216.55,40.04592840359771
ArN2,1.0,1,216.93,28.760279719237325
ArN2,1.0,1,217.3,28.760279719237325
ArN2,1.0,1,217.68,28.760279719237325
ArN2,1.0,1,218.05,22.494807303060693
ArN2,1.0,1,218.43,41.421551083872366
ArN2,1.0,1,218.81,41.421551083872366
ArN2,1.0,1,219.18,28.75387919577611
ArN2,1.0,1,219.56,35.706545423058614
ArN2,1.0,1,219.93,43.61488268573304
ArN2,1.0,1,220.31,40.752900991973995
ArN2,1.0,1,220.69,39.505713277532855
ArN2,1.0,1,221.06,43.61488268573304
ArN2,1.0,1,221.44,45.01111116077088
ArN2,1.0,1,221.81,45.01111116077088
ArN2,1.0,1,222.19,41.64988863703757
ArN2,1.0,1,222.56,40.15419577335511
ArN2,1.0,1,222.94,39.40624888888822
ArN2,1.0,1,223.32,40.15419577335511
ArN2,1.0,1,223.69,39.647753075959784
ArN2,1.0,1,224.07,38.798312176608015
ArN2,1.0,1,224.44,37.36227440672169
ArN2,1.0,1,224.82,37.010245616355235
ArN2,1.0,1,225.19,37.010245616355235
ArN2,1.0,1,225.57,35.791711837187606
ArN2,1.0,1,225.94,36.025788123768926
ArN2,1.0,1,226.32,34.380211644029714
ArN2,1.0,1,226.69,34.380211644029714
ArN2,1.0,1,227.07,33.16727267163854
ArN2,1.0,1,227.44,33.16727267163854
ArN2,1.0,1,227.82,32.64657146787621
ArN2,1.0,1,228.19,30.25065438211572
ArN2,1.0,1,228.57,23.24587211785849
ArN2,1.0,1,228.94,20.467807005745122
ArN2,1.0,1,229.32,20.07097455115022
ArN2,1.0,1,229.69,20.07097455115022
ArN2,1.0,1,230.07,20.07097455115022
ArN2,1.0,1,230.44,20.956313439734895
ArN2,1.0,1,230.82,26.16579173628166
ArN2,1.0,1,231.19,26.16579173628166
ArN2,1.0,1,231.57,29.838854746059866
ArN2,1.0,1,231.94,33.468024679996134
ArN2,1.0,1,232.32,38.11643349057185
ArN2,1.0,1,232.69,40.23236610217035
ArN2,1.0,1,233.07,40.83767274950175
ArN2,1.0,1,233.44,40.83767274950175
ArN2,1.0,1,233.82,39.78879883493609
ArN2,1.0,1,234.19,38.565384493350884
ArN2,1.0,1,234.57,37.14466822821297
ArN2,1.0,1,234.94,37.14466822821297
ArN2,1.0,1,235.31,39.16977678018782
ArN2,1.0,1,235.69,38.142427163576336
ArN2,1.0,1,236.06,36.19389567668257
ArN2,1.0,1,236.44,33.46407979635337
ArN2,1.0,1,236.81,30.742604774121556
ArN2,1.0,1,237.19,29.22765054179148
ArN2,1.0,1,237.56,29.22765054179148
ArN2,1.0,1,237.93,26.597676240657762
ArN2,1.0,1,238.31,26.22918421937699
ArN2,1.0,1,238.68,25.944559514550956
ArN2,1.0,1,239.06,22.475236199968382
ArN2,1.0,1,239.43,21.836098214342034
ArN2,1.0,1,239.81,20.70880602530846
ArN2,1.0,1,240.18,18.847168058591357
ArN2,1.0,1,240.55,18.847168058591357
ArN2,1.0,1,240.93,18.847168058591357
ArN2,1.0,1,241.3,21.836098214342034
ArN2,1.0,1,241.67,23.40279188119216
ArN2,1.0,1,242.05,24.59776047613693
ArN2,1.0,1,242.42,25.85610878262345
ArN2,1.0,1,242.8,26.34355524025329
ArN2,1.0,1,243.17,27.89668220801486
ArN2,1.0,1,243.54,28.774344049622993
ArN2,1.0,1,243.92,29.12400724447546
ArN2,1.0,1,244.29,30.09351267063681
ArN2,1.0,1,244.66,32.70595914896556
ArN2,1.0,1,245.04,32.70595914896556
ArN2,1.0,1,245.41,33.94674633994548
ArN2,1.0,1,245.78,33.94674633994548
ArN2,1.0,1,246.16,32.70595914896556
ArN2,1.0,1,246.53,33.94674633994548
ArN2,1.0,1,246.9,33.94674633994548
ArN2,1.0,1,247.28,33.94674633994548
ArN2,1.0,1,247.65,31.683818971283927
ArN2,1.0,1,248.02,30.310498362104674
ArN2,1.0,1,248.4,28.1414697564511
ArN2,1.0,1,248.77,23.8686351150752
ArN2,1.0,1,249.14,21.4872099763239
ArN2,1.0,1,249.52,18.825921865953607
ArN2,1.0,1,249.89,15.312639208650147
ArN2,1.0,1,250.26,14.07334146621795
ArN2,1.0,1,250.64,12.074559976184576
ArN2,1.0,1,251.01,10.983179289999145
ArN2,1.0,1,251.38,10.935536532209474
ArN2,1.0,1,251.75,9.994202403164651
ArN2,1.0,1,252.13,9.994202403164651
ArN2,1.0,1,252.5,9.994202403164651
ArN2,1.0,1,252.87,11.721942068306188
ArN2,1.0,1,253.25,13.889555006831827
ArN2,1.0,1,253.62,14.938138943157009
ArN2,1.0,1,253.99,17.665070125592674
ArN2,1.0,1,254.36,20.164210666793377
ArN2,1.0,1,254.74,20.875583131481932
ArN2,1.0,1,255.11,20.97550850396548
ArN2,1.0,1,255.48,21.197357425859668
ArN2,1.0,1,255.85,21.491548415733668
ArN2,1.0,1,256.23,22.569727406053456
ArN2,1.0,1,256.6,22.100512505042893
ArN2,1.0,1,256.97,22.100512505042893
ArN2,1.0,1,257.34,21.80906459665227
ArN2,1.0,1,257.71,21.147408276923645
ArN2,1.0,1,258.09,20.871271407597238
ArN2,1.0,1,258.46,20.663281595232952
ArN2,1.0,1,258.83,20.058629141451277
ArN2,1.0,1,259.2,18.938799263673225
ArN2,1.0,1,259.58,18.62944522783165
ArN2,1.0,1,259.95,15.450488709770516
ArN2,1.0,1,260.32,13.421926600207676
ArN2,1.0,1,260.69,12.979630611861811
ArN2,1.0,1,261.06,11.350358842393982
ArN2,1.0,1,261.44,11.350358842393982
ArN2,1.0,1,261.81,10.496490260120677
ArN2,1.0,1,262.18,10.450378243433182
ArN2,1.0,1,262.55,8.300564327168635
ArN2,1.0,1,262.92,6.970791508735801
ArN2,1.0,1,263.29,6.032749077471028
ArN2,1.0,1,263.67,5.44574015220491
ArN2,1.0,1,264.04,4.812728381891428
ArN2,1.0,1,264.41,6.032749077471028
ArN2,1.0,1,264.78,6.032749077471028
ArN2,1.0,1,265.15,7.148412654478689
ArN2,1.0,1,265.52,7.556000576531239
ArN2,1.0,1,265.9,7.753947088373296
ArN2,1.0,1,266.27,8.810467487461006
ArN2,1.0,1,266.64,8.926865578405545
ArN2,1.0,1,267.01,9.611382667651759
ArN2,1.0,1,267.38,10.900850569238077
ArN2,1.0,1,267.75,11.42925949898553
ArN2,1.0,1,268.12,11.78754874187005
ArN2,1.0,1,268.5,12.17864231470584
ArN2,1.0,1,268.87,12.342929853161973
ArN2,1.0,1,269.24,12.342929853161973
ArN2,1.0,1,269.61,12.586246565077182
ArN2,1.0,1,269.98,12.73647599431668
ArN2,1.0,1,270.35,12.73647599431668
ArN2,1.0,1,270.72,12.780039414274531
ArN2,1.0,1,271.09,12.711971133065196
ArN2,1.0,1,271.46,12.024938315587402
ArN2,1.0,1,271.83,12.024938315587402
ArN2,1.0,1,272.21,11.386798494649438
ArN2,1.0,1,272.58,10.28892737050664
ArN2,1.0,1,272.95,8.878084766432728
ArN2,1.0,1,273.32,8.198043255263093
ArN2,1.0,1,273.69,7.521973504384631
ArN2,1.0,1,274.06,6.17201741206934
ArN2,1.0,1,274.43,5.582620637341519
ArN2,1.0,1,274.8,5.582620637341519
ArN2,1.0,1,275.17,5.582620637341519
ArN2,1.0,1,275.54,5.505357036449235
ArN2,1.0,1,275.91,3.9762678668548728
ArN2,1.0,1,276.28,4.754758506548415
ArN2,1.0,1,276.65,4.358653425637335
ArN2,1.0,1,277.02,3.0229556153326467
ArN2,1.0,1,277.39,5.104560890442463
ArN2,1.0,1,277.76,5.628123709569288
ArN2,1.0,1,278.13,5.949353363120734
ArN2,1.0,1,278.5,5.347963654067263
ArN2,1.0,1,278.87,4.921597355501356
ArN2,1.0,1,279.24,4.699553894776306
ArN2,1.0,1,279.61,4.699553894776306
ArN2,1.0,1,279.98,4.921597355501356
ArN2,1.0,1,280.35,4.921597355501356
ArN2,1.0,1,280.72,5.669193307618709
ArN2,1.0,1,281.09,5.347963654067263
ArN2,1.0,1,281.46,5.537891140614496
ArN2,1.0,1,281.83,5.86590058566197
ArN2,1.0,1,282.2,6.048241489250093
ArN2,1.0,1,282.57,6.197739430094025
ArN2,1.0,1,282.94,6.106947931244391
ArN2,1.0,1,283.31,6.414781443657849
ArN2,1.0,1,283.68,6.559433273881153
ArN2,1.0,1,284.05,6.324645301722914
ArN2,1.0,1,284.42,6.191343404882892
ArN2,1.0,1,284.79,5.892691348149598
ArN2,1.0,1,285.16,5.892691348149598
ArN2,1.0,1,285.53,5.521844197387083
ArN2,1.0,1,285.9,5.076446851104854
ArN2,1.0,1,286.27,4.7669358237307184
ArN2,1.0,1,286.64,4.7669358237307184
ArN2,1.0,1,287.01,4.5199728122118765
ArN2,1.0,1,287.38,3.4054893458931
ArN2,1.0,1,287.75,2.68360173551827
ArN2,1.0,1,288.12,2.5203358462868843
ArN2,1.0,1,288.49,1.9795172036916908
ArN2,1.0,1,288.86,1.5233427530064434
ArN2,1.0,1,289.23,2.0972635308944407
ArN2,1.0,1,289.59,2.21174146480062
ArN2,1.0,1,289.96,2.217686664639537
ArN2,1.0,1,290.33,2.217686664639537
ArN2,1.0,1,290.7,2.217686664639537
ArN2,1.0,1,291.07,2.2744684513453977
ArN2,1.0,1,291.44,2.3512705908615446
ArN2,1.0,1,291.81,2.3512705908615446
ArN2,1.0,1,292.18,2.6833082851160373
ArN2,1.0,1,292.55,4.0073192492984875
ArN2,1.0,1,292.91,4.768483066733546
ArN2,1.0,1,293.28,5.343136347521853
ArN2,1.0,1,293.65,5.5634057906368595
ArN2,1.0,1,294.02,5.74195327347832
ArN2,1.0,1,294.39,6.443481471434916
ArN2,1.0,1,294.76,5.932688872622323
ArN2,1.0,1,295.13,6.0908126287223485
ArN2,1.0,1,295.5,5.932688872622323
ArN2,1.0,1,295.86,5.74195327347832
ArN2,1.0,1,296.23,6.0908126287223485
ArN2,1.0,1,296.6,6.231435976447877
ArN2,1.0,1,296.97,6.2686504485723304
ArN2,1.0,1,297.34,6.186911916689915
ArN2,1.0,1,297.71,6.231435976447877
ArN2,1.0,1,298.07,6.186911916689915
ArN2,1.0,1,298.44,5.98135838121353
ArN2,1.0,1,298.81,6.2686504485723304
ArN2,1.0,1,299.18,5.811884088919196
ArN2,1.0,1,299.55,5.811884088919196
ArN2,1.0,1,299.91,5.524683457609843
ArN2,1.0,1,300.28,5.524683457609843
ArN2,1.0,1,300.65,5.524683457609843
ArN2,1.0,1,301.02,6.590062985542674
ArN2,1.0,1,301.39,8.290922846776319
ArN2,1.0,1,301.75,9.021182023556365
ArN2,1.0,1,302.12,10.408751157804625
ArN2,1.0,1,302.49,10.965504593338514
ArN2,1.0,1,302.86,12.360397991398697
ArN2,1.0,1,303.23,14.777555981977482
ArN2,1.0,1,303.59,19.246954353247116
ArN2,1.0,1,303.96,21.73514604103648
ArN2,1.0,1,304.33,23.000671016746956
ArN2,1.0,1,304.7,25.29067762799064
ArN2,1.0,1,305.06,26.248928487720516
ArN2,1.0,1,305.43,26.73294252214964
ArN2,1.0,1,305.8,28.41572636721233
ArN2,1.0,1,306.17,30.732698971958325
ArN2,1.0,1,306.53,32.70824005397359
ArN2,1.0,1,306.9,33.84061648457917
ArN2,1.0,1,307.27,34.704631205058625
ArN2,1.0,1,307.64,37.27267670032349
ArN2,1.0,1,308.0,38.85524453546495
ArN2,1.0,1,308.37,40.71960622580377
ArN2,1.0,1,308.74,44.73191000057208
ArN2,1.0,1,309.11,46.38552216152847
ArN2,1.0,1,309.47,50.105618847138246
ArN2,1.0,1,309.84,52.355029193738375
ArN2,1.0,1,310.21,57.01611373251621
ArN2,1.0,1,310.57,58.97554757490151
ArN2,1.0,1,310.94,59.11635909104809
ArN2,1.0,1,311.31,59.11635909104809
ArN2,1.0,1,311.67,59.11635909104809
ArN2,1.0,1,312.04,59.11635909104809
ArN2,1.0,1,312.41,58.69122215836382
ArN2,1.0,1,312.77,54.60976488743231
ArN2,1.0,1,313.14,52.05127236078472
ArN2,1.0,1,313.51,49.74504545582633
ArN2,1.0,1,313.87,48.60443541033093
ArN2,1.0,1,314.24,48.009848868404276
ArN2,1.0,1,314.61,46.00825501308513
ArN2,1.0,1,314.97,45.02600757277402
ArN2,1.0,1,315.34,44.60972174823458
ArN2,1.0,1,315.71,42.24261412594513
ArN2,1.0,1,316.07,40.80828345753002
ArN2,1.0,1,316.44,39.50287768948536
ArN2,1.0,1,316.81,38.01859216682892
ArN2,1.0,1,317.17,33.5636761214639
ArN2,1.0,1,317.54,30.817706125252105
ArN2,1.0,1,317.91,26.577781588574094
ArN2,1.0,1,318.27,20.659819363937434
ArN2,1.0,1,318.64,18.32414536071384
ArN2,1.0,1,319.0,13.74150944611099
ArN2,1.0,1,319.37,7.976452068657537
ArN2,1.0,1,319.74,5.760303185859712
ArN2,1.0,1,320.1,5.32945652087096
ArN2,1.0,1,320.47,5.090786659724544
ArN2,1.0,1,320.83,4.598799186602132
ArN2,1.0,1,321.2,3.9295343746628912
ArN2,1.0,1,321.57,3.906126746004759
ArN2,1.0,1,321.93,4.452135763291019
ArN2,1.0,1,322.3,4.480663810718118
ArN2,1.0,1,322.66,4.397229767578311
ArN2,1.0,1,323.03,4.024562121406588
ArN2,1.0,1,323.4,3.7029815355056037
ArN2,1.0,1,323.76,4.012014488302993
ArN2,1.0,1,324.13,4.012014488302993
ArN2,1.0,1,324.49,4.286866455897195
ArN2,1.0,1,324.86,4.468701707768135
ArN2,1.0,1,325.22,4.5537009893161615
ArN2,1.0,1,325.59,7.090393485568067
ArN2,1.0,1,325.95,8.106261992472476
ArN2,1.0,1,326.32,9.163550113293837
ArN2,1.0,1,326.68,9.975372219825942
ArN2,1.0,1,327.05,12.778845874602805
ArN2,1.0,1,327.42,14.908416842872505
ArN2,1.0,1,327.78,16.061805887290244
ArN2,1.0,1,328.15,18.940968396786765
ArN2,1.0,1,328.51,23.829735912218126
ArN2,1.0,1,328.88,32.309794165883616
ArN2,1.0,1,329.24,38.830140654526836
ArN2,1.0,1,329.61,46.93291339153113
ArN2,1.0,1,329.97,65.15897678757369
ArN2,1.0,1,330.34,92.75751748547415
ArN2,1.0,1,330.7,135.68998845117602
ArN2,1.0,1,331.07,200.13310542951788
ArN2,1.0,1,331.43,268.8517981862249
ArN2,1.0,1,331.8,331.0297484713286
ArN2,1.0,1,332.16,369.0857395275955
ArN2,1.0,1,332.52,387.82506246946946
ArN2,1.0,1,332.89,406.98139562899223
ArN2,1.0,1,333.25,419.30188648931136
ArN2,1.0,1,333.62,422.38311024554895
ArN2,1.0,1,333.98,425.2176277783697
ArN2,1.0,1,334.35,425.2176277783697
ArN2,1.0,1,334.71,425.2176277783697
ArN2,1.0,1,335.08,425.2176277783697
ArN2,1.0,1,335.44,423.672529652822
ArN2,1.0,1,335.81,419.64599312630304
ArN2,1.0,1,336.17,413.71898907745367
ArN2,1.0,1,336.53,400.69795936953574
ArN2,1.0,1,336.9,393.7660777559456
ArN2,1.0,1,337.26,391.7115218204273
ArN2,1.0,1,337.63,380.78734912942883
ArN2,1.0,1,337.99,362.20770313804184
ArN2,1.0,1,338.36,343.7202458381159
ArN2,1.0,1,338.72,326.0849146665737
ArN2,1.0,1,339.08,290.34759221019766
ArN2,1.0,1,339.45,240.46789844205153
ArN2,1.0,1,339.81,184.8423876852611
ArN2,1.0,1,340.18,115.57948650005999
ArN2,1.0,1,340.54,65.7731974325076
ArN2,1.0,1,340.9,36.19185201863756
ArN2,1.0,1,341.27,19.292114348614852
ArN2,1.0,1,341.63,10.603364240093189
ArN2,1.0,1,341.99,7.659233063272508
ArN2,1.0,1,342.36,7.240321763718363
ArN2,1.0,1,342.72,7.147697045629736
ArN2,1.0,1,343.09,7.147697045629736
ArN2,1.0,1,343.45,7.147697045629736
ArN2,1.0,1,343.81,7.147697045629736
ArN2,1.0,1,344.18,7.242376113848968
ArN2,1.0,1,344.54,7.435522740444792
ArN2,1.0,1,344.9,8.014521671330723
ArN2,1.0,1,345.27,8.246329200644686
ArN2,1.0,1,345.63,8.4809166193502
ArN2,1.0,1,345.99,9.54874652267989
ArN2,1.0,1,346.36,10.842368429819805
ArN2,1.0,1,346.72,14.26615244192655
ArN2,1.0,1,347.08,18.945121559662688
ArN2,1.0,1,347.45,20.37425528590748
ArN2,1.0,1,347.81,24.764392661432833
ArN2,1.0,1,348.17,27.60227415848511
ArN2,1.0,1,348.54,31.45312861813153
ArN2,1.0,1,348.9,37.48947217502384
ArN2,1.0,1,349.26,43.37126190898015
ArN2,1.0,1,349.62,46.7311554930446
ArN2,1.0,1,349.99,52.27232685365805
ArN2,1.0,1,350.35,61.001318482759324
ArN2,1.0,1,350.71,76.99109941586306
ArN2,1.0,1,351.08,103.15818640012465
ArN2,1.0,1,351.44,134.03742951654618
ArN2,1.0,1,351.8,184.6422566636241
ArN2,1.0,1,352.16,230.3576844905313
ArN2,1.0,1,352.53,259.67641861740805
ArN2,1.0,1,352.89,281.6490660014289
ArN2,1.0,1,353.25,291.15450801529573
ArN2,1.0,1,353.61,294.7024360432707
ArN2,1.0,1,353.98,297.3083634524769
ArN2,1.0,1,354.34,297.3083634524769
ArN2,1.0,1,354.7,297.3083634524769
ArN2,1.0,1,355.06,297.3083634524769
ArN2,1.0,1,355.43,295.9551099206786
ArN2,1.0,1,355.79,294.767858783163
ArN2,1.0,1,356.15,286.78503579880197
ArN2,1.0,1,356.51,280.0531831816795
ArN2,1.0,1,356.88,275.569140561417
ArN2,1.0,1,357.24,270.4453699220748
ArN2,1.0,1,357.6,260.39622745100843
ArN2,1.0,1,357.96,255.40101464824596
ArN2,1.0,1,358.32,250.34631782481435
ArN2,1.0,1,358.69,234.55663300885055
ArN2,1.0,1,359.05,226.21010885896442
ArN2,1.0,1,359.41,207.54797294655324
ArN2,1.0,1,359.77,182.64261419512974
ArN2,1.0,1,360.13,149.43482600601405
ArN2,1.0,1,360.49,108.21889660014209
ArN2,1.0,1,360.86,67.76652119023628
ArN2,1.0,1,361.22,38.91479238389987
ArN2,1.0,1,361.58,23.360237074309058
ArN2,1.0,1,361.94,12.266421732663169
ArN2,1.0,1,362.3,7.83800556037194
ArN2,1.0,1,362.66,6.814181424449661
ArN2,1.0,1,363.03,6.479799791626261
ArN2,1.0,1,363.39,6.399808062752294
ArN2,1.0,1,363.75,6.061714839603768
ArN2,1.0,1,364.11,5.754489713465779
ArN2,1.0,1,364.47,5.754489713465779
ArN2,1.0,1,364.83,5.50347767834782
ArN2,1.0,1,365.19,5.754489713465779
ArN2,1.0,1,365.56,6.169904227702408
ArN2,1.0,1,365.92,6.309892819403974
ArN2,1.0,1,366.28,6.427330313635491
ArN2,1.0,1,366.64,6.891228660285863
ArN2,1.0,1,367.0,6.891228660285863
ArN2,1.0,1,367.36,7.332696042716067
ArN2,1.0,1,367.72,8.318089569328187
ArN2,1.0,1,368.08,9.817191222671331
ArN2,1.0,1,368.44,10.91609407327355
ArN2,1.0,1,368.8,11.931993490152465
ArN2,1.0,1,369.17,12.680524301876627
ArN2,1.0,1,369.53,17.12692400033717
ArN2,1.0,1,369.89,20.64120577674395
ArN2,1.0,1,370.25,21.70378200734459
ArN2,1.0,1,370.61,22.475908488412454
ArN2,1.0,1,370.97,25.650083647372792
ArN2,1.0,1,371.33,26.97501721084126
ArN2,1.0,1,371.69,29.081817903315965
ArN2,1.0,1,372.05,30.0460174410473
ArN2,1.0,1,372.41,32.74796751840111
ArN2,1.0,1,372.77,34.54617653205256
ArN2,1.0,1,373.13,38.091400728502464
ArN2,1.0,1,373.49,43.49744684345989
ArN2,1.0,1,373.85,51.62686706911595
ArN2,1.0,1,374.21,64.78250843913374
ArN2,1.0,1,374.57,78.49928095909402
