concentration,Ar_1s2_1s3,ErrAr_1s2_1s3
0.001,69.903,0.08361027228793398
0.002,69.6043,0.08342625194078622
0.005,69.0096,0.0830722354396838
0.01,67.8122,0.08234576190415627
0.02,65.8692,0.08115832799937596
0.05,61.1121,0.07817402361774917
0.1,54.967200000000005,0.07414062689953574
0.2,45.071099999999994,0.067135058968241
0.5,25.0298,0.05002989853470658
1.0,0.0,0.0
