N2 concentration (%),1.0bar,Err 1.0bar,2.0bar,Err 2.0bar,2.5bar,Err 2.5bar,3.0bar,Err 3.0bar,4.0bar,Err 4.0bar,5.0bar,Err 5.0bar
0.1,0.12687819069581802,0.05181382643005534,0.06603940433629595,0.026968813277204663,0.0,0.0,0.03265217690728446,0.013334318668632009,0.023262271186720015,0.009499719967848786,0.01760186391157592,0.007188153586981364
0.5,0.252365897805199,0.05072715095986951,0.11537092107902172,0.023190289103451753,0.0,0.0,0.07224315611257578,0.01452133397503977,0.05725558574902896,0.01150873698406216,0.03332791599145002,0.006699123139771958
1.0,0.2600186999997649,0.04999310498084755,0.12486453248688509,0.024007372089034137,0.0,0.0,0.07888667207882963,0.015167330960543188,0.05958868430847106,0.01145695809688561,0.05366629237783631,0.010318275527031153
5.0,0.2321749877152358,0.04385215555524217,0.12893682088770667,0.024353000217667602,0.0,0.0,0.08665655897450292,0.016367296673200384,0.06594505602715303,0.012455402209598596,0.05135284019014266,0.009699290859804583
10.0,0.2255386396308693,0.018070794628909103,0.13042915021779264,0.010450352946468117,0.0,0.0,0.09374934460765674,0.0075114630281201645,0.07321776307834901,0.005866414561790575,0.04571381609144827,0.0036627204262839595
20.0,0.1479721742771461,0.011855949723434745,0.08652741589830593,0.006932821644342665,0.0,0.0,0.0631113139450176,0.005056657231450839,0.0497572517274702,0.003986691942177434,0.03401457189899186,0.0027253438443317415
50.0,0.07898442901923614,0.006328456170633521,0.04560439688473169,0.0036539534495199353,0.0,0.0,0.03600540841920737,0.002884855305230092,0.02603610811230294,0.002086086727327696,0.020603652108760653,0.0016508229652899972
100.0,0.043474019382915785,0.006158190667153084,0.025598853283144474,0.0,0.0,0.0,0.015770101923242047,0.002233869696481894,0.013800623833785046,0.0019548887841620466,0.009988658702302162,0.0014149155212933296
