N2 concentration (%),1.0bar,Err 1.0bar,2.0bar,Err 2.0bar,3.0bar,Err 3.0bar,4.0bar,Err 4.0bar,5.0bar,Err 5.0bar
0.1,0.007770148135987063,0.004360951017626835,0.006355233040143505,0.0035667211267009316,0.003984027638319778,0.002235905035387919,0.003780118049218518,0.002121839511712281,0.0022273063065136505,0.0012500048477096942
0.5,0.006419124699083225,0.0012048128617523069,0.0037191062131625586,0.0006976812899952664,0.0024463740715611245,0.0004593829171648053,0.002237276768099804,0.00041992076881882935,0.0023693720440595223,0.00044453898157629086
1.0,0.004747190875480136,0.0007097319521003801,0.003345754706918937,0.0005000612815034409,0.002618666226391377,0.0003924564638023056,0.0024059947550723994,0.0003595937907347347,0.001527599773921529,0.00022864495788957957
5.0,0.0019125368591495556,0.00020780496388014,0.0008241665374301569,9.042338607549925e-05,0.0015688959136659865,0.00017108836325875246,7.859778394199963e-05,3.2428656251170635e-05,0.001072097287887468,0.00011922451704901654
10.0,0.0009071116170025126,9.963539855851664e-05,0.000349021681664856,3.9671043148639704e-05,0.0010009340014403127,0.0001085968943429849,0.0011304539946789594,0.00012263028677569166,0.0004808548985556743,8.04170479748606e-05
20.0,0.00013544849192905504,1.4847492199276547e-05,0.0005576939372754292,6.118825461988695e-05,0.00010881835343338803,1.8334547851156077e-05,0.00028788119610458464,3.1373889204561795e-05,0.00019940913144344397,2.8074853903757357e-05
50.0,0.00027175226788190687,3.0571771736770737e-05,-0.00024342078442165968,3.124429184572144e-05,0.0011090192238770084,0.00012150067970884967,0.00043921074154709455,5.312886799605874e-05,0.0006382945966557181,6.935131954912769e-05
100.0,-0.003499497564120256,0.00045854315272284333,9.600112011316122e-05,0.00017699586667607734,0.0015937332384529873,0.00020481898985669724,0.0011871054463326214,0.00013396520241629482,0.0005433098740420922,5.422795017575067e-05
