concentration,electric_field,gap_mm,pressure,npe,ne,ni,ne_std,ni_std,n_entries,CF3,ErrCF3
0.1,95.4,0.57,10.0,100.0,218.4,226.79,227.15411046025534,236.91584385749104,100,237.0,15.394804318340652
0.2,95.5,0.57,10.0,100.0,144.05,156.34,165.50817825928442,180.9091641033302,100,373.0,19.313207915827967
0.5,96.8,0.57,10.0,100.0,84.3,104.67,92.99000706603593,115.49559919903197,100,621.0,24.919871588754223
1.0,104.4,0.57,10.0,100.0,175.34,248.13,262.3538446411255,365.7016683063125,100,2467.0,49.66890375275057
2.0,114.2,0.57,10.0,100.0,228.55,396.81,298.7093237597549,522.2704066637968,100,6250.0,79.05694150420949
5.0,133.1,0.57,10.0,100.0,82.17,242.53,179.2731145374554,511.78956090024406,100,7487.0,86.52745229116596
20.0,197.2,0.57,10.0,100.0,199.83,1128.14,570.9404443635966,3250.12633793292,100,79906.0,282.6764935398768
50.0,273.0,0.57,10.0,100.0,118.38,920.3,727.7878170639206,5527.205631321228,100,124499.0,352.84415823419835
100.0,358.4,0.57,10.0,100.0,2882.86,25091.95,7736.670301488838,67311.42586896096,100,7111167.0,2666.6771458127437
