concentration,electric_field,gap_mm,pressure,npe,ne,ni,ne_std,ni_std,n_entries,Ar_dbleStar,ErrAr_dbleStar
0.1,180.8,0.05,10.0,100.0,92.45,91.68,83.18087569151986,83.38942112495778,100,45375.0,213.01408404140793
0.2,181.7,0.05,10.0,100.0,103.7,103.25,88.93812399072684,89.43621111488265,100,51886.0,227.7849863357987
0.5,184.5,0.05,10.0,100.0,124.21,124.77,103.02978827857152,103.97142721328625,100,59996.0,244.94080917642123
1.0,182.3,0.05,10.0,100.0,71.34,72.24,60.010642153847776,61.370232642099815,100,36219.0,190.31290024588455
2.0,187.0,0.05,10.0,100.0,85.76,89.52,86.4081365416826,90.4788026963981,100,41997.0,204.93169593793928
5.0,202.0,0.05,10.0,100.0,105.93,116.66,105.61367134873012,116.73809242154947,100,47493.0,217.92888748396803
20.0,248.3,0.05,10.0,100.0,87.1,118.52,103.70027711991648,139.75429232128158,100,32438.0,180.1055246237605
50.0,314.6,0.05,10.0,100.0,79.9,142.02,120.85532715197166,209.41660088749586,100,20593.0,143.50261321662404
100.0,400.2,0.05,10.0,100.0,129.15,257.92,171.04730133191023,336.03753638334194,100,0.0,0.0
