mixture,kind,concentration_percent,pressure_bar,wavelength_nm,intensity_ph_MeV_nm,experimental_scale,normalisation_reference
ArCF4,experiment_scaled,0.1,1,763.99,35.92327657864733,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,764.3,35.92327657864733,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,764.6,32.36576783972998,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,764.91,30.100779576889867,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,765.22,29.640044386777987,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,765.53,28.831120007192236,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,765.84,28.831120007192236,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,766.14,28.324663004321152,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,766.45,28.324663004321152,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,766.76,28.324663004321152,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,767.06,28.324663004321152,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,767.37,28.751986100493628,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,767.68,29.726212418516464,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,767.99,32.305977776891034,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,768.29,34.13836734977876,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,768.6,36.30839492458054,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,768.91,39.1044596279313,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,769.21,40.66779391804377,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,769.52,40.89816151309971,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,769.83,44.02131303080471,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,770.13,49.21601437275323,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,770.44,52.221344296040286,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,770.75,53.01444189428632,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,771.05,53.01444189428632,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,771.36,53.01444189428632,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,771.67,53.60882546015585,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,771.97,53.4927623969979,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,772.28,53.4927623969979,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,772.59,52.44116070353642,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,772.89,49.13160487227471,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,773.2,45.38241622602074,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,773.51,44.07758603112371,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,773.81,42.8976115556845,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,774.12,42.8976115556845,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,774.42,41.86535370608267,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,774.73,37.76621733909488,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,775.04,31.275478458549188,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,775.34,27.848101032869547,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,775.65,23.639935727763664,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,775.95,17.745338944347473,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,776.26,14.674943364441548,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,776.56,8.170487940068103,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,776.87,3.320810431325515,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,777.18,3.320810431325515,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,777.48,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,777.79,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,778.09,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,778.4,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,778.7,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,779.01,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,779.31,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,779.62,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,779.92,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,780.23,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,780.53,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,780.84,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,781.14,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,781.45,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,781.75,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,782.06,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,782.36,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,782.67,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,782.97,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,783.28,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,783.58,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,783.89,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,784.19,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,784.49,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,784.8,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,785.1,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,785.41,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,785.71,0.31365163552807607,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,786.02,0.31365163552807607,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,786.32,0.31365163552807607,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,786.62,0.31365163552807607,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,786.93,0.31365163552807607,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,787.23,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,787.54,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,787.84,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,788.14,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,788.45,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,788.75,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,789.05,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,789.36,2.328295388198995,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,789.66,0.21482217871781661,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,789.96,1.5781411233214062,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,790.27,3.4767921540847673,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,790.57,3.4767921540847673,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,790.87,3.4767921540847673,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,791.18,1.5781411233214062,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,791.48,1.5781411233214062,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,791.78,0.29464191260781086,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,792.09,1.4431386784935845,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,792.39,1.2549582483642983,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,792.69,2.538439873765294,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,793.0,1.2549582483642983,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,793.3,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,793.6,0.5750573073224722,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,793.9,0.5750573073224722,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,794.21,1.4064205457854306,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,794.51,0.5750573073224722,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,794.81,1.4064205457854306,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,795.11,1.4064205457854306,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,795.42,1.4064205457854306,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,795.72,1.4064205457854306,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,796.02,2.0274106896182937,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,796.32,2.896476838294988,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,796.63,5.372664705457377,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,796.93,7.886485141583108,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,797.23,9.124842854853295,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,797.53,13.200766609209511,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,797.84,13.200766609209511,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,798.14,13.200766609209511,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,798.44,9.124842854853295,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,798.74,9.124842854853295,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,799.04,7.343274835378673,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,799.34,3.0491173516603003,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,799.65,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArCF4,experiment_scaled,0.1,1,799.95,0.0,0.24621447196857393,ArCF4_95_5_visible_1bar
ArN2,model,1.0,1,300.0,1.1962490764189584e-17,1.0,none
ArN2,model,1.0,1,300.25012506253125,2.2244282906426483e-17,1.0,none
ArN2,model,1.0,1,300.5002501250625,4.1179690187554606e-17,1.0,none
ArN2,model,1.0,1,300.7503751875938,7.589542733001519e-17,1.0,none
ArN2,model,1.0,1,301.00050025012507,1.39256673574001e-16,1.0,none
ArN2,model,1.0,1,301.2506253126563,2.5438077960462633e-16,1.0,none
ArN2,model,1.0,1,301.5007503751876,4.626157789435647e-16,1.0,none
ArN2,model,1.0,1,301.75087543771883,8.375764540772868e-16,1.0,none
ArN2,model,1.0,1,302.00100050025014,1.5097197933429048e-15,1.0,none
ArN2,model,1.0,1,302.2511255627814,2.7091690691989066e-15,1.0,none
ArN2,model,1.0,1,302.50125062531265,4.8399819151283515e-15,1.0,none
ArN2,model,1.0,1,302.7513756878439,8.608336591159659e-15,1.0,none
ArN2,model,1.0,1,303.0015007503752,1.5242724895199682e-14,1.0,none
ArN2,model,1.0,1,303.25162581290647,2.6870382811749705e-14,1.0,none
ArN2,model,1.0,1,303.5017508754377,4.7157738147557204e-14,1.0,none
ArN2,model,1.0,1,303.751875937969,8.239482775514592e-14,1.0,none
ArN2,model,1.0,1,304.00200100050023,1.4332264170353012e-13,1.0,none
ArN2,model,1.0,1,304.25212606303154,2.4819757235878767e-13,1.0,none
ArN2,model,1.0,1,304.5022511255628,4.2790575244847775e-13,1.0,none
ArN2,model,1.0,1,304.75237618809405,7.344573664313305e-13,1.0,none
ArN2,model,1.0,1,305.0025012506253,1.2550265919899226e-12,1.0,none
ArN2,model,1.0,1,305.25262631315655,2.1350455034854395e-12,1.0,none
ArN2,model,1.0,1,305.50275137568786,3.61600659259844e-12,1.0,none
ArN2,model,1.0,1,305.7528764382191,6.097041659075148e-12,1.0,none
ArN2,model,1.0,1,306.0030015007504,1.023474394600175e-11,1.0,none
ArN2,model,1.0,1,306.2531265632816,1.7104196295123218e-11,1.0,none
ArN2,model,1.0,1,306.5032516258129,2.8457466471544282e-11,1.0,none
ArN2,model,1.0,1,306.7533766883442,4.713653606952502e-11,1.0,none
ArN2,model,1.0,1,307.00350175087544,7.77296955006136e-11,1.0,none
ArN2,model,1.0,1,307.2536268134067,1.276098326600165e-10,1.0,none
ArN2,model,1.0,1,307.50375187593795,2.0856872323074439e-10,1.0,none
ArN2,model,1.0,1,307.75387693846926,3.393767580296486e-10,1.0,none
ArN2,model,1.0,1,308.0040020010005,5.49772334231257e-10,1.0,none
ArN2,model,1.0,1,308.25412706353177,8.866486084065651e-10,1.0,none
ArN2,model,1.0,1,308.504252126063,1.423600273691656e-09,1.0,none
ArN2,model,1.0,1,308.7543771885943,2.2755818413215605e-09,1.0,none
ArN2,model,1.0,1,309.0045022511256,3.6213018531511314e-09,1.0,none
ArN2,model,1.0,1,309.25462731365684,5.7372644031040915e-09,1.0,none
ArN2,model,1.0,1,309.5047523761881,9.049255982499339e-09,1.0,none
ArN2,model,1.0,1,309.75487743871935,1.4209825767572202e-08,1.0,none
ArN2,model,1.0,1,310.0050025012506,2.2214293363028673e-08,1.0,none
ArN2,model,1.0,1,310.2551275637819,3.457356182076721e-08,1.0,none
ArN2,model,1.0,1,310.50525262631317,5.357024280745173e-08,1.0,none
ArN2,model,1.0,1,310.7553776888444,8.263632152966458e-08,1.0,none
ArN2,model,1.0,1,311.0055027513757,1.2690718456056965e-07,1.0,none
ArN2,model,1.0,1,311.2556278139069,1.9403019165049505e-07,1.0,none
ArN2,model,1.0,1,311.50575287643824,2.9533865080961974e-07,1.0,none
ArN2,model,1.0,1,311.7558779389695,4.4754749551121104e-07,1.0,none
ArN2,model,1.0,1,312.00600300150074,6.75189758865072e-07,1.0,none
ArN2,model,1.0,1,312.256128064032,1.0140991816948248e-06,1.0,none
ArN2,model,1.0,1,312.5062531265633,1.5163619872166736e-06,1.0,none
ArN2,model,1.0,1,312.75637818909456,2.2573204498524907e-06,1.0,none
ArN2,model,1.0,1,313.0065032516258,3.3454258925221e-06,1.0,none
ArN2,model,1.0,1,313.25662831415707,4.936026497431245e-06,1.0,none
ArN2,model,1.0,1,313.5067533766883,7.250557842841117e-06,1.0,none
ArN2,model,1.0,1,313.75687843921963,1.0603109132337017e-05,1.0,none
ArN2,model,1.0,1,314.0070035017509,1.5437000274646223e-05,1.0,none
ArN2,model,1.0,1,314.25712856428214,2.237486702835907e-05,1.0,none
ArN2,model,1.0,1,314.5072536268134,3.2286865521850414e-05,1.0,none
ArN2,model,1.0,1,314.75737868934465,4.638303656770926e-05,1.0,none
ArN2,model,1.0,1,315.00750375187596,6.63376893694551e-05,1.0,none
ArN2,model,1.0,1,315.2576288144072,9.445596170465869e-05,1.0,none
ArN2,model,1.0,1,315.50775387693847,0.00013389559163471784,1.0,none
ArN2,model,1.0,1,315.7578789394697,0.0001889605105379745,1.0,none
ArN2,model,1.0,1,316.00800400200103,0.00026548726860024845,1.0,none
ArN2,model,1.0,1,316.2581290645323,0.0003713506733938606,1.0,none
ArN2,model,1.0,1,316.50825412706354,0.0005171215099168679,1.0,none
ArN2,model,1.0,1,316.7583791895948,0.0007169169698894389,1.0,none
ArN2,model,1.0,1,317.00850425212604,0.0009894935985110486,1.0,none
ArN2,model,1.0,1,317.25862931465736,0.0013596433030986343,1.0,none
ArN2,model,1.0,1,317.5087543771886,0.0018599653668555922,1.0,none
ArN2,model,1.0,1,317.75887943971986,0.0025331015340606085,1.0,none
ArN2,model,1.0,1,318.0090045022511,0.003434537075531169,1.0,none
ArN2,model,1.0,1,318.25912956478237,0.004636088209364843,1.0,none
ArN2,model,1.0,1,318.5092546273137,0.006230215125668434,1.0,none
ArN2,model,1.0,1,318.75937968984493,0.008335319777165463,1.0,none
ArN2,model,1.0,1,319.0095047523762,0.011102207995771426,1.0,none
ArN2,model,1.0,1,319.25962981490744,0.014721915602470556,1.0,none
ArN2,model,1.0,1,319.5097548774387,0.01943511696288586,1.0,none
ArN2,model,1.0,1,319.75987993997,0.025543350587269902,1.0,none
ArN2,model,1.0,1,320.01000500250126,0.03342230825697688,1.0,none
ArN2,model,1.0,1,320.2601300650325,0.04353743983648464,1.0,none
ArN2,model,1.0,1,320.51025512756377,0.05646212314268292,1.0,none
ArN2,model,1.0,1,320.760380190095,0.07289863444436052,1.0,none
ArN2,model,1.0,1,321.01050525262633,0.09370212756872119,1.0,none
ArN2,model,1.0,1,321.2606303151576,0.1199077852554853,1.0,none
ArN2,model,1.0,1,321.51075537768884,0.15276124233846083,1.0,none
ArN2,model,1.0,1,321.7608804402201,0.19375229367629376,1.0,none
ArN2,model,1.0,1,322.0110055027514,0.24465178792958941,1.0,none
ArN2,model,1.0,1,322.26113056528266,0.30755146925266547,1.0,none
ArN2,model,1.0,1,322.5112556278139,0.384906361492214,1.0,none
ArN2,model,1.0,1,322.76138069034516,0.4795790933984055,1.0,none
ArN2,model,1.0,1,323.0115057528764,0.5948853398771932,1.0,none
ArN2,model,1.0,1,323.2616308154077,0.7346393063436298,1.0,none
ArN2,model,1.0,1,323.511755877939,0.9031979156315463,1.0,none
ArN2,model,1.0,1,323.76188094047023,1.1055020767193948,1.0,none
ArN2,model,1.0,1,324.0120060030015,1.3471131311332945,1.0,none
ArN2,model,1.0,1,324.26213106553274,1.6342422980868327,1.0,none
ArN2,model,1.0,1,324.51225612806405,1.9737706873435639,1.0,none
ArN2,model,1.0,1,324.7623811905953,2.373257235694048,1.0,none
ArN2,model,1.0,1,325.01250625312656,2.8409317667952156,1.0,none
ArN2,model,1.0,1,325.2626313156578,3.38567029402067,1.0,none
ArN2,model,1.0,1,325.5127563781891,4.016949701379773,1.0,none
ArN2,model,1.0,1,325.7628814407204,4.744779067310997,1.0,none
ArN2,model,1.0,1,326.01300650325163,5.579605157349976,1.0,none
ArN2,model,1.0,1,326.2631315657829,6.5321900183988815,1.0,none
ArN2,model,1.0,1,326.51325662831414,7.613459169369998,1.0,none
ArN2,model,1.0,1,326.76338169084545,8.834319604435493,1.0,none
ArN2,model,1.0,1,327.0135067533767,10.205447703193173,1.0,none
ArN2,model,1.0,1,327.26363181590796,11.737048165962337,1.0,none
ArN2,model,1.0,1,327.5137568784392,13.438586242527848,1.0,none
ArN2,model,1.0,1,327.76388194097046,15.318496770134457,1.0,none
ArN2,model,1.0,1,328.0140070035018,17.383874843265726,1.0,none
ArN2,model,1.0,1,328.264132066033,19.640154256941518,1.0,none
ArN2,model,1.0,1,328.5142571285643,22.090781142557283,1.0,none
ArN2,model,1.0,1,328.76438219109554,24.736891390371472,1.0,none
ArN2,model,1.0,1,329.0145072536268,27.577001461847956,1.0,none
ArN2,model,1.0,1,329.2646323161581,30.606722973522928,1.0,none
ArN2,model,1.0,1,329.51475737868935,33.81851191979644,1.0,none
ArN2,model,1.0,1,329.7648824412206,37.201463538924216,1.0,none
ArN2,model,1.0,1,330.01500750375186,40.74116356791673,1.0,none
ArN2,model,1.0,1,330.2651325662831,44.41960594471313,1.0,none
ArN2,model,1.0,1,330.5152576288144,48.21518588267395,1.0,none
ArN2,model,1.0,1,330.7653826913457,52.10277566496149,1.0,none
ArN2,model,1.0,1,331.01550775387693,56.05388850728547,1.0,none
ArN2,model,1.0,1,331.2656328164082,60.036933460866415,1.0,none
ArN2,model,1.0,1,331.5157578789395,64.01756163893634,1.0,none
ArN2,model,1.0,1,331.76588294147075,67.95910113499049,1.0,none
ArN2,model,1.0,1,332.016008004002,71.82307496213693,1.0,none
ArN2,model,1.0,1,332.26613306653326,75.5697932962928,1.0,none
ArN2,model,1.0,1,332.5162581290645,79.15900837648418,1.0,none
ArN2,model,1.0,1,332.7663831915958,82.55061773061645,1.0,none
ArN2,model,1.0,1,333.0165082541271,85.705399079187,1.0,none
ArN2,model,1.0,1,333.26663331665833,88.58575843712022,1.0,none
ArN2,model,1.0,1,333.5167583791896,91.15647168384412,1.0,none
ArN2,model,1.0,1,333.7668834417209,93.38539928104481,1.0,none
ArN2,model,1.0,1,334.01700850425215,95.24415393675037,1.0,none
ArN2,model,1.0,1,334.2671335667834,96.70870186422258,1.0,none
ArN2,model,1.0,1,334.51725862931465,97.75987985304516,1.0,none
ArN2,model,1.0,1,334.7673836918459,98.3838126138877,1.0,none
ArN2,model,1.0,1,335.0175087543772,98.57221770243491,1.0,none
ArN2,model,1.0,1,335.26763381690847,98.32258866853489,1.0,none
ArN2,model,1.0,1,335.5177588794397,97.63825078666099,1.0,none
ArN2,model,1.0,1,335.767883941971,96.52828765850005,1.0,none
ArN2,model,1.0,1,336.01800900450223,95.00734098223299,1.0,none
ArN2,model,1.0,1,336.26813406703354,93.09528969690145,1.0,none
ArN2,model,1.0,1,336.5182591295648,90.81681837961087,1.0,none
ArN2,model,1.0,1,336.76838419209605,88.20088805549793,1.0,none
ArN2,model,1.0,1,337.0185092546273,85.28012535138737,1.0,none
ArN2,model,1.0,1,337.26863431715856,82.0901480841564,1.0,none
ArN2,model,1.0,1,337.51875937968987,78.66884685312327,1.0,none
ArN2,model,1.0,1,337.7688844422211,75.05564296279071,1.0,none
ArN2,model,1.0,1,338.0190095047524,71.29074303104812,1.0,none
ArN2,model,1.0,1,338.26913456728363,67.41440996341932,1.0,none
ArN2,model,1.0,1,338.5192596298149,63.46626865042664,1.0,none
ArN2,model,1.0,1,338.7693846923462,59.48466285282482,1.0,none
ArN2,model,1.0,1,339.01950975487745,55.50607737914088,1.0,none
ArN2,model,1.0,1,339.2696348174087,51.56463694741765,1.0,none
ArN2,model,1.0,1,339.51975987993995,47.691690182780015,1.0,none
ArN2,model,1.0,1,339.7698849424712,43.915484160928166,1.0,none
ArN2,model,1.0,1,340.0200100050025,40.26093188768433,1.0,none
ArN2,model,1.0,1,340.2701350675338,36.74947221934103,1.0,none
ArN2,model,1.0,1,340.520260130065,33.39901907665137,1.0,none
ArN2,model,1.0,1,340.7703851925963,30.223994467890467,1.0,none
ArN2,model,1.0,1,341.0205102551276,27.235437873987664,1.0,none
ArN2,model,1.0,1,341.27063531765884,24.441183000393035,1.0,none
ArN2,model,1.0,1,341.5207603801901,21.8460917834221,1.0,none
ArN2,model,1.0,1,341.77088544272135,19.452334850364565,1.0,none
ArN2,model,1.0,1,342.02101050525266,17.25970735114913,1.0,none
ArN2,model,1.0,1,342.2711355677839,15.265969168027262,1.0,none
ArN2,model,1.0,1,342.52126063031517,13.467198919546982,1.0,none
ArN2,model,1.0,1,342.7713856928464,11.858151848826516,1.0,none
ArN2,model,1.0,1,343.0215107553777,10.432612561975041,1.0,none
ArN2,model,1.0,1,343.271635817909,9.183734597953917,1.0,none
ArN2,model,1.0,1,343.52176088044024,8.104359906219525,1.0,none
ArN2,model,1.0,1,343.7718859429715,7.187312428684266,1.0,none
ArN2,model,1.0,1,344.02201100550275,6.425661081255414,1.0,none
ArN2,model,1.0,1,344.272136068034,5.812948470287556,1.0,none
ArN2,model,1.0,1,344.5222611305653,5.343382634087005,1.0,none
ArN2,model,1.0,1,344.77238619309657,5.011989953224636,1.0,none
ArN2,model,1.0,1,345.0225112556278,4.814728120395945,1.0,none
ArN2,model,1.0,1,345.2726363181591,4.748558704962358,1.0,none
ArN2,model,1.0,1,345.5227613806903,4.8114794012298,1.0,none
ArN2,model,1.0,1,345.77288644322164,5.002516531388032,1.0,none
ArN2,model,1.0,1,346.0230115057529,5.321678806439182,1.0,none
ArN2,model,1.0,1,346.27313656828414,5.769873755954588,1.0,none
ArN2,model,1.0,1,346.5232616308154,6.348788644360649,1.0,none
ArN2,model,1.0,1,346.77338669334665,7.060738119418727,1.0,none
ArN2,model,1.0,1,347.02351175587796,7.908481304867409,1.0,none
ArN2,model,1.0,1,347.2736368184092,8.895011564870206,1.0,none
ArN2,model,1.0,1,347.52376188094047,10.023322736459063,1.0,none
ArN2,model,1.0,1,347.7738869434717,11.296156242664312,1.0,none
ArN2,model,1.0,1,348.024012006003,12.715734149844607,1.0,none
ArN2,model,1.0,1,348.2741370685343,14.283483895650129,1.0,none
ArN2,model,1.0,1,348.52426213106554,15.999761059095723,1.0,none
ArN2,model,1.0,1,348.7743871935968,17.863577134943014,1.0,none
ArN2,model,1.0,1,349.02451225612805,19.872339769869257,1.0,none
