mixture,kind,concentration_percent,pressure_bar,wavelength_nm,intensity_ph_MeV_nm
ArN2,model,0.1,1,365.78289144572284,0.6872847958903812
ArN2,model,0.1,1,366.03301650825415,0.592834690930252
ArN2,model,0.1,1,366.2831415707854,0.5191469804652158
ArN2,model,0.1,1,366.53326663331666,0.4643971173748212
ArN2,model,0.1,1,366.7833916958479,0.42709239499384305
ArN2,model,0.1,1,367.03351675837916,0.4060644894125081
ArN2,model,0.1,1,367.2836418209105,0.4004584544805334
ArN2,model,0.1,1,367.53376688344173,0.4097186878751506
ArN2,model,0.1,1,367.783891945973,0.43357224968396435
ArN2,model,0.1,1,368.0340170085043,0.4720097832619496
ArN2,model,0.1,1,368.2841420710355,0.5252641686529534
ArN2,model,0.1,1,368.5342671335668,0.593786937713199
ArN2,model,0.1,1,368.78439219609805,0.6782224023187776
ArN2,model,0.1,1,369.0345172586293,0.779379396675203
ArN2,model,0.1,1,369.2846423211606,0.8982005145994382
ArN2,model,0.1,1,369.5347673836919,1.035728734319287
ArN2,model,0.1,1,369.7848924462231,1.1930713671486253
ArN2,model,0.1,1,370.0350175087544,1.3713613413398804
ArN2,model,0.1,1,370.28514257128563,1.5717159361249808
ArN2,model,0.1,1,370.53526763381694,1.7951932097063763
ArN2,model,0.1,1,370.7853926963482,2.0427465137047363
ArN2,model,0.1,1,371.03551775887945,2.3151776490189175
ArN2,model,0.1,1,371.2856428214107,2.6130893868012977
ArN2,model,0.1,1,371.53576788394196,2.9368382449899655
ArN2,model,0.1,1,371.78589294647327,3.2864885665976815
ArN2,model,0.1,1,372.0360180090045,3.6617690814498123
ArN2,model,0.1,1,372.2861430715358,4.0620332390608604
ArN2,model,0.1,1,372.53626813406703,4.486224668094687
ArN2,model,0.1,1,372.7863931965983,4.932849139585354
ArN2,model,0.1,1,373.0365182591296,5.399954380416095
ArN2,model,0.1,1,373.28664332166085,5.885118995953098
ArN2,model,0.1,1,373.5367683841921,6.385451613953906
ArN2,model,0.1,1,373.78689344672335,6.897601156236885
ArN2,model,0.1,1,374.0370185092546,7.417778883250788
ArN2,model,0.1,1,374.2871435717859,7.941792545630234
ArN2,model,0.1,1,374.5372686343172,8.465092624927417
ArN2,model,0.1,1,374.7873936968484,8.982830264451675
ArN2,model,0.1,1,375.0375187593797,9.48992609424437
ArN2,model,0.1,1,375.28764382191093,9.981148757135134
ArN2,model,0.1,1,375.53776888444224,10.451201562077651
ArN2,model,0.1,1,375.7878939469735,10.894815343397592
ArN2,model,0.1,1,376.03801900950475,11.306845306534129
ArN2,model,0.1,1,376.288144072036,11.682369407292066
